objectid,parentid,title,creator,date,archival date,description,site number,subject,location,latitude,longitude,source,identifier,type,format original,format,language,rights,rightsstatement,finding aid,display_template,filename,object_location,image_small,image_thumb
latahsites0050a,latahsites0050,Bovill Hospital [01],"Nielsen, Cameron",2023,2023,,5,,,,,,bovill-hospital,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,bovill-hospital.jpg,https://objects.lib.uidaho.edu/latahsites/bovill-hospital.jpg,https://objects.lib.uidaho.edu/latahsites/small/bovill-hospital_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/bovill-hospital_th.jpg
latahsites0050b,latahsites0050,Bovill Hospital [02],,1911,1911,Bovill Hospital just after its construction. Photograph donated by John B. Miller.,5,,,,,"John Miller ""Trees Grew Tall"" photographs, PG 12, University of Idaho Library Special Collections and Archives",pg12-076,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,pg12-076.jpg,https://objects.lib.uidaho.edu/latahsites/pg12-076.jpg,https://objects.lib.uidaho.edu/latahsites/small/pg12-076_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/pg12-076_th.jpg
latahsites0051,,Bovill Opera House,,,,"Constructed in 1910, this building hosted vaudeville troupes, silent movies, plays, and community events on the main floor. The upstairs was used for lodge meetings and dances. Beautiful murals, on the main level, were painted by “Cowboy Joe” Breckenridge.",2,Opera; theater; lodge,"Bovill, Idaho",46.85952134,-116.3949083,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/bovill-opera-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/bovill-opera-house_th.jpg
latahsites0051a,latahsites0051,Bovill Opera House [01],"Nielsen, Cameron",2023,2023,,2,,,,,,bovill-opera-house,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,bovill-opera-house.jpg,https://objects.lib.uidaho.edu/latahsites/bovill-opera-house.jpg,https://objects.lib.uidaho.edu/latahsites/small/bovill-opera-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/bovill-opera-house_th.jpg
latahsites0051b,latahsites0051,Bovill Opera House [02],,1913,1913,Historic image of the Bovill Opera House.,2,,,,,"Latah County Historical Society, Moscow, ID",02-03-049,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,2-3-049.jpg,https://objects.lib.uidaho.edu/latahsites/2-3-049.jpg,https://objects.lib.uidaho.edu/latahsites/small/2-3-049_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/2-3-049_th.jpg
latahsites0052,,Elwood Cemetery,,,,,72,,,,,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/elwood-cemetery_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/elwood-cemetery_th.jpg
latahsites0052a,latahsites0052,Elwood Cemetery [01],"Nielsen, Cameron",2023,2023,,72,,,,,,elwood-cemetery,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,elwood-cemetery.jpg,https://objects.lib.uidaho.edu/latahsites/elwood-cemetery.jpg,https://objects.lib.uidaho.edu/latahsites/small/elwood-cemetery_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/elwood-cemetery_th.jpg
latahsites0052b,latahsites0052,Elwood Cemetery [02],"Nielsen, Cameron",2023,2023,,72,,,,,,elwood-cemetery-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,elwood-cemetery-2.jpg,https://objects.lib.uidaho.edu/latahsites/elwood-cemetery-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/elwood-cemetery-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/elwood-cemetery-2_th.jpg
latahsites0052c,latahsites0052,Elwood Cemetery [03],,1980,1979-1983,Image depicting the Elwood Cemetery gate and three tombstones.,72,,,,,"Latah County Historical Society, Moscow, ID",25-07-014,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,25-7-014.jpg,https://objects.lib.uidaho.edu/latahsites/25-7-014.jpg,https://objects.lib.uidaho.edu/latahsites/small/25-7-014_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/25-7-014_th.jpg
latahsites0053,,First State Bank Building,,,,"After this small logging town burned twice, this brick building was constructed in 1914. The original bank vault is in use today as a cooler. Stop at the Elk Saloon for eats and drinks.",1,Bank; Saloon; buildings,"Bovill, Idaho",46.86031345,-116.3970558,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/first-state-bank_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/first-state-bank_th.jpg
latahsites0053a,latahsites0053,First State Bank Building [01],"Nielsen, Cameron",2023,2023,,1,,,,,,first-state-bank,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,first-state-bank.jpg,https://objects.lib.uidaho.edu/latahsites/first-state-bank.jpg,https://objects.lib.uidaho.edu/latahsites/small/first-state-bank_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/first-state-bank_th.jpg
latahsites0053b,latahsites0053,First State Bank Building [02],,1907,1907,,1,,,,,"Latah County Historical Society, Moscow, ID",02-02-012,Image;StillImage,sepia tint photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,02-02-012.jpg,https://objects.lib.uidaho.edu/latahsites/02-02-012.jpg,https://objects.lib.uidaho.edu/latahsites/small/02-02-012_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/02-02-012_th.jpg
latahsites0053c,latahsites0053,First State Bank Building [03],,1993,1993,,1,,,,,"Latah County Historical Society, Moscow, ID",02-03-023,Image;StillImage,sepia tint photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,2-3-023.jpg,https://objects.lib.uidaho.edu/latahsites/2-3-023.jpg,https://objects.lib.uidaho.edu/latahsites/small/2-3-023_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/2-3-023_th.jpg
latahsites0054,,Four-room House,,,,This 20’ by 28’ house was constructed in 1908 at a cost of $844. It was one of fourteen Potlatch houses constructed in 1908 after the company determined that those built in the initial construction period of 1906–1907 were not sufficient to house the workforce. The house still retains much of its original integrity and is the best preserved of the town’s four-room houses. Most of these houses were replaced or extensively remodeled after the company sold the town in the 1950s.,60,company town; buildings; architecture,"Potlatch, Idaho",46.92594288,-116.9002413,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/four-room-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/four-room-house_th.jpg
latahsites0054a,latahsites0054,Four-room House [01],"Nielsen, Cameron",2023,2023,,60,,,,,,four-room-house,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,four-room-house.jpg,https://objects.lib.uidaho.edu/latahsites/four-room-house.jpg,https://objects.lib.uidaho.edu/latahsites/small/four-room-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/four-room-house_th.jpg
latahsites0055,,Gymnasium,,,,"Sixth & Pine Streets – Designed by A.M. Holmes in 1916, the gym replaced the first town gym that burned on Christmas Eve 1915. The new gym rivaled any big city facility with its hard maple basketball floor, its lounges, locker rooms, and club rooms. For many years, the Potlatch Amateur Athletic Club called the gym home, offering boxing, basketball, and even indoor baseball.",52,Gym; basketball; baseball,"Potlatch, Idaho",46.92212475,-116.9010006,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/gymnasium_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/gymnasium_th.jpg
latahsites0055a,latahsites0055,Gymnasium [01],"Nielsen, Cameron",2023,2023,,52,,,,,,gymnasium,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,gymnasium.jpg,https://objects.lib.uidaho.edu/latahsites/gymnasium.jpg,https://objects.lib.uidaho.edu/latahsites/small/gymnasium_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/gymnasium_th.jpg
latahsites0055b,latahsites0055,Gymnasium [02],,1921,1921,"Historic image of the Gymnasium in Potlatch, ID. The William Deary memorial monument showing two boulders with a plaque mounted on top boulder.",52,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-05-043f,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-05-043f.jpg,https://objects.lib.uidaho.edu/latahsites/90-05-043f.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-05-043f_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-05-043f_th.jpg
latahsites0055c,latahsites0055,Gymnasium [03],"Ott, Clifford M.",1984-02-01,01 February 1984,Image of the Gymnasium with grown trees and the William Deary memorial monument.,52,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-05-043i,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-05-043i.jpg,https://objects.lib.uidaho.edu/latahsites/90-05-043i.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-05-043i_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-05-043i_th.jpg
latahsites0056,,Hotel Bovill,,,,"Constructed in 1901, this became the home of the English Lord and Lady Bovill who first settled here. They built the hotel for sportsmen and in 1907 add- ed a store and post office. The two buildings were connected in 1910.",4,Hotel; post office; historic buildings,"Bovill, Idaho",46.86124442,-116.3965971,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/hotel-bovill-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/hotel-bovill-2_th.jpg
latahsites0056a,latahsites0056,Hotel Bovill [01],"Nielsen, Cameron",2023,2023,,4,,,,,,hotel-bovill-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,hotel-bovill-2.jpg,https://objects.lib.uidaho.edu/latahsites/hotel-bovill-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/hotel-bovill-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/hotel-bovill-2_th.jpg
latahsites0056b,latahsites0056,Hotel Bovill [02],,1907,1907,Copied from a postcard postmarked 1907.,4,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-5-144,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-5-144.jpg,https://objects.lib.uidaho.edu/latahsites/90-5-144.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-5-144_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-5-144_th.jpg
latahsites0057,,Skyline Drive and Mary Minerva McCroskey State Park,,,,"Donated to Idaho by Virgil McCroskey, the drive winds 25 miles along the crest of four mountains and emerges at Farmington, Washington. There are several picnic areas and scenic viewpoints.",79,Camping; picnic area; scenic drive,,,,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/mccroskey-state-park-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mccroskey-state-park-2_th.jpg
latahsites0057a,latahsites0057,Skyline Drive and Mary Minerva McCroskey State Park [01],"Nielsen, Cameron",2023,2023,,79,,,,,,mccroskey-state-park-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,mccroskey-state-park-2.jpg,https://objects.lib.uidaho.edu/latahsites/mccroskey-state-park-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/mccroskey-state-park-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mccroskey-state-park-2_th.jpg
latahsites0057b,latahsites0057,Skyline Drive and Mary Minerva McCroskey State Park [02],"Nielsen, Cameron",2023,2023,,79,,,,,,mccroskey-state-park,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,mccroskey-state-park.jpg,https://objects.lib.uidaho.edu/latahsites/mccroskey-state-park.jpg,https://objects.lib.uidaho.edu/latahsites/small/mccroskey-state-park_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mccroskey-state-park_th.jpg
latahsites0057c,latahsites0057,Skyline Drive and Mary Minerva McCroskey State Park [03],,,undated,Group of people in front of the Mary Minerva McCroskey State Park sign. ,79,,,,,"Latah County Historical Society, Moscow, ID",25-8-015,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,25-8-015.jpg,https://objects.lib.uidaho.edu/latahsites/25-8-015.jpg,https://objects.lib.uidaho.edu/latahsites/small/25-8-015_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/25-8-015_th.jpg
latahsites0058,,Moose Creek Reservoir,,,,The reservoir is surrounded with the beauty of pines and underbrush and has twenty-four campsites.,6,reservoir; camping; swimming,"Bovill, Idaho",46.87027863,-116.4075108,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/moose-creek-reservoir_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/moose-creek-reservoir_th.jpg
latahsites0058a,latahsites0058,Moose Creek Reservoir [01],"Nielsen, Cameron",2023,2023,,6,,,,,,moose-creek-reservoir,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,moose-creek-reservoir.jpg,https://objects.lib.uidaho.edu/latahsites/moose-creek-reservoir.jpg,https://objects.lib.uidaho.edu/latahsites/small/moose-creek-reservoir_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/moose-creek-reservoir_th.jpg
latahsites0059,,Commercial Historic District,,,,"A walking tour that features several of the original buildings remaining after the mill closed in 1981. Potlatch was designed to meet all the needs of a community of 2,000 people. The company provided social amenities, police, fire protection, schools, library clubs, and civic organizations. The tour highlights the non- residential structures remaining from those days when Potlatch was one of the West's largest ",54,Historic buildings; architecture; commercial district,"Potlatch, Idaho",46.92179273,-116.9001395,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/commercial-historic-district_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/commercial-historic-district_th.jpg
latahsites0059a,latahsites0059,Commercial Historic District [01],"Nielsen, Cameron",2023,2023,,54,,,,,,poltatch commercial historic district,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,commercial-historic-district.jpg,https://objects.lib.uidaho.edu/latahsites/commercial-historic-district.jpg,https://objects.lib.uidaho.edu/latahsites/small/commercial-historic-district_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/commercial-historic-district_th.jpg
latahsites0059b,latahsites0059,Commercial Historic District [02],"Nielsen, Cameron",2023,2023,,54,,,,,,poltatch commercial historic district-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,commercial-historic-district-2.jpg,https://objects.lib.uidaho.edu/latahsites/commercial-historic-district-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/commercial-historic-district-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/commercial-historic-district-2_th.jpg
latahsites0059c,latahsites0059,Commercial Historic District [03],"Nielsen, Cameron",2023,2023,,54,,,,,,poltatch commercial historic district-3,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,commercial-historic-district-3.jpg,https://objects.lib.uidaho.edu/latahsites/commercial-historic-district-3.jpg,https://objects.lib.uidaho.edu/latahsites/small/commercial-historic-district-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/commercial-historic-district-3_th.jpg
latahsites0059d,latahsites0059,Commercial Historic District [04],,1908,1905-1910,Large crowd standing outside the Potlatch Mercantile located in the Potlatch Commercial Historic District.,54,,,,,"Latah County Historical Society, Moscow, ID",12-03-096,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,12-3-096.jpg,https://objects.lib.uidaho.edu/latahsites/12-3-096.jpg,https://objects.lib.uidaho.edu/latahsites/small/12-3-096_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/12-3-096_th.jpg
latahsites0060,,St. Joseph's Catholic Church,,,,"Tourtelotte & Hummel, the architects who designed the Idaho State Capitol, designed this building for Elk River in 1912. It was moved from Elk River to Bovill in the 1930s.",3,Church; buildings; architecture,"Bovill, Idaho",46.85845375,-116.3962945,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/st-josephs-catholic-church-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/st-josephs-catholic-church-2_th.jpg
latahsites0060a,latahsites0060,St. Joseph's Catholic Church [01],"Nielsen, Cameron",2023,2023,,3,,,,,,st-josephs-catholic-church-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,st-josephs-catholic-church-2.jpg,https://objects.lib.uidaho.edu/latahsites/st-josephs-catholic-church-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/st-josephs-catholic-church-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/st-josephs-catholic-church-2_th.jpg
latahsites0060b,latahsites0060,St. Joseph's Catholic Church [02],,,undated,"View of the Parker house and the Catholic Church in Bovill, Idaho.",3,,,,,"John Miller ""Trees Grew Tall"" photographs, PG 12, University of Idaho Library Special Collections and Archives",pg12-132,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,pg12-132.jpg,https://objects.lib.uidaho.edu/latahsites/pg12-132.jpg,https://objects.lib.uidaho.edu/latahsites/small/pg12-132_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/pg12-132_th.jpg
latahsites0061,,Terteling House,,,,The only brick house in Potlatch and built by the founder of the Potlatch Brick Company that supplied bricks for the huge mill.,57,Lumber mill; bricks; buildings,"Potlatch, Idaho",46.92655454,-116.9013913,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/terteling-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/terteling-house_th.jpg
latahsites0061a,latahsites0061,Terteling House [01],"Nielsen, Cameron",2023,2023,,57,,,,,,terteling-house,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,terteling-house.jpg,https://objects.lib.uidaho.edu/latahsites/terteling-house.jpg,https://objects.lib.uidaho.edu/latahsites/small/terteling-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/terteling-house_th.jpg
latahsites0062,,Workers' Neighborhood Historic District,,,,The wood frame bungalow houses were built for families and ranged from three to seven rooms. The district contains 13 houses and St. Mary’s Catholic Church which the company built in 1906.,56,Bungalow; buildings; architecture,"Potlatch, Idaho",46.92222516,-116.8967584,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/workers-neighborhood-1_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/workers-neighborhood-1_th.jpg
latahsites0062a,latahsites0062,Workers' Neighborhood Historic District [01],"Nielsen, Cameron",2023,2023,,56,,,,,,workers-neighborhood-1,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,workers-neighborhood-1.jpg,https://objects.lib.uidaho.edu/latahsites/workers-neighborhood-1.jpg,https://objects.lib.uidaho.edu/latahsites/small/workers-neighborhood-1_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/workers-neighborhood-1_th.jpg
latahsites0062b,latahsites0062,Workers' Neighborhood Historic District [02],"Nielsen, Cameron",2023,2023,,56,,,,,,workers-neighborhood-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,workers-neighborhood-2.jpg,https://objects.lib.uidaho.edu/latahsites/workers-neighborhood-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/workers-neighborhood-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/workers-neighborhood-2_th.jpg
