objectid,parentid,title,creator,location,latitude,longitude,date,description,subject,source,transcriber,type,format,language,identifier,rights,rightsstatement,display_template,filename,object_transcript,image_small,image_thumb,object_location,image_alt_text
sakaino253,sakaino247,"July 7, 1942 entry, page 6",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-149,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-149.jpg,/objects/mg387_1_7-149.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-149_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-149_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-149.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino254,sakaino247,"July 7, 1942 entry, page 7",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-150,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-150.jpg,/objects/mg387_1_7-150.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-150_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-150_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-150.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino255,sakaino247,"July 7, 1942 entry, page 8",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-151,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-151.jpg,/objects/mg387_1_7-151a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-151_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-151_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-151.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino256,,"July 8, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-08,"July 8, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-08,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-08.pdf,/objects/1942-07-08.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-08_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-08_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-08.pdf,
sakaino257,sakaino256,"July 8, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-151,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-151.jpg,/objects/mg387_1_7-151b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-151_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-151_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-151.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino258,sakaino256,"July 8, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-152,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-152.jpg,/objects/mg387_1_7-152.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-152_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-152_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-152.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino259,sakaino256,"July 8, 1942 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-153,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-153.jpg,/objects/mg387_1_7-153a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-153_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-153_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-153.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino260,,"July 9, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-09,"July 9, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-09,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-09.pdf,/objects/1942-07-09.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-09_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-09_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-09.pdf,
sakaino261,sakaino260,"July 9, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-153,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-153.jpg,/objects/mg387_1_7-153b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-153_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-153_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-153.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino262,sakaino260,"July 9, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-154,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-154.jpg,/objects/mg387_1_7-154a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-154_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-154_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-154.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino263,,"July 10, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-10,"July 10, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-10,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-10.pdf,/objects/1942-07-10.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-10_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-10_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-10.pdf,
sakaino264,sakaino263,"July 10, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-154,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-154.jpg,/objects/mg387_1_7-154b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-154_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-154_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-154.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino265,sakaino263,"July 10, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-155,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-155.jpg,/objects/mg387_1_7-155a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-155_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-155_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-155.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino266,,"July 16, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-16,"July 16, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-16,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-16.pdf,/objects/1942-07-16.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-16_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-16_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-16.pdf,
sakaino267,sakaino266,"July 16, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-155,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-155.jpg,/objects/mg387_1_7-155b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-155_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-155_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-155.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino268,sakaino266,"July 16, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-156,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-156.jpg,/objects/mg387_1_7-156.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-156_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-156_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-156.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino269,sakaino266,"July 16, 1942 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-157,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-157.jpg,/objects/mg387_1_7-157a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-157_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-157_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-157.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino270,,"July 17, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-17,"July 17, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-17,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-17.pdf,/objects/1942-07-17.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-17_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-17_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-17.pdf,
sakaino271,sakaino270,"July 17, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-157,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-157.jpg,/objects/mg387_1_7-157b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-157_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-157_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-157.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino272,sakaino270,"July 17, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-158,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-158.jpg,/objects/mg387_1_7-158a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-158_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-158_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-158.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino273,,"July 18, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-18,"July 18, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-18,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-18.pdf,/objects/1942-07-18.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-18_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-18_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-18.pdf,
sakaino274,sakaino273,"July 18, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-158,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-158.jpg,/objects/mg387_1_7-158b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-158_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-158_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-158.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino275,sakaino273,"July 18, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-159,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-159.jpg,/objects/mg387_1_7-159a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-159_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-159_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-159.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino276,,"July 19, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-19,"July 19, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-19,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-19.pdf,/objects/1942-07-19.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-19_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-19_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-19.pdf,
sakaino277,sakaino276,"July 19, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-159,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-159.jpg,/objects/mg387_1_7-159b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-159_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-159_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-159.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino278,sakaino276,"July 19, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-160,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-160.jpg,/objects/mg387_1_7-160.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-160_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-160_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-160.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino279,sakaino276,"July 19, 1942 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-161,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-161.jpg,/objects/mg387_1_7-161.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-161_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-161_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-161.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino280,,"July 20, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-20,"July 20, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-20,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-20.pdf,/objects/1942-07-20.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-20_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-20_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-20.pdf,
sakaino281,sakaino280,"July 20, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-162,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-162.jpg,/objects/mg387_1_7-162.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-162_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-162_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-162.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino282,sakaino280,"July 20, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-163,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-163.jpg,/objects/mg387_1_7-163a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-163_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-163_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-163.jpg,Lined notebook paper with handwritten Japanese text in ink
