objectid,filename,identifier,box number,title,creator,description,date,archivaldate,date is approximate,subject,sensitive,location,idaho_county,latitude,longitude,source,type,format original,digital collection,findingaid,contributing institution,language,rights,rightsstatement,format,display_template,object_location,image_small,image_thumb,relation,notes
tabor1407,pg83-b01-f01-001_001.jpg,pg83-b01-f01-001_001,1,Logging site,,Negative of an unknown logging site. A group of unidentified people (most likely workers) are in the far background. The foreground shows area that had been previously cleared of trees. Stumps and debris are visible.,,undated,,logging; anonymous people,,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f01-001_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f01-001_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f01-001_001_th.jpg,,
tabor1408,pg83-b01-f01-001_002.jpg,pg83-b01-f01-001_002,1,Machinery at logging site,,Negative of machinery at an unknown logging site. There is a crane-like piece of machinery in operation and workers surrounding it. There is a river between the photographer and the area that is being worked on.,,undated,,logging; anonymous people; machinery; rivers (bodies of water),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f01-001_002.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f01-001_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f01-001_002_th.jpg,,
tabor1409,pg83-b01-f01-001_003.jpg,pg83-b01-f01-001_003,1,Workers at logging site,,"Negative of unidentified workers at an unknown logging site. There is a river between the photographer and the site, and several people scattered throughout the site.",,undated,,logging; anonymous people; rivers (bodies of water),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f01-001_003.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f01-001_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f01-001_003_th.jpg,,
tabor1410,pg83-b01-f02-001_001.jpg,pg83-b01-f02-001_001,1,North Fork of the Coeur d'Alene River,,"Photo of the North Fork of the Coeur d'Alene River. The negative is slightly damaged along the sides, but the river, one of the river banks, and the surrounding trees are all visible.",1920,1918-1922,,rivers (bodies of water); trees; riverbanks,,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_001_th.jpg,,
tabor1411,pg83-b01-f02-001_002.jpg,pg83-b01-f02-001_002,1,Cliff overhang at North Fork of the Coeur d'Alene River,,"Photo of a tall wall of rock that creates a cliff overhang over the North Fork of the Coeur d'Alene River. The river is visible at the bottom of the cliff, and parts of the top of the cliff are visible.",1920,1918-1922,,rivers (bodies of water); cliffs (landforms),,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_002.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_002_th.jpg,,
tabor1412,pg83-b01-f02-001_003.jpg,pg83-b01-f02-001_003,1,Man and dog fishing at North Fork of the Coeur d'Alene River,,An unidentified man and a dog sit on the riverbank of the North Fork of the Coeur d'Alene River while the man is fishing. There is a fishing pole propped up in the rocks with the line cast into the water while the man works on something that isn't visible in his hands next to the fish baskets next to him.,1920,1918-1922,,rivers (bodies of water); riverbanks; anonymous people; men; dogs (species); fishing; fishing containers; fishing rods,,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_003.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_003_th.jpg,,
tabor1413,pg83-b01-f02-001_004.jpg,pg83-b01-f02-001_004,1,Riverbank at North Fork of the Coeur d'Alene River,,Photo of the rocky riverbank at North Fork of the Coeur d'Alene River. A rock wall is visible on the opposite side of the river.,1920,1918-1922,,rivers (bodies of water); riverbanks,,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_004.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_004_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_004_th.jpg,,
tabor1414,pg83-b01-f02-001_005.jpg,pg83-b01-f02-001_005,1,Fishing gear and fish from the North Fork of the Coeur d'Alene River,,"Fishing gear and a large number of caught fish sit on the riverbank of the North Fork of the Coeur d'Alene River. There is a fishing pole, baskets, and fish on the ground.",1920,1918-1922,,rivers (bodies of water); riverbanks; fishing; fishing containers; fishing rods; fish (animals); fish (meat),,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_005.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_005_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_005_th.jpg,,
tabor1415,pg83-b01-f02-001_006.jpg,pg83-b01-f02-001_006,1,Landscape of the North Fork of the Coeur d'Alene River,,"Photo of part of the North Fork of the Coeur d'Alene River. The river can be seen in the foreground, and trees are visible on the ground in the background.",1920,1918-1922,,rivers (bodies of water); trees,,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_006.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_006_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_006_th.jpg,,
tabor1416,pg83-b01-f02-001_007.jpg,pg83-b01-f02-001_007,1,Train at North Fork of the Coeur d'Alene River [01],,"Photo of a train passing through a wooded area presumably near the North Fork of the Coeur d'Alene River. There is a house visible between the train and the photographer, but the Coeur d'Alene River is not visible.",1920,1918-1922,,trees; trains (vehicle groupings); houses,,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_007.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_007_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_007_th.jpg,,
tabor1417,pg83-b01-f02-001_008.jpg,pg83-b01-f02-001_008,1,Waterfall at the North Fork of the Coeur d'Alene River,,Small waterfall/run off of water into the Coeur d'Alene River at the North Fork. The runoff leads back behind some trees and empties into the river.,1920,1918-1922,,rivers (bodies of water); trees; waterfalls (natural bodies of water),,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_008.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_008_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_008_th.jpg,,
tabor1418,pg83-b01-f02-001_009.jpg,pg83-b01-f02-001_009,1,North Fork of the Coeur d'Alene River landscape,,"Photo of part of the North Fork of the Coeur d'Alene River. The river can be seen in the foreground, and trees are visible on the ground in the background.",1920,1918-1922,,rivers (bodies of water); trees,,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_009.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_009_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_009_th.jpg,,
tabor1419,pg83-b01-f02-001_010.jpg,pg83-b01-f02-001_010,1,Man fishing in the North Fork of the Coeur d'Alene River,,Photo of an unidentified man standing in the water of the North Fork of the Coeur d'Alene River while fishing. He is standing several feet from the riverbank and has his line cast in the water.,1920,1918-1922,,rivers (bodies of water); anonymous people; men; fishing; fishing rods; riverbanks,,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_010.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_010_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_010_th.jpg,,
tabor1420,pg83-b01-f02-001_011.jpg,pg83-b01-f02-001_011,1,Train at North Fork of the Coeur d'Alene River [02],,Photo of a train passing through a wooded area presumably near the North Fork of the Coeur d'Alene River. The Coeur d'Alene River is not visible.,1920,1918-1922,,trees; trains (vehicle groupings),,"North Fork Coeur d'Alene River, Idaho",Shoshone County,47.69172601,-116.3603691,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-001_011.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-001_011_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-001_011_th.jpg,,
tabor1421,pg83-b01-f02-003_001.jpg,pg83-b01-f02-003_001,1,Wallace Football Field,,"Photo of the Wallace, Idaho football field covered completely in snow. The bleachers sit between the photographer and the field, and beyond the field buildings and snow covered mountains can be seen.",1920,1918-1922,,football fields; bleachers; buildings (structures); mountains (landforms); snow (precipitation),,"Wallace, Idaho",Shoshone County,47.47439681,-115.9264598,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-003_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-003_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-003_001_th.jpg,,
tabor1422,pg83-b01-f02-004_001.jpg,pg83-b01-f02-004_001,1,"300 block of Pine Street in Wallace, Idaho","Tabor's Photo Service, Wallace Idaho","Photo of construction machinery on the side of the road of the 300 block of Pine Street in Wallace, Idaho. The machine reads ""Northwest Engineering Co"" on the side, and it appears to be working on the road. There is a line of houses on the opposite side of the road work.",1920,1918-1922,,construction equipment; houses,,"Wallace, Idaho",Shoshone County,47.47439681,-115.9264598,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-004_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-004_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-004_001_th.jpg,,
tabor1423,pg83-b01-f02-005_001.jpg,pg83-b01-f02-005_001,1,Cedar Street looking West from near 7th Street,,"Photo of a Cedar Street looking West from near 7th Street in Wallace, Idaho taken circa 1925. People, cars, buildings, and an American flag are all visible, and beyond the town a tree covered mountain can be seen.",1925,1923-1927,,anonymous people; buildings (structures); flags; cars (automobiles); mountains (landforms); trees,,"Wallace, Idaho",Shoshone County,47.47439681,-115.9264598,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,George W. Tabor Photographs,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-005_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-005_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-005_001_th.jpg,,
tabor1424,pg83-b01-f02-006_001.jpg,pg83-b01-f02-006_001,1,Construction at Coulee Dam,,Photo of several areas of construction occuring at Coulee Dam in Washington. There are several pieces of machinery being operated throughout the area.,1935,1933-1937,,construction equipment,,"Coulee Dam, Washington",,47.96501432,-118.9736907,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-006_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-006_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-006_001_th.jpg,,
tabor1425,pg83-b01-f02-006_002.jpg,pg83-b01-f02-006_002,1,Hill at Coulee Dam,,Photo of a hill that is presumably located at or near Coulee Dam.,1935,1933-1937,,hills (landforms),,"Coulee Dam, Washington",,47.96501432,-118.9736907,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-006_002.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-006_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-006_002_th.jpg,,
tabor1426,pg83-b01-f02-006_003.jpg,pg83-b01-f02-006_003,1,Construction on hill at Coulee Dam,,Photo of construction machinery on the side of a hill at Coulee dam. Machinery can be seen at several different working sites in the photo.,1935,1933-1937,,construction equipment; hills (landforms),,"Coulee Dam, Washington",,47.96501432,-118.9736907,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-006_003.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-006_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-006_003_th.jpg,,
tabor1427,pg83-b01-f02-006_004.jpg,pg83-b01-f02-006_004,1,Buildings near Coulee Dam [01],,"Photo overlooking a majority of, if not all of, a town nearby Coulee Dam.",1935,1933-1937,,houses; buildings (structures); rivers (bodies of water),,"Coulee Dam, Washington",,47.96501432,-118.9736907,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-006_004.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-006_004_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-006_004_th.jpg,,
tabor1428,pg83-b01-f02-006_005.jpg,pg83-b01-f02-006_005,1,Cars driving up hill near Coulee Dam,,"Several lines of cars are seen driving up the hill near Coulee Dam, with the river visible in the background.",1935,1933-1937,,cars (automobiles); hills (landforms); rivers (bodies of water),,"Coulee Dam, Washington",,47.96501432,-118.9736907,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-006_005.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-006_005_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-006_005_th.jpg,,
tabor1429,pg83-b01-f02-006_006.jpg,pg83-b01-f02-006_006,1,Houses near Coulee Dam [01],,"Photo overlooking a majority of, if not all of, a town nearby Coulee Dam. A bridge connecting both sides of the river is visible, and there are houses and buildings on both sides of the river.",1935,1933-1937,,houses; buildings (structures); rivers (bodies of water); bridges (built works),,"Coulee Dam, Washington",,47.96501432,-118.9736907,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-006_006.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-006_006_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-006_006_th.jpg,,
tabor1430,pg83-b01-f02-006_007.jpg,pg83-b01-f02-006_007,1,Landscape near Coulee Dam,,Photo of the landscape near Coulee Dam. There is a road going through the area.,1935,1933-1937,,landscapes (environments); roads,,"Coulee Dam, Washington",,47.96501432,-118.9736907,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b01-f02-006_007.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b01-f02-006_007_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b01-f02-006_007_th.jpg,,
