title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),idaho_county,region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,cdm_url,cdmid,objectid,display_template,filename2,object_location,image_small,image_thumb,errors
"White Bird (Idaho), 1960 [1]",Salmon River from grade northwest of White Bird,"Laughlin, Kyle (1905-1984)",1960-08-27,,,,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-011",99-280-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669842983,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/882,882,spec_kl882,image,spec_kl882.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl882.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl882_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl882_th.jpg,
"White Bird (Idaho), 1960 [2]",Salmon River from grade northwest of White Bird,"Laughlin, Kyle (1905-1984)",1960-08-27,,,,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-012",99-280-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669838583,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/883,883,spec_kl883,image,spec_kl883.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl883.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl883_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl883_th.jpg,
"White Bird (Idaho), 1960 [3]",Salmon River from grade northwest of White Bird,"Laughlin, Kyle (1905-1984)",1960-08-27,,,,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 281, Negative 99-281-001",99-281-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669840478,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/884,884,spec_kl884,image,spec_kl884.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl884.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl884_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl884_th.jpg,
"White Bird (Idaho), 1960 [4]",Salmon River from grade northwest of White Bird,"Laughlin, Kyle (1905-1984)",1960-08-27,,,,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 281, Negative 99-281-002",99-281-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669842488,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/885,885,spec_kl885,image,spec_kl885.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl885.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl885_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl885_th.jpg,
"White Bird (Idaho), 1960 [5]",Salmon River from grade northwest of White Bird,"Laughlin, Kyle (1905-1984)",1960-08-27,,,,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 281, Negative 99-281-003",99-281-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669840428,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/886,886,spec_kl886,image,spec_kl886.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl886.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl886_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl886_th.jpg,
"White Bird (Idaho), 1960 [6]",Salmon River,"Laughlin, Kyle (1905-1984)",1960-08-27,,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 281, Negative 99-281-004",99-281-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.805797,-116.313629,669840536,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/887,887,spec_kl887,image,spec_kl887.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl887.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl887_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl887_th.jpg,
"White Bird (Idaho), 1960 [7]",Salmon River,"Laughlin, Kyle (1905-1984)",1960-08-27,,,canyons,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 281, Negative 99-281-005",99-281-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.805797,-116.313629,669838571,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/888,888,spec_kl888,image,spec_kl888.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl888.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl888_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl888_th.jpg,
"White Bird (Idaho), 1960 [8]",Salmon River,"Laughlin, Kyle (1905-1984)",1960-08-27,,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 281, Negative 99-281-006",99-281-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.805797,-116.313629,669842305,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/889,889,spec_kl889,image,spec_kl889.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl889.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl889_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl889_th.jpg,
"White Bird (Idaho), 1960 [9]",Salmon River,"Laughlin, Kyle (1905-1984)",1960-08-27,,,canyons,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 281, Negative 99-281-007",99-281-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.805797,-116.313629,669842222,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/890,890,spec_kl890,image,spec_kl890.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl890.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl890_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl890_th.jpg,
"White Bird Hill (Idaho), 1960 [1]",Scenic view from White Bird Hill in Idaho County.,"Laughlin, Kyle (1905-1984)",1960,,,foothills,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Hells Canyon (Idaho and Or.); Seven Devils Mountains (Idaho); Mountains -- Idaho;",Hills--Idaho--White Bird;,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 270, Negative 99-270-003",99-270-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669838591,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/764,764,spec_kl764,image,spec_kl764.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl764.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl764_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl764_th.jpg,
"White Bird Hill (Idaho), 1960 [2]",Scenic view of White Bird Hill with the Seven Devils Mountains in the background.,"Laughlin, Kyle (1905-1984)",1960,,,foothills,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Hells Canyon (Idaho and Or.); Seven Devils Mountains (Idaho); Mountains -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 270, Negative 99-270-005",99-270-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669840382,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/766,766,spec_kl766,image,spec_kl766.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl766.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl766_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl766_th.jpg,
"White Bird Hill (Idaho), 1960 [3]",Scenic view from White Bird Hill in Idaho County.,"Laughlin, Kyle (1905-1984)",1960,,,foothills,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Hells Canyon (Idaho and Or.); Seven Devils Mountains (Idaho); Mountains -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 271, Negative 99-271-002",99-271-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669838613,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/774,774,spec_kl774,image,spec_kl774.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl774.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl774_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl774_th.jpg,
"White Bird Hill (Idaho), 1960 [4]",Scenic view from White Bird Hill.,"Laughlin, Kyle (1905-1984)",1960,,,foothills,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Hells Canyon (Idaho and Or.); Seven Devils Mountains (Idaho); Mountains -- Idaho;",,"Idaho County, Idaho",United States--Idaho--Idaho County,Idaho County,White Bird Hill,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 270, Negative 99-270-006",99-270-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.769048,-116.316032,669840443,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/767,767,spec_kl767,image,spec_kl767.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl767.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl767_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl767_th.jpg,
"Whitemargin phlox, 1960 [1]",Phlox,"Laughlin, Kyle (1905-1984)",1960,,Phlox albomarginata M.E. Jones,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Flowers -- Pictorial works; Plants, Flowering of;",Wildflowers,,United States,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 274, Negative 99-274-004",99-274-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669840380,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/812,812,spec_kl812,image,spec_kl812.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl812.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl812_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl812_th.jpg,
"Whitemargin phlox, 1960 [2]",Phlox,"Laughlin, Kyle (1905-1984)",1960,,Phlox albomarginata M.E. Jones,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Oregon -- Photographs; Flowers -- Pictorial works; Wild flowers -- Oregon; Plants, Flowering of;",Wildflowers--Oregon,"Wallowa County, Oregon",United States--Oregon--Wallowa County,,Hat Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 274, Negative 99-274-006",99-274-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.438175,-116.661973,669842310,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/814,814,spec_kl814,image,spec_kl814.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl814.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl814_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl814_th.jpg,
Whitman Great Grave,Whitman Great Grave,"Laughlin, Kyle (1905-1984)",1952-02-14,,,graves; monuments,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Cemeteries -- Washington; Sepulchral monuments; Whitman Mission National Historic Site (Wash.); Historic sites -- Washington (State);",Fences--Washington;,Washington,United States--Washington,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-004-001",99-H-004-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.040934,-118.462186,669840363,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/695,695,spec_kl695,image,spec_kl695.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl695.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl695_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl695_th.jpg,
Whitman Mission from Monument Hill,Site of the Whitman Mission from Monument Hill,"Laughlin, Kyle (1905-1984)",1952-02-14,,,missions (settlements),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Whitman Mission National Historic Site (Wash.); Historic sites -- Washington (State); National parks and reserves -- Washington (State);",,Washington,United States--Washington,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-003-009",99-H-003-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.040934,-118.462186,669842532,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/694,694,spec_kl694,image,spec_kl694.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl694.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl694_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl694_th.jpg,
