objectid,parentid,display_template,title,presenter,event,date,description,bio,media_type,item_number,event_type,creator,publisher_digital,source,identifier,format_original,format,type,rights,rightsstatement,subject,language,youtubeid,filename,object_location,image_small,image_thumb
turning143,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  5",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  5 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant.",,Photograph,5,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_05,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning143.jpg,https://objects.lib.uidaho.edu/turningwheel/turning143.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning143_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning143_th.jpg
turning144,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  6",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  6 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant.",,Photograph,6,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_06,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning144.jpg,https://objects.lib.uidaho.edu/turningwheel/turning144.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning144_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning144_th.jpg
turning146,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  7",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  7 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant talks with audience.",,Photograph,7,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_07,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning146.jpg,https://objects.lib.uidaho.edu/turningwheel/turning146.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning146_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning146_th.jpg
turning147,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  8",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  8 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant.",,Photograph,8,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_08,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning147.jpg,https://objects.lib.uidaho.edu/turningwheel/turning147.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning147_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning147_th.jpg
turning148,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  9",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  9 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant.",,Photograph,9,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_09,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning148.jpg,https://objects.lib.uidaho.edu/turningwheel/turning148.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning148_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning148_th.jpg
turning149,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  10",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  10 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant.",,Photograph,10,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_10,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning149.jpg,https://objects.lib.uidaho.edu/turningwheel/turning149.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning149_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning149_th.jpg
turning150,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  11",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  11 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant.",,Photograph,11,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_11,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning150.jpg,https://objects.lib.uidaho.edu/turningwheel/turning150.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning150_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning150_th.jpg
turning151,trahant,image,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Photograph  12",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Photograph  12 of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe. Pictured: Mark Trahant.",,Photograph,12,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_12,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning151.jpg,https://objects.lib.uidaho.edu/turningwheel/turning151.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning151_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning151_th.jpg
turning490,trahant,video,"Mark Trahant, Colloquium Talk - Turning of the Wheel, Video",Mark Trahant,"The full spectrum in a wheel: Less, more and the opposite spoke",2012-04-17,"Video  of Mark Trahant's Colloquium Talk 'The full spectrum in a wheel: Less, more and the opposite spoke.' Mark Trahant is Editor-in-Residence for the School of Journalism and Mass Media and a member of Idaho's Shoshone-Bannock Tribe.",,Video,,Colloquium Talk,,University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",trahant_999,Video,video/avi,Image;MovingImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,Yovw3trjILI,,https://youtu.be/Yovw3trjILI,https://img.youtube.com/vi/Yovw3trjILI/hqdefault.jpg,https://img.youtube.com/vi/Yovw3trjILI/hqdefault.jpg
smith,,event,The International Community Looks for...Community?,Bill Smith,The International Community Looks for...Community?,,,,,,,,,,,,,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,eng,,,,https://objects.lib.uidaho.edu/turningwheel/small/turning169_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning169_th.jpg
turning169,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  1",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  1 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,1,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_01,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning169.jpg,https://objects.lib.uidaho.edu/turningwheel/turning169.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning169_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning169_th.jpg
turning179,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  2",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  2 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,2,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_02,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning179.jpg,https://objects.lib.uidaho.edu/turningwheel/turning179.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning179_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning179_th.jpg
turning191,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  4",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  4 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,4,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_04,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning191.jpg,https://objects.lib.uidaho.edu/turningwheel/turning191.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning191_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning191_th.jpg
turning194,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  3",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  3 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,3,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_03,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning194.jpg,https://objects.lib.uidaho.edu/turningwheel/turning194.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning194_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning194_th.jpg
turning212,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  6",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  6 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,6,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_06,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning212.jpg,https://objects.lib.uidaho.edu/turningwheel/turning212.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning212_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning212_th.jpg
turning216,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  5",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  5 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,5,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_05,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning216.jpg,https://objects.lib.uidaho.edu/turningwheel/turning216.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning216_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning216_th.jpg
turning224,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  7",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  7 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,7,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_07,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning224.jpg,https://objects.lib.uidaho.edu/turningwheel/turning224.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning224_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning224_th.jpg
turning225,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  8",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  8 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,8,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_08,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning225.jpg,https://objects.lib.uidaho.edu/turningwheel/turning225.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning225_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning225_th.jpg
turning226,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  9",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  9 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,9,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_09,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning226.jpg,https://objects.lib.uidaho.edu/turningwheel/turning226.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning226_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning226_th.jpg
turning227,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  10",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  10 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,10,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_10,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning227.jpg,https://objects.lib.uidaho.edu/turningwheel/turning227.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning227_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning227_th.jpg
turning228,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  11",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  11 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,11,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_11,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning228.jpg,https://objects.lib.uidaho.edu/turningwheel/turning228.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning228_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning228_th.jpg
turning229,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  12",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  12 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Audience members ask questions after Bill Smith's talk.",,Photograph,12,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_12,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning229.jpg,https://objects.lib.uidaho.edu/turningwheel/turning229.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning229_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning229_th.jpg
turning230,smith,image,"Bill Smith, Colloquium Talk - Turning of the Wheel, Photograph  13",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Photograph  13 of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies. Pictured: Bill Smith.",,Photograph,13,Colloquium Talk,"Amrah Canul, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_13,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning230.jpg,https://objects.lib.uidaho.edu/turningwheel/turning230.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning230_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning230_th.jpg
turning453,smith,pdf,"Bill Smith, Colloquium Talk - Turning of the Wheel, PowerPoint",Bill Smith,The International Community Looks for...Community?,2012-03-06,"PowerPoint  of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies.",,PowerPoint,,Colloquium Talk,Bill Smith,University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",SmithPresentation,PowerPoint,application/pdf,Image;StillImage; Text,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning453.pdf,https://objects.lib.uidaho.edu/turningwheel/turning453.pdf,https://objects.lib.uidaho.edu/turningwheel/small/turning453_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning453_th.jpg
turning480,smith,video,"Bill Smith, Colloquium Talk - Turning of the Wheel, Video",Bill Smith,The International Community Looks for...Community?,2012-03-06,"Video  of Bill Smith's Colloquium Talk 'The International Community Looks for...Community?.' Bill Smith is Director, Martin Institute and International Studies.",,Video,,Colloquium Talk,,University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",smith_999,Video,video/avi,Image;MovingImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,YOR-Rs9OvE4,,https://youtu.be/YOR-Rs9OvE4,https://img.youtube.com/vi/YOR-Rs9OvE4/hqdefault.jpg,https://img.youtube.com/vi/YOR-Rs9OvE4/hqdefault.jpg
mfa,,event,The Unique and Universal in the Personal Essay: Graduate Student Readings,Brandon Schrand; MFA Creative Writing Students,The Unique and Universal in the Personal Essay: Graduate Student Readings,,,,,,,,,,,,,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,eng,,,,https://objects.lib.uidaho.edu/turningwheel/small/turning100_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning100_th.jpg
turning100,mfa,image,"Brandon Schrand and MFA Creative Writing Students, Essay Reading - Turning of the Wheel, Photograph  1",Brandon Schrand; MFA Creative Writing Students,The Unique and Universal in the Personal Essay: Graduate Student Readings,2011-11-29,Photograph  1 of Brandon Schrand and MFA Creative Writing Students' Essay Reading 'The Unique and Universal in the Personal Essay: Graduate Student Readings.'  Brandon Schrand is an Assistant Professor of English. Pictured: Rodney Frey introduces MFA students in University of Idaho Prichard Gallery.,,Photograph,1,Essay Reading,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",schrand_mfa_01,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning100.jpg,https://objects.lib.uidaho.edu/turningwheel/turning100.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning100_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning100_th.jpg
turning112,mfa,image,"Brandon Schrand and MFA Creative Writing Students, Essay Reading - Turning of the Wheel, Photograph  2",Brandon Schrand; MFA Creative Writing Students,The Unique and Universal in the Personal Essay: Graduate Student Readings,2011-11-29,"Photograph  2 of Brandon Schrand and MFA Creative Writing Students' Essay Reading 'The Unique and Universal in the Personal Essay: Graduate Student Readings.'  Brandon Schrand is an Assistant Professor of English. Pictured L to R: Cara Stoddard, Ann Stebner Steele, Brandon Schrand in University of Idaho Prichard Gallery.",,Photograph,2,Essay Reading,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",schrand_mfa_02,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning112.jpg,https://objects.lib.uidaho.edu/turningwheel/turning112.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning112_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning112_th.jpg
turning123,mfa,image,"Brandon Schrand and MFA Creative Writing Students, Essay Reading - Turning of the Wheel, Photograph  3",Brandon Schrand; MFA Creative Writing Students,The Unique and Universal in the Personal Essay: Graduate Student Readings,2011-11-29,"Photograph  3 of Brandon Schrand and MFA Creative Writing Students' Essay Reading 'The Unique and Universal in the Personal Essay: Graduate Student Readings.'  Brandon Schrand is an Assistant Professor of English. Pictured L to R: Aaron Poor, Jamaica Ritcher, Cara Stoddard, Ann Stebner Steele, Brandon Schrand in University of Idaho Prichard Gallery.",,Photograph,3,Essay Reading,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",schrand_mfa_03,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning123.jpg,https://objects.lib.uidaho.edu/turningwheel/turning123.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning123_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning123_th.jpg
