objectid,title,description,date,date is approximate?,creator,subject,latitude,longitude,donor,digital collection,source,finding aid,identifier,rights,rightsstatement,format original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
priestlake203,Logging truck over Corduroy Bridge,A fully loaded log truck crossing over Corduroy Bridge. Donated by June Paul Paley through Priest Lake Museum.,1941,y,,trucks;logs (wood);timber;logging,48.335682,-116.857023,June Paul Paley through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-03-08,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/203,203,282.jp2,/priestlake/image/282.jp2,image,priestlake203.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake203.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake203_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake203_th.jpg,""
priestlake253,Logs loaded on sleigh,Logs loaded on a horse-drawn sleigh. Donated by Viv Beardmore through Priest Lake Museum.,1911,y,,loggers;horse-drawn sleigh;logging;timber,48.566331,-116.762933,Viv Beardmore through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-09,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/253,253,327.jp2,/priestlake/image/327.jp2,image,priestlake253.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake253.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake253_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake253_th.jpg,""
priestlake276,"Logs on the Priest River, Idaho",View of logs on the Priest River in Idaho. Donated by Red Gasterneau through Priest Lake Museum.,1935,y,,rivers;logs (wood);mountains,48.198155,-116.899531,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-29,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/276,276,348.jp2,/priestlake/image/348.jp2,image,priestlake276.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake276.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake276_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake276_th.jpg,""
priestlake31,"Looking down on Coolin, Idaho","View of Coolin, Idaho. Donated by Harriet (Klein) Allen via Priest Lake Museum.",1914,y,,roads;houses;lakes (bodies of water),48.47688,-116.849084,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-57,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/31,31,127.jp2,/priestlake/image/127.jp2,image,priestlake31.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake31.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake31_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake31_th.jpg,""
priestlake267,Man and dog in a canoe,"A man and a dog in a canoe. Priest Lake, Idaho. Donated by Harriet (Klein) Allen via Priest Lake Museum.",1899,y,,canoes;people;dogs;lake,48.567005,-116.921085,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/267,267,34.jp2,/priestlake/image/34.jp2,image,priestlake267.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake267.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake267_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake267_th.jpg,""
priestlake300,Man and woman on the steamboat E. W. Harris,A man and woman in swim suits on the steamboat E. W. Harris.,1932,y,,boats;docks;swimming,48.481154,-116.851004,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-10-05,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,7x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/300,300,37.jp2,/priestlake/image/37.jp2,image,priestlake300.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake300.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake300_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake300_th.jpg,""
priestlake322,Man in sailboat,View of a man in sailboat with the sail raised. Priest Lake. Idaho. Donated by Harriet (Klein) Allen via Priest Lake Museum.,1920,y,,boats;lakes (bodies of water);mountains,48.494965,-116.869211,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-11,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/322,322,47.jp2,/priestlake/image/47.jp2,image,priestlake322.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake322.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake322_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake322_th.jpg,""
priestlake8,Man walking up a dock,"Man walking up a dock at the Coolin Marina in Coolin, Idaho. Donated by Harriet (Klein) Allen through Priest Lake Museum.",1920,y,,boats;docks;lakes (bodies of water),48.480143,-116.849843,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-39,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/8,8,106.jp2,/priestlake/image/106.jp2,image,priestlake8.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake8.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake8_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake8_th.jpg,""
priestlake308,Margaret Calfee Randall,Margaret Calfee Randall with a doll buggy going up a hill. Donated by Margaret Randall through Priest Lake Museum.,1939,y,,children;young girl;buggy;outdoors,48.477655,-116.85155,Margaret Randall through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-08-05,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/308,308,377.jp2,/priestlake/image/377.jp2,image,priestlake308.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake308.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake308_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake308_th.jpg,""
priestlake138,"Marsten Sawmill. Coolin Bay, Idaho","Exterior view of the Marsten Sawmill in Coolin Bay, Idaho. Donated by Marjorie Paul Roberts via Priest Lake Museum.",1935,y,,sawmills;winter;lumber,48.477598,-116.851412,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-34,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/138,138,223.jp2,/priestlake/image/223.jp2,image,priestlake138.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake138.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake138_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake138_th.jpg,""
priestlake309,Mary Hodge,Portrait of Mary Hodge. Donated by Margaret Randall through Priest Lake Museum.,1959,y,,portraits;women;people,48.477612,-116.85121,Margaret Randall through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-08-06,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/309,309,378.jp2,/priestlake/image/378.jp2,image,priestlake309.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake309.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake309_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake309_th.jpg,""
priestlake20,Mary Lemley,Mary Lemley standing outside a building in the winter. Donated by Harriet (Klein) Allen via Priest Lake Museum.,1936,y,,woman;winter;snow;outdoors,48.492944,-116.895644,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-50,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/20,20,117.jp2,/priestlake/image/117.jp2,image,priestlake20.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake20.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake20_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake20_th.jpg,""
priestlake80,Maypole at Northern Hotel,"Maypole at Northern Hotel in Coolin, Idaho. Picture: Vera Paul (far-left, holding train on left), Jack Moore, Lotta Handy, Handy's granddaughter in back. Donated by Marjorie Paul Roberts via Priest Lake Museum.",1915-05-01,,,children;maypole;celebration,48.483184,-116.845973,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-11,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/80,80,171.jp2,/priestlake/image/171.jp2,image,priestlake80.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake80.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake80_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake80_th.jpg,""
priestlake221,Melvin C. Markham,Portrait of Melvin C. Markham. Donated by Russ Bishop through Priest Lake Museum.,1945,y,,people;portrait;pipe,48.480174,-116.850066,Russ Bishop through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-05-10,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/221,221,299.jp2,/priestlake/image/299.jp2,image,priestlake221.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake221.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake221_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake221_th.jpg,""
priestlake67,Men working logs into Priest River,"Men using peavies to work logs into the Priest River, Idaho. Print of Ross Hall postcard.",1940,y,,rivers;lumber (timbers);tools,48.49316,-116.890326,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-29-04,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/67,67,16.jp2,/priestlake/image/16.jp2,image,priestlake67.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake67.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake67_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake67_th.jpg,""
priestlake250,Men working on log jam,"Men working on a huge log jam. Priest River, Idaho.",1911,,,rivers;people;logs (wood),48.504031,-116.837389,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-07,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/250,250,324.jp2,/priestlake/image/324.jp2,image,priestlake250.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake250.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake250_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake250_th.jpg,""
priestlake288,Mixing solution,"Workers mixing solution near Bear Creek, Idaho. Donated by Red Gasterneau through Priest Lake Museum.",1932,y,,forest management;equipment;forests,48.636467,-116.846337,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-39,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/288,288,359.jp2,/priestlake/image/359.jp2,image,priestlake288.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake288.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake288_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake288_th.jpg,""
priestlake211,Moore's Restaurant,Four men and one dog stnading outside of Moore's Restaurant. One man is holding a violin. Donated by U of I Library through Priest Lake Museum.,1910,y,,automobiles;diners (restaurants);exteriors;violin;dogs;people,48.522595,-116.850007,U of I Library through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-10-13,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/211,211,29.jp2,/priestlake/image/29.jp2,image,priestlake211.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake211.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake211_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake211_th.jpg,""
priestlake97,Mr. and Mrs. Fish,Mr. and Mrs. Fish in front of a cabin. Donated by Stan McClung through Priest Lake Museum.,1892,y,,families;cabins (houses);homestead,48.570014,-116.916904,Stan McClung through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-21-08,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/97,97,187.jp2,/priestlake/image/187.jp2,image,priestlake97.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake97.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake97_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake97_th.jpg,""
priestlake25,Mr. Seabury's sailboat,"Mr. Seabury, Thora Jackson and Harriet Klein sailing on Mr. Seabury's sailboat. Donated by Harriet (Klein) Allen via Priest Lake Museum.",1922,,,people;boats;lake;sailboat,48.503268,-116.856852,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-53,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/25,25,121.jp2,/priestlake/image/121.jp2,image,priestlake25.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake25.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake25_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake25_th.jpg,""
priestlake33,Mules on a barge with the Firefly launch,Mules on a barge with the Firefly launch. Donated by Ivan Painter through Priest Lake Museum.,1940,y,,barges;lakes (bodies of water);animals;mules,48.730217,-116.85359,Ivan Painter  through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-16-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/33,33,129.jp2,/priestlake/image/129.jp2,image,priestlake33.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake33.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake33_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake33_th.jpg,""
priestlake140,Nell Shipman and others with horse-drawn sled,"Nell Shipman and others in front of the Leonard Paul Store with a horse-drawn sled. Coolin, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1922,,,post office;horse-drawn sled;horses,48.479611,-116.849411,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-35,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,7 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/140,140,225.jp2,/priestlake/image/225.jp2,image,priestlake140.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake140.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake140_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake140_th.jpg,""
