file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,idaho_county,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,rightsstatement,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
,CCC Man and Bulldozer,Hemphill,A CCC man drives a bulldozer in a logged clearing.,1934,,,,portraits; bulldozers,Iris Pitcher; Idaho Gold Fields Historical Society Pitcher Collection,,,,,photograph,,image/jpeg,IDGoldFieldsHS_PitcherCollection_020,Image;StillImage,Idaho Gold Fields Historical Society Pitcher Collection,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/936,936,937.jpg,/cccidaho/image/937.jpg,cccidaho936,image,cccidaho936.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho936.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho936_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho936_th.jpg,
,Truck Crossing a Bridge,Hemphill,A pickup truck on a snowy bridge near Green Mountain CCC Camp.,1934,,,,bridges (built works); trucks; roads; snow (precipitation); winter; forests (plant communities),Iris Pitcher; Idaho Gold Fields Historical Society Pitcher Collection,,,,,photograph,,image/jpeg,IDGoldFieldsHS_PitcherCollection_016,Image;StillImage,Idaho Gold Fields Historical Society Pitcher Collection,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/937,937,938.jpg,/cccidaho/image/938.jpg,cccidaho937,image,cccidaho937.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho937.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho937_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho937_th.jpg,
,Bulldozer Clearing a Mountain Road,Hemphill,A CCC man sits in the driver's seat of a bulldozer in front of a building and hill.,1934,,,,portraits; bulldozers,Iris Pitcher; Idaho Gold Fields Historical Society Pitcher Collection,,,,,photograph,,image/jpeg,IDGoldFieldsHS_PitcherCollection_023,Image;StillImage,Idaho Gold Fields Historical Society Pitcher Collection,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/938,938,939.jpg,/cccidaho/image/939.jpg,cccidaho938,image,cccidaho938.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho938.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho938_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho938_th.jpg,
,Road and Hill,Pollauf,Blurry photo of a road through the hills. Writing under the photo reads: 'Lewiston Hill',1938,y,SCS-1,C-1503,hills; roads,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_025c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/939,939,1000.jpg,/cccidaho/image/1000.jpg,cccidaho939,image,cccidaho939.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho939.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho939_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho939_th.jpg,
,Marge the Bear,Pollauf,"Black bear named Marge, the camp mascot, on a chain. Writing on the photo reads: ''MARGE' CCC - Camp Moscow, Idaho'.",1938,y,SCS-1,C-1503,wildlife,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_026,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/940,940,1001.jpg,/cccidaho/image/1001.jpg,cccidaho940,image,cccidaho940.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho940.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho940_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho940_th.jpg,
,CCC Men,Pollauf,"Two CCC men pose in front of a barrack at the CCC camp in Moscow, Idaho. Behind them another CCC man is carrying a bed through the doorway of the barrack. Writing on the photo reads: 'Bob Clark' over the man on the left. Writing above the photo reads: '2 sleepy people (night guards)'.",1938,y,SCS-1,C-1503,group portraits; cots; buildings (structures); barracks,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_023a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/941,941,1002.jpg,/cccidaho/image/1002.jpg,cccidaho941,image,cccidaho941.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho941.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho941_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho941_th.jpg,
,CCC Men,Pollauf,"Three CCC men standing in front of a official-looking building. Writing on the photo reads: ' John' and 'Duck'. Writing under the photo reads: 'Moscow, ID'.",1938,y,SCS-1,C-1503,group portraits; buildings (structures),Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_027a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/942,942,1003.jpg,/cccidaho/image/1003.jpg,cccidaho942,image,cccidaho942.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho942.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho942_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho942_th.jpg,
,CCC Men and Automobile,Pollauf,Three CCC Men sitting on a bumper of a car in their swim trunks. Writing that labels an arrow under the photo pointing to the man on the left reads: 'John'.,1938,y,SCS-1,C-1503,group portraits; trunks (costume); automobiles,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_027b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/943,943,1004.jpg,/cccidaho/image/1004.jpg,cccidaho943,image,cccidaho943.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho943.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho943_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho943_th.jpg,
,CCC Man and Automobile,Pollauf,A CCC man leans on a car and appears to be smoking a cigarette. Writing on the photo reads: 'Robert F Buekler 435 N. Miami Ave. Sidney Ohio. U.S.A.',1938,y,SCS-1,C-1503,portraits; automobiles; smoking (activity),Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_027c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/944,944,1005.jpg,/cccidaho/image/1005.jpg,cccidaho944,image,cccidaho944.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho944.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho944_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho944_th.jpg,
,"CCC Men, Automobile, and House",Pollauf,"Two CCC men standing in front of a automobile and a house, surrounded by a snow-covered lawn. There are also a few trees in the yard.",1938,y,SCS-1,C-1503,group portraits; automobiles; buildings (structures),Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_028a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/945,945,1006.jpg,/cccidaho/image/1006.jpg,cccidaho945,image,cccidaho945.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho945.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho945_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho945_th.jpg,
,CCC Clerk,Pollauf,"A CCC man sits at a desk with a typewriter. Behind him are filing cabinets, a locked safe, and a chalkboard filled with writing. In the foreground is another desk with what appears to be a pencil sharpener.",1938,y,SCS-1,C-1503,portraits; filing cabinets; safes (storage containers); typewriters,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_028b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/946,946,1007.jpg,/cccidaho/image/1007.jpg,cccidaho946,image,cccidaho946.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho946.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho946_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho946_th.jpg,
,Three CCC Men,Pollauf,"Three CCC men posing in the CCC camp in Moscow, Idaho. The two men on the left are wearing chefs hat and aprons. The men are standing in front of a pile of firewood and a building.",1938,y,SCS-1,C-1503,group portraits; firewood; buildings (structures); cooks,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_028c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/947,947,1008.jpg,/cccidaho/image/1008.jpg,cccidaho947,image,cccidaho947.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho947.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho947_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho947_th.jpg,
,View of Town,Pollauf,A snow covered view of a town.,1938,y,SCS-1,C-1503,towns,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_028d,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/948,948,1009.jpg,/cccidaho/image/1009.jpg,cccidaho948,image,cccidaho948.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho948.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho948_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho948_th.jpg,
,CCC Men,Pollauf,"Several CCC men lounging on the lawn in front of a CCC building. Writing under the photo reads: 'Lewiston, Idaho'.",1938,y,SCS-1,C-1503,group portraits; buildings (structures),Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_029a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/949,949,1010.jpg,/cccidaho/image/1010.jpg,cccidaho949,image,cccidaho949.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho949.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho949_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho949_th.jpg,
,View of Town,Pollauf,"View of town across the road. Two pedestrians stand across the road. Writing under the photo reads: 'Lewiston, Idaho'.",1938,y,SCS-1,C-1503,towns; roads,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_029d,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/950,950,1011.jpg,/cccidaho/image/1011.jpg,cccidaho950,image,cccidaho950.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho950.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho950_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho950_th.jpg,
,CCC Men,Pollauf,Four CCC men posing on a path in front of a couple buildings in a CCC camp. The two men on the ends are wearing cook's aprons. Writing under the photo reads: 'camp'.,1938,y,SCS-1,C-1503,group portraits; footpaths; buildings (structures); cooks,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_029b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/951,951,1012.jpg,/cccidaho/image/1012.jpg,cccidaho951,image,cccidaho951.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho951.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho951_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho951_th.jpg,
,Ocean Freighter,Pollauf,An ocean freighter at the dock in Puget Sound. Three small rowboats surround the freighter. The writing on the side of the ship reads: '[Mustise Lite]' and 'L[ea]st Merchant'. Writing under the photo reads: 'Ocean Freighter in Puget Sound. Wash. 1938'.,1938,y,SCS-1,C-1503,cargo vessels; sounds (bodies of water); pulling boats; piers (marine landings),Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_030a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/952,952,1013.jpg,/cccidaho/image/1013.jpg,cccidaho952,image,cccidaho952.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho952.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho952_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho952_th.jpg,
,Aerial View of Seattle,Pollauf,View of Seattle from above. Writing under the photo reads: 'Seattle Washington'.,1938,y,SCS-1,C-1503,aerial views; cities,Joan Pollauf,"Seattle, Washington",,47.6054,-122.3323,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_030b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/953,953,1014.jpg,/cccidaho/image/1014.jpg,cccidaho953,image,cccidaho953.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho953.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho953_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho953_th.jpg,
,Mountains,Pollauf,A blurry photo of the Cascade mountains. Writing under the photo reads: 'Cascade Mt'.,1938,y,SCS-1,C-1503,mountains; snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_031a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/954,954,1015.jpg,/cccidaho/image/1015.jpg,cccidaho954,image,cccidaho954.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho954.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho954_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho954_th.jpg,
,Town Street,Pollauf,View down a town street with hills in the background. Several parked cars line the road and a pedestrian crosses the street in the distance. Writing under the photo reads: 'Seattle Wash.',1938,y,SCS-1,C-1503,roads; towns; automobiles,Joan Pollauf,"Seattle, Washington",,47.6054,-122.3323,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_031b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/955,955,1016.jpg,/cccidaho/image/1016.jpg,cccidaho955,image,cccidaho955.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho955.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho955_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho955_th.jpg,
,Snowy Road,Pollauf,A road curves in the distance of a snowy and hilly landscape. Writing under the photo reads: 'Cascade Mt'.,1938,y,SCS-1,C-1503,roads; hills; snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_031c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/956,956,1017.jpg,/cccidaho/image/1017.jpg,cccidaho956,image,cccidaho956.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho956.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho956_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho956_th.jpg,
,Aerial View of Seattle,Pollauf,A blurry aerial photo of Seattle from above. Writing under the photo reads: 'Seattle Wash.',1938,y,SCS-1,C-1503,aerial views; cities,Joan Pollauf,"Seattle, Washington",,47.6054,-122.3323,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_031d,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/957,957,1018.jpg,/cccidaho/image/1018.jpg,cccidaho957,image,cccidaho957.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho957.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho957_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho957_th.jpg,
,Mountains,Pollauf,Photo of a large rock face in the Cascade Mountains. Writing under the photo reads: 'Cascade Mt'.,1938,y,SCS-1,C-1503,mountains; snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_032a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/958,958,1019.jpg,/cccidaho/image/1019.jpg,cccidaho958,image,cccidaho958.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho958.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho958_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho958_th.jpg,
,CCC Men,Pollauf,"Five CCC men posing on a path in front of a building in a CCC camp in Moscow, Idaho. The two men kneeling on the path are wearing aprons. Writing under the photo reads: 'camp'.",1938,y,SCS-1,C-1503,group portraits; footpaths; buildings (structures); cooks,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_029c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/959,959,1020.jpg,/cccidaho/image/1020.jpg,cccidaho959,image,cccidaho959.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho959.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho959_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho959_th.jpg,
,Mountains and Houses,Pollauf,Photo of the mountains behind a row of houses. Writing under the photo reads: 'Cascade Mt'.,1938,y,SCS-1,C-1503,houses; mountains,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_032b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/960,960,1021.jpg,/cccidaho/image/1021.jpg,cccidaho960,image,cccidaho960.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho960.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho960_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho960_th.jpg,
,Firewood and Mountains,Pollauf,Piles of firewood in a snowy field with a forested mountain in the background. Writing under the photo reads: 'Cascade Mt'.,1938,y,SCS-1,C-1503,firewood; fields (land); snow (precipitation); winter; mountains,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_032c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/961,961,1022.jpg,/cccidaho/image/1022.jpg,cccidaho961,image,cccidaho961.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho961.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho961_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho961_th.jpg,
,Aerial View of Seattle,Pollauf,View of a Seattle from above. Writing under the photo reads: 'Seattle Wash.',1938,y,SCS-1,C-1503,aerial views; cities,Joan Pollauf,"Seattle, Washington",,47.6054,-122.3323,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_032d,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/962,962,1023.jpg,/cccidaho/image/1023.jpg,cccidaho962,image,cccidaho962.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho962.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho962_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho962_th.jpg,
