title,creator,description,archival_date,date,date approximate,subject,source,finding_aid,publisher,book relationship,identifier,object_location,image_small,image_thumb,format original,format,type,display_template,rights,rightsstatement,language,date digital,location,state,county,city,geonames,latitude,longitude,date created,date modified,contentdm file path,objectid
Grant Lumber Company Lumberyard,,"View of employees working at the lumber yard at Grant Lumber Company, St. Maries, Idaho (misidentified as C.W. Russell Sawmill in White Pine King of Many Waters). From Souvenir of St. Maries by Straffin and Day (1911).",1892,1892,,lumberyard (stores); blue collar workers; draft horses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 20. Also film printing negative,69_2_B-71,https://objects.lib.uidaho.edu/whitepine/69_2_B-71.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-71_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-71_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Saint Maries, Benewah County, ID",Idaho,Benewah County,Saint Maries,http://www.geonames.org/5606232/saint-maries.html,47.3144,-116.563,2016-08-12,2018-05-01,/whitepine/image/205.jp2,whitepine118
Ohio Match Company Sawmill [02],"Swan, K.D.","Ohio Match Company sawmill located in Huetter, Idaho. Credit to the U.S.D.A. Forest Service.",1928,1928,,ponds (water); sawmills; lumberyard (stores);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 60,69_2_B-73,https://objects.lib.uidaho.edu/whitepine/69_2_B-73.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-73_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-73_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Huetter, Kootenai County, ID",Idaho,Kootenai County,Huetter,http://www.geonames.org/5596312/huetter.html,47.7033,-116.8503,2016-08-12,2018-05-01,/whitepine/image/206.jp2,whitepine119
Athol Lumber Company,,"A picture of Athol Lumber Company mill located in Athol, Idaho. From a postcard.",1911,1911,Yes,sawmills; lumberyard (stores);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-74,https://objects.lib.uidaho.edu/whitepine/69_2_I-74.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-74_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-74_th.jpg,black and white film copy negative,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Athol, Kootenai County, ID",Idaho,Kootenai County,Athol,http://www.geonames.org/5584330/athol.html,47.948,-116.7072,2016-08-12,2018-05-01,/whitepine/image/207.jp2,whitepine120
Idaho Lumber and Manufacturing Company Sawmill,,"A view of Idaho Lumber and Manufacturing Company sawmill located in Post Falls, Idaho. Courtesy Curtis Whitaker, Post Falls, Idaho.",1900,1900,Yes,ponds (water); sawmills;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 74. Also print,69_2_B-72,https://objects.lib.uidaho.edu/whitepine/69_2_B-72.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-72_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-72_th.jpg,black and white film copy negative,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Post Falls, Kootenai County, ID",Idaho,Kootenai County,Post Falls,http://www.geonames.org/5604353/post-falls.html,47.7174,-116.951,2016-08-12,2018-05-01,/whitepine/image/208.jp2,whitepine121
Cameron Lumber Company Sawmill,,"Employees walking at Cameron Lumber Company plant in Harrison, Idaho. Courtesy Bert Russell, Harrison, Idaho.",1901,1901,,ponds (water); sawmills; lumberyard (stores); railroad (infrastructure); freight cars;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 72,69_2_B-75,https://objects.lib.uidaho.edu/whitepine/69_2_B-75.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-75_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-75_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Harrison, Kootenai County, ID",Idaho,Kootenai County,Harrison,http://www.geonames.org/5595198/harrison.html,47.4544,-116.784,2016-08-12,2018-05-01,/whitepine/image/209.jp2,whitepine122
Loaded Logging Truck [01],"Swan, K.D.",Truck loaded with logs in the Kaniksu National Forest. Taken in August. U.S. Forest Service photo.,1957,1957,,trucks; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-67,https://objects.lib.uidaho.edu/whitepine/69_2_I-67.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-67_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-67_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Fall Creek, Bonner County, ID",Idaho,Bonner County,Fall Creek,http://www.geonames.org/5592730/fall-creek.html,48.3392,-116.1665,2016-08-12,2018-05-01,/whitepine/image/21.jp2,whitepine123
"Rutledge Unit, Potlatch Forests Incorporated","Strong, Clarence C.","Rutledge Unit of Potlatch Forests, Incorporated, Coeur d'Alene, Idaho.",1968,1968,,sawmills; lumberyard (stores); expressway;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-77,https://objects.lib.uidaho.edu/whitepine/69_2_I-77.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-77_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-77_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,/whitepine/image/210.jp2,whitepine124
St. Maries Lumber Company Sawmill,"Elder, Paul M.","St. Maries Lumber Company sawmill. Current owner at this time was Lawrence Pugh though previous owners are also listed on the back of the photo: Mike Bogle, W.W. Kroll -1913 (son Charles), Fred Herrick -1920, and G.A. Rogers. Courtesy Paul M. Elder.",1952,1952,,sawmills; log (wood); rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 69,69_2_B-78,https://objects.lib.uidaho.edu/whitepine/69_2_B-78.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-78_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-78_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Saint Maries, Benewah County, ID",Idaho,Benewah County,Saint Maries,http://www.geonames.org/5606232/saint-maries.html,47.3143,-116.5617,2016-08-12,2018-05-01,/whitepine/image/211.jp2,whitepine125
Boarding House and Sawmill,,"Charles W. Russell boarding house & sawmill located at Harrison, Idaho (misidentified as Grant Lumber Company Lumberyard in White Pine King of Many Waters). Courtesy of Bert Russell (grandson), Harrison, Idaho.",1900,1900,,ponds (water); sawmills; lumberyard (stores); railroad (infrastructure); boardinghouses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 18,69_2_B-76,https://objects.lib.uidaho.edu/whitepine/69_2_B-76.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-76_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-76_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Harrison, Kootenai County, ID",Idaho,Kootenai County,Harrison,http://www.geonames.org/5595198/harrison.html,47.4544,-116.784,2016-08-12,2018-05-01,/whitepine/image/212.jp2,whitepine126
B.R. Lewis Lumber Company Sawmill [02],"Elder, Paul M.","A picture of  B.R. Lewis Lumber Company located in Coeur d'Alene, Idaho.",1908,1908,,sawmills; log (wood); rivers; lumberyard (stores);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-79,https://objects.lib.uidaho.edu/whitepine/69_2_I-79.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-79_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-79_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,/whitepine/image/213.jp2,whitepine127
B.R. Lewis Lumber Company Photo Collage,"Elder, Paul M.",A collage of pictures showing logging operations at B.R. Lewis Lumber Company.,1908,1908,,composite views; photographs; sawmills; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-80,https://objects.lib.uidaho.edu/whitepine/69_2_I-80.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-80_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-80_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,/whitepine/image/214.jp2,whitepine128
B.R. Lewis Lumber Company Sawmill [01],"Elder, Paul M.","A picture of B.R. Lewis Lumber Company sawmill located in Coeur d'Alene, Idaho.",1908,1908,,sawmills; log (wood); rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 63,69_2_B-81,https://objects.lib.uidaho.edu/whitepine/69_2_B-81.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-81_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-81_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,/whitepine/image/215.jp2,whitepine129
Ohio Match Company Sawmill [01],"Elder, Paul M.","Ohio Match Company sawmill located in Huetter, Idaho. The Ohio Match Company is now known as Diamond International.",1946,1946,,sawmills; log (wood); rivers; lumberyard (stores); incinerators;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-82,https://objects.lib.uidaho.edu/whitepine/69_2_I-82.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-82_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-82_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Huetter, Kootenai County, ID",Idaho,Kootenai County,Huetter,http://www.geonames.org/5596312/huetter.html,47.7035,-116.8505,2016-08-12,2018-05-01,/whitepine/image/216.jp2,whitepine130
Coeur d'Alene Lumber Company Sawmill [02],"Elder, Paul M.",Employees standing around at the Coeur d'Alene Lumber Company sawmill.,1909,1909,,lumberyard (stores); group portraits; blue collar workers;  draft horses; railroad (infrastructure); flatcars;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-83,https://objects.lib.uidaho.edu/whitepine/69_2_I-83.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-83_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-83_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,/whitepine/image/217.jp2,whitepine131
Coeur d'Alene Lumber Company Sawmill [01],,A picture of the Coeur d'Alene Lumber Company sawmill.,1905,1905,,sawmills; lumberyard (stores); incinerators;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-84,https://objects.lib.uidaho.edu/whitepine/69_2_I-84.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-84_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-84_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,/whitepine/image/218.jp2,whitepine132
Post Falls Lumber Company Sawmill,"Elder, Paul M.","Post Falls Lumber Company sawmill located in Post Falls, Idaho.",1946,1946,,sawmills; dams (hydraulic structures); cascades (water features);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 76,69_2_B-85,https://objects.lib.uidaho.edu/whitepine/69_2_B-85.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-85_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-85_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Post Falls, Kootenai County, ID",Idaho,Kootenai County,Post Falls,http://www.geonames.org/5604353/post-falls.html,47.7181,-116.9509,2016-08-12,2018-05-01,/whitepine/image/219.jp2,whitepine133
Trailing by Steam Donkey,,A steam donkey trailing logs in a chute. Logging fire damaged timber in St. Joe-Big Creek area on a Fred Herrick operation. Courtesy of the St. Maries Gazette-Record.,1913,1913,,chutes; log (wood); steam turbines;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 39,69_2_B-68,https://objects.lib.uidaho.edu/whitepine/69_2_B-68.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-68_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-68_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"East Fork Big Creek, Latah County, ID",Idaho,Latah County,East Fork Big Creek,http://www.geonames.org/5591912/east-fork-big-creek.html,46.9906,-116.7001,2016-08-12,2018-05-01,/whitepine/image/22.jp2,whitepine134
Frederick Post Water-Powered Sawmill,,"Pictured is the Frederick Post's first water-powered sawmill and employees, Post Falls, Idaho. Courtesy Paul M. Elder.",1890,1890,,sawmills; dams (hydraulic structures); cascades (water features); group portraits; blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 14,69_2_B-86,https://objects.lib.uidaho.edu/whitepine/69_2_B-86.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-86_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-86_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Post Falls, Kootenai County, ID",Idaho,Kootenai County,Post Falls,http://www.geonames.org/5604353/post-falls.html,47.7181,-116.9509,2016-08-12,2018-05-01,/whitepine/image/220.jp2,whitepine135
A. W. Post Sawmill and Log Pond,,"A.W. Post mill and log pond, Rathdrum, Idaho. Group portrait of people standing on the edge of the log pond, sawmill in background. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.",1890,1890,,group portraits; ponds (water); log (wood); draft horses; sawmills;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-87,https://objects.lib.uidaho.edu/whitepine/69_2_I-87.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-87_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-87_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rathdrum, Kootenai County, ID",Idaho,Kootenai County,Rathdrum,http://www.geonames.org/5553955/rathdrum.html,47.8124,-116.8956,2016-08-12,2018-05-01,/whitepine/image/221.jp2,whitepine136
A. W. Post and Crew [02],,"A.W. Post and crew stand  in the Company yard and sawmill, Rathdrum, Idaho. A.W. Post is in the back 3rd from left. John W. Post is in the front 4th from left. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.",1890,1890,,lumberyard (stores); blue collar workers; group portraits;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 15,69_2_B-88,https://objects.lib.uidaho.edu/whitepine/69_2_B-88.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-88_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-88_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rathdrum, Kootenai County, ID",Idaho,Kootenai County,Rathdrum,http://www.geonames.org/5553955/rathdrum.html,47.8124,-116.8956,2016-08-12,2018-05-01,/whitepine/image/222.jp2,whitepine137
A. W. Post and Crew [01],,"A.W. Post and crew stand in the interior of the sawmill, Rathdrum, Idaho. A.W. Post is in the back 4th from left and John W. Post is in the front first on the left. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.",1890,1890,,sawmill; blue collar workers; group portraits;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-89,https://objects.lib.uidaho.edu/whitepine/69_2_I-89.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-89_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-89_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rathdrum, Kootenai County, ID",Idaho,Kootenai County,Rathdrum,http://www.geonames.org/5553955/rathdrum.html,47.8124,-116.8956,2016-08-12,2018-05-01,/whitepine/image/223.jp2,whitepine138
Winton Lumber Company Flume [04],Western Ways Incorporated,"Aerial view of PFI's (Potlatch Forests Incorporated) Rutledge Unit yard, Coeur d'Alene, Idaho. Credit to Western Ways Incorporated. Roof of largest building reads: 'Coeur D'Alene'. Side of connected building reads: 'Safety everywhere all the time'. Courtesy of the Rutledge Unit.",1966-06-30,1966-06-30,,lumberyard (stores); log (wood); sawmills; lakes (bodies of water); expressways; railroad (infrastructure); aerial photographs; aerial views;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 66,69_2_B-90,https://objects.lib.uidaho.edu/whitepine/69_2_B-90.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-90_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-90_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,/whitepine/image/224.jp2,whitepine139
