objectid,filename,title,creator,date,archival_date,description,image_alt_text,subject,source,identifier,relation,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
kibbiedome158,pg55_2_44-374.jpg,Women riding horses on the Kibbie Dome track,University of Idaho Publications Department,1976,1976,Women riding horses on the Kibbie Dome track,Black and white photograph of two women riding horses along an indoor running track. In the background are people sitting in stadium stands.,horseback riding; stadiums; spectators (event observers),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-374,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-374.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-374_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-374_th.jpg
kibbiedome159,pg55_2_44-379.jpg,University President Ernest Hartung and others holding Kibbie Dome award,University of Idaho Publications Department,1976,1976,"University President Ernest Hartung and others holding a plaque honoring the Kibbie Dome. Plaque reads: ""The Outstanding Structural Engineering Achievement Barrel Arch Roof of the University of Idaho Activity Center Awarded in the 1976 National Competition by the American Society of Civil Engineers""","Black and white photograph of four men standing in an office. One of them holds a plaque that reads ""The Outstanding Structural Engineering Achievement Barrel Arch Roof of the University of Idaho Activity Center Awarded in the 1976 National Competition by the American Society of Civil Engineers""",awards; architecture (discipline); stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-379,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-379.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-379_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-379_th.jpg
kibbiedome160,pg55_2_44-384.jpg,Speaker at a 1976 football game,University of Idaho Publications Department,1976,1976,President Ernest Hartung (third from right) and others at a 1976 football game. The plaque honors the Kibbie Dome construction.,"Black and white photograph of several people standing on a football field, one of whom is speaking into a microphone. Another holds a plaque.",awards; architecture (discipline); stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-384,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-384.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-384_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-384_th.jpg
kibbiedome161,pg55_2_44-389.jpg,Cheerleaders on the sidelines,University of Idaho Publications Department,1976,1976,Cheerleaders on the sidelines of a 1976 football game,"Black and white photograph of young women standing on an indoor track, interacting with spectators in stands.",stadiums; sports; spectators (event observers),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-389,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-389.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-389_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-389_th.jpg
kibbiedome162,pg55_2_44-407.jpg,American Continental Circus elephants performing,University of Idaho Publications Department,1977,1977,American Continental Circus elephants performing in the Kibbie Dome.,Black and white photograph of two elephants performing inside of a circus ring. In the background are people sitting in stands.,circuses (performances); elephants (animals); stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-407,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-407.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-407_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-407_th.jpg
kibbiedome163,pg55_2_44-416.jpg,American Continental Circus elephants,University of Idaho Publications Department,1977,1977,American Continental Circus elephants walk through the Kibbie Dome.,"Black and white photograph of two elephants walking through an empty stadium, one holding the other's tail with its trunk.",circuses (performances); elephants (animals); stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-416,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-416.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-416_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-416_th.jpg
kibbiedome164,pg55_2_44-438.jpg,American Continental Circus performer [1],University of Idaho Publications Department,1977,1977,American Continental Circus performer climbing a pole in the Kibbie Dome.,Black and white photograph of a person climbing a tall pole held by another person. In the foreground is a person leading some small animal on a leash. In the background are people sitting in stands.,circuses (performances); spectators (event observers),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-438,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-438.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-438_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-438_th.jpg
kibbiedome165,pg55_2_44-450.jpg,American Continental Circus elephants outside the Kibbie Dome,University of Idaho Publications Department,1977,1977,American Continental Circus elephants eating hay outside the Kibbie Dome.,Black and white photograph of several elephants eating hay outside near a building with an arched roof. On the left is a truck with several license plates.,circuses (performances); elephants (animals); stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-450,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-450.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-450_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-450_th.jpg
kibbiedome166,pg55_2_44-496.jpg,American Continental Circus performer [2],University of Idaho Publications Department,1977,1977,American Continental Circus performer swinging by her hair during a performance in the Kibbie Dome.,"Black and white photograph of a woman swinging by a cable attached to her hair, a tea set on a tray in her lap. In the background are people sitting in stands.",circuses (performances); spectators (event observers),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-496,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-496.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-496_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-496_th.jpg
kibbiedome167,pg55_2_44-503.jpg,American Continental Circus clown,University of Idaho Publications Department,1977,1977,American Continental Circus clown in the Kibbie Dome.,Black and white photograph of a person dressed as a clown sitting on the side of a circus ring.,circuses (performances); clowns,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-503,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-503.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-503_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-503_th.jpg
kibbiedome168,pg55_2_44-514.jpg,Children watching the American Continental Circus,University of Idaho Publications Department,1977,1977,Children watch a performance by the American Continental Circus in the Kibbie Dome.,Black and white photograph of four children sitting in the front row of stadium stands and eating cotton candy.,circuses (performances); spectators (event observers),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-514,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-514.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-514_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-514_th.jpg
kibbiedome169,pg55_2_44-555.jpg,William H. Kibbie and President Ernest Hartung in the Kibbie Dome,University of Idaho Publications Department,1977,1977,William H. Kibbie and President Ernest Hartung walking the track of the Kibbie Dome; trucks and campers parked on the field in the background,"Black and white photograph of two men standing on an indoor track in an enclosed stadium. In the background is a truck, campers, and people milling around.",stadiums; recreational vehicles; automobiles,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-555,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-555.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-555_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-555_th.jpg
kibbiedome170,pg55_2_44-570.jpg,Ticket booth mockup,University of Idaho Publications Department,1975,1971-1975,Kibbie Dome ticket booth mockup.,Black and white photograph of a miniature mockup of a ticket booth surrounded by abstract human-shaped cutouts.,ticket offices; mock-ups; kiosks,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-570,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-570.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-570_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-570_th.jpg
kibbiedome171,pg55_2_44-579.jpg,Graphic mockups,University of Idaho Publications Department,1975,1971-1975,"Graphic mockup for the Kibbie Dome press box, basketball jump circle, and basketball floor graphic",Black and white depiction of art and signage for a basketball court.,mock-ups; signage; basketball,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-579,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-579.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-579_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-579_th.jpg
kibbiedome172,pg55_2_44-581.jpg,Signage graphic mockups,University of Idaho Publications Department,1975,1971-1975,Kibbie Dome signage graphic mockups for entries and men's and women's facilities.,"Black and white depiction of art and signage for a sports stadium. Images are labeled ""KIBBIE/ASUI ACTIVITIES CENTER"" for ""Southeast Entry"", a series of basketball images for ""Southwest Entry"", a woman symbol and arrow for ""Women's Typical"", a basketball player and another person for ""Men's Typical"", a series of footballs for ""Northeast Entry"", and a series of balls and racquets for ""Northwest Entry"".",signage; mock-ups; sports,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-581,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-581.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-581_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-581_th.jpg
kibbiedome173,pg55_2_44-592.jpg,Camera operators in the Kibbie Dome press box,University of Idaho Publications Department,1975,1975-11-01,Camera operators in the Kibbie Dome press box,Black and white photograph of two people standing beside film cameras. In the background is an enclosed football stadium.,video cameras; stadiums; sports; football fields,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-592,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-592.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-592_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-592_th.jpg
kibbiedome174,pg55_2_44-597.jpg,Bob Hope onstage in the Kibbie Dome [1],University of Idaho Publications Department,1978,1978,Bob Hope onstage in the Kibbie Dome,"Black and white photograph of a man in a suit, bathed in light. In the background is a scoreboard.",comedy (general genre); stadiums; performances (creative events),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-597,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-597.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-597_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-597_th.jpg
kibbiedome175,pg55_2_44-626.jpg,Photographers and audience at the Bob Hope show,University of Idaho Publications Department,1978,1978,Photographers and audience at the Bob Hope show in the Kibbie Dome,Black and white photograph of spectators sitting on folding chairs and in stadium stands.,comedy (general genre); stadiums; performances (creative events),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-626,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-626.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-626_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-626_th.jpg
kibbiedome176,pg55_2_44-634.jpg,Audience at the Bob Hope show in the Kibbie Dome,University of Idaho Publications Department,1978,1978,Audience at the Bob Hope show in the Kibbie Dome,Black and white photograph of two men laughing while sitting in an audience. Behind them are more people sitting in stadium stands.,comedy (general genre); stadiums; performances (creative events),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-634,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-634.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-634_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-634_th.jpg
kibbiedome177,pg55_2_44-635.jpg,Bob Hope onstage in the Kibbie Dome [2],University of Idaho Publications Department,1978,1978,Bob Hope onstage in the Kibbie Dome,Black and white photograph of a man in a suit speaking into a photograph.,comedy (general genre); stadiums; performances (creative events),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-635,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-635.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-635_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-635_th.jpg
kibbiedome178,pg55_2_44-711.jpg,Jog-a-thon,University of Idaho Publications Department,1978,1978-05,Jog-a-thon participants on the Kibbie Dome track in May 1978.,Black and white photograph of a group of people in running gear on a running track in an enclosed stadium.,indoor tracks; stadiums; running (physical activity),"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-711,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-711.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-711_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-711_th.jpg
kibbiedome179,pg55_2_44-741-12.jpg,Banner with Vandal logo being installed in the Kibbie Dome [1],University of Idaho Publications Department,1978,1978,Banner with Leo Ames-designed Vandal logo being installed in the Kibbie Dome.,Black and white photograph of several banners with the names of universities hanging along the inside wall of a stadium.,banners; stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-741-12,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-741-12.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-741-12_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-741-12_th.jpg
kibbiedome180,pg55_2_44-741-8.jpg,Banner with Vandal logo being installed in the Kibbie Dome [1],University of Idaho Publications Department,1978,1978,Banner with Leo Ames-designed Vandal logo being installed in the Kibbie Dome.,"Black and white photograph of a large banner reading ""IDAHO"" and depicting stylized images of male and female heads in profile.",banners; stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_2_44-741-8,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_2_44-741-8.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_2_44-741-8_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_2_44-741-8_th.jpg
kibbiedome181,pg55_4_32-015.jpg,Marching band in the Kibbie Dome stands,University of Idaho Publication Department,1978,1975-1985,Marching band in the stands of the Kibbie Dome.,Black and white photograph of a marching band and spectators sitting or standing in stadium bleachers.,musicians; spectators (event observers); stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_4_32-015,,Image;StillImage,black and white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_4_32-015.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_4_32-015_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_4_32-015_th.jpg
kibbiedome182,pg55_4_45-001.jpg,3rd annual Vandal indoor meet [1],University of Idaho Publications Department,1978,1978,A University of Idaho participant in the 3rd Annual Vandal Indoor Meet in the Kibbie Dome.,Black and white photograph of an athlete walking along an indoor track and interacting with other people.,track and field; runners (people); indoor tracks; stadiums,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg55_4_45-001,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv137014,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg55_4_45-001.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg55_4_45-001_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg55_4_45-001_th.jpg
