objectid,parentid,title,description,introduction,creator,creators title,date,date is approximate?,section,subject,location,latitude,longitude,publisher,digital collection,source,original_url,national archive number,regional office number,identifier,rights,rightsstatement,format_original,duration,type,format,language,digitization specifications,date digital,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb,object_transcript,transcriber
sbw242,,A timeline that shows pertinent events from the first consideration of the establishment of the SBW (1935) to the documents present (late 1958).,This is an outline-style document that lists a number of significant events (taking place from 1935 to 1958) pertaining to the classification and definition of the Selway Bitterroot Primitive Area.,,"Slusher, Edward C.",Forester,1958-11-25,,Wilderness Pages,Wilderness classification; timeline,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Moose Creek Ranger District Historical Files,https://sbw.lib.uidaho.edu/pages.html,,Unknown,80,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/242,242,pdf,sbw242.pdf,https://objects.lib.uidaho.edu/sbw/sbw242.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw242_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw242_th.jpg,,
sbw243,,Forest Service memo that lists dude ranches and homesteads in the SBW area circa 1954.,"This outline-style list of dude ranches and homesteads in the SBW might have been compiled for a purpose other than historical curiosity, but based on the portion of the document that is available, it exists only as a tally of remaining private land in the area in 1954.",,"Brandborg, G. M.",Forest Supervisor,1954-03-09,,Wilderness Pages,Ranches; Homesteads; Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Region 1, Missoula",https://sbw.lib.uidaho.edu/pages.html,,Div. RMLHW Selway Historical Files,81,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/243,243,pdf,sbw243.pdf,https://objects.lib.uidaho.edu/sbw/sbw243.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw243_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw243_th.jpg,,
sbw244,,"An airplane photograph of the proposed Moose Creek airstrip extension, c. 1930 (?).",,,,,1936-08-05,,Wilderness Pages,Moose Creek Airstrip,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","National Archives and Records Administration, Seattle",https://sbw.lib.uidaho.edu/pages.html,,FS-0-19-59,63,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,application/pdf,eng,300 dpi TIFF original; 150 dpi JPEG for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/244,244,pdf,sbw244.pdf,https://objects.lib.uidaho.edu/sbw/sbw244.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw244_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw244_th.jpg,,
sbw245,,"Map of proposed SBW area boundaries, c. 1960.",,,,,1960,,Wilderness Pages,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",NARA SFRC,https://sbw.lib.uidaho.edu/pages.html,,BNF 095-94-0008 Box 11,85,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Map,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/245,245,pdf,sbw245.pdf,https://objects.lib.uidaho.edu/sbw/sbw245.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw245_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw245_th.jpg,,
sbw246,,"Trails Chronological Outline, a timeline running from 1897 to 1956.",This seems to be an outline-style timeline of all SBW-area trails as they were created between 1897 and 1956. The author is unclear.,,,,1956,,Wilderness Pages,timeline; trail construction,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","BNF Historical Files, Hamilton",https://sbw.lib.uidaho.edu/pages.html,,Unknown,86,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/246,246,pdf,sbw246.pdf,https://objects.lib.uidaho.edu/sbw/sbw246.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw246_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw246_th.jpg,,
sbw247,,A memo containing photos of Ranger Edward Robinett clearing parts of the Selway Trail using the Trail Beetle in 1956.,"The purpose of this memo only seems to be to showcase the efficacy of the Trail Beetle, a tractor of sorts used by the Forest Service to clear trail. There is little text; apparently the photographs are meant to speak for themselves.",,"Cochrell, A. N.",Forest Supervisor,1956-07-03,,Wilderness Pages,trail construction,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",NARA Seattle,https://sbw.lib.uidaho.edu/pages.html,,RG 95 R1 Div of Engr Files,87,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/247,247,pdf,sbw247.pdf,https://objects.lib.uidaho.edu/sbw/sbw247.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw247_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw247_th.jpg,,
sbw248,,"A news story from the Spokesman-Review describing Gulikes later death on the Salmon River, of drowning.","Gulike seems to have been a well-known river captain, and this obituary fills in some official details of the man's life. Taken with Document 88, this document gives a satisfying portrait of the man and the practice of running the river which seems to have made him famous in the SBW area.",,"Barrette, Keith",,1914,,Wilderness Pages,deaths; Gulike,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Spokesman-Review,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Spokesman-Review,https://sbw.lib.uidaho.edu/pages.html,,Unknown,89,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Articles,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/248,248,pdf,sbw248.pdf,https://objects.lib.uidaho.edu/sbw/sbw248.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw248_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw248_th.jpg,,
sbw249,,"Newspaper clipping entitled New Wilderness, from the Spokesman-Review, c. 1963.",This is an article celebrating the creation of the SBW. It is brief on text  which summarizes the history of the area and explains what the new designation of the land means  but it also contains a number of interesting black-and-white photos of points of interest in the wilderness.,,USFS Press Release,,1963-02-03,,Wilderness Pages,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Spokesman-Review,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Spokesman-Review,https://sbw.lib.uidaho.edu/pages.html,,Unknown,82,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Articles,,Image;StillImage; Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/249,249,pdf,sbw249.pdf,https://objects.lib.uidaho.edu/sbw/sbw249.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw249_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw249_th.jpg,,
sbw250,,Gifford-Pinchot letter to parents.,"Interestingly, this letter from Pinchot describes a last-minute change of plans that has him traveling to the Bitterroot Mountains instead of taking a trip to Alaska with John Muir.",,"Pinchot, Gifford",,1896-07-23,,Wilderness Pages,Gifford Pinchot,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Library of Congress: Gifford Pinchot Papers,https://sbw.lib.uidaho.edu/pages.html,,Box 578,90,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/250,250,pdf,sbw250.pdf,https://objects.lib.uidaho.edu/sbw/sbw250.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw250_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw250_th.jpg,,
sbw251,,Newspaper clipping entitled Unspoiled Area Near Missoula Must Be Preserved as Wilderness,"This editorial article from The Missoulian c. 1968, published soon after the SBW's reclassification, is one of the earlier marked documents dealing with the Magruder Corridor controversy. Written by Don Aldritch, Vice President of the Montana Wildlife Federation, it takes the conservationist viewpoint in arguing that readers must speak out on behalf of the Upper Selway, lest the suddenly undesignated area be destroyed by logging interests.",,"Aldrich, Don",,1968,,Wilderness Pages,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Missoulian,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoulian,https://sbw.lib.uidaho.edu/pages.html,,Unknown,83,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Articles,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/251,251,pdf,sbw251.pdf,https://objects.lib.uidaho.edu/sbw/sbw251.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw251_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw251_th.jpg,,
sbw252,,"Forest Services Selway-Bitterroot Wilderness Proposal, written in 1960.","This document is a draft/summary of the Forest Service's actual proposal to have the SBW created. It doesn't appear to be the entire proposal, but among a number of early drafts and snippets available in Dennis's files, this version is the most complete and coherent when it comes to showing what the actual proposal might have looked like.",,,,1960,,Wilderness Pages,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoula Public Library,https://sbw.lib.uidaho.edu/pages.html,,Unknown,84,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Essay,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/252,252,pdf,sbw252.pdf,https://objects.lib.uidaho.edu/sbw/sbw252.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw252_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw252_th.jpg,,
sbw257,,Dog Creek Pack Bridge 2005,Dog Creek Pack Bridge 2005,,Ray Kimball,,2005-09-02,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.07945107,-114.8759587,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,DogCreekPackBridge2005,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/257,257,image,sbw257.jpg,https://objects.lib.uidaho.edu/sbw/sbw257.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw257_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw257_th.jpg,,
sbw258,,Freeman place 2012,Freeman place 2012,,Ray Kimball,,2012-06-28,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.13675141,-114.9154128,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,Freemanplace'12,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/258,258,image,sbw258.jpg,https://objects.lib.uidaho.edu/sbw/sbw258.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw258_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw258_th.jpg,,
sbw259,,Hammock at Waldo bar,Hammock at Waldo bar,,Ray Kimball,,1990,y,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),45.90564192,-114.7951514,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,HammockatWaldobar,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/259,259,image,sbw259.jpg,https://objects.lib.uidaho.edu/sbw/sbw259.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw259_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw259_th.jpg,,
sbw260,,Cascade creek from trail,Cascade creek from trail,,Ray Kimball,,2007-07-02,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.08455958,-115.136671,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,Cascadecreekfromtrail,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/260,260,image,sbw260.jpg,https://objects.lib.uidaho.edu/sbw/sbw260.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw260_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw260_th.jpg,,
sbw261,,Beach at Salmon Hole on Bear Creek,Beach at Salmon Hole on Bear Creek,,Ray Kimball,,2011-08-08,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.03213401,-114.780789,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,BeachatSalmonHoleonBearCreek,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/261,261,image,sbw261.jpg,https://objects.lib.uidaho.edu/sbw/sbw261.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw261_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw261_th.jpg,,
sbw262,,Cable Crossing at Coon Creek,Cable Crossing at Coon Creek,,Ray Kimball,,2010-08-23,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.05055529,-115.2207532,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,CableCrossingatCoonCreek,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/262,262,image,sbw262.jpg,https://objects.lib.uidaho.edu/sbw/sbw262.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw262_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw262_th.jpg,,
sbw263,,Elwood's Beach,Elwood's Beach,,Ray Kimball,,2010-08-23,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.05760153,-115.2033555,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,Elwood'sBeach,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/263,263,image,sbw263.jpg,https://objects.lib.uidaho.edu/sbw/sbw263.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw263_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw263_th.jpg,,
sbw264,,Ham Rapid at low water (800 cfs),Ham Rapid at low water (800 cfs),,Ray Kimball,,2006-08-05,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.09663501,-114.8966954,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,HamRapidatlowwater(800cfs),"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/264,264,image,sbw264.jpg,https://objects.lib.uidaho.edu/sbw/sbw264.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw264_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw264_th.jpg,,
sbw265,,Rainbow over North Star,Rainbow over North Star,,Ray Kimball,,2012-06-26,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,RainbowoverNorthStar,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/265,265,image,sbw265.jpg,https://objects.lib.uidaho.edu/sbw/sbw265.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw265_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw265_th.jpg,,
sbw266,,Ditch-Goat Fire 2012,Ditch-Goat Fire 2012,,Ray Kimball,,2012-09-03,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,Ditch-GoatFire'12,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/266,266,image,sbw266.jpg,https://objects.lib.uidaho.edu/sbw/sbw266.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw266_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw266_th.jpg,,
sbw267,,Dog Creek Pack bridge 2009,Dog Creek Pack bridge 2009,,Ray Kimball,,2009-09-04,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.07945107,-114.8759587,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,DogCreekPackbridge09,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/267,267,image,sbw267.jpg,https://objects.lib.uidaho.edu/sbw/sbw267.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw267_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw267_th.jpg,,
sbw268,,Salmon Hole Bear Creek - Photograph 1,Salmon Hole Bear Creek - Photograph 1,,Ray Kimball,,2011-08-08,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.03213401,-114.780789,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,SalmonHoleBearCreek,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/268,268,image,sbw268.jpg,https://objects.lib.uidaho.edu/sbw/sbw268.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw268_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw268_th.jpg,,
sbw269,,"Salmon Hole on Bear Creek, view to the east","Salmon Hole on Bear Creek, view to the east",,Ray Kimball,,2011-08-08,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.03213401,-114.780789,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,SalmonHoleonBearCreekviewtotheeast,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/269,269,image,sbw269.jpg,https://objects.lib.uidaho.edu/sbw/sbw269.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw269_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw269_th.jpg,,
sbw270,,Running Creek Ranch 2008,Running Creek Ranch 2008,,Ray Kimball,,2008-09-01,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),45.91452388,-114.8388417,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,RunningCreekRanch08,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/270,270,image,sbw270.jpg,https://objects.lib.uidaho.edu/sbw/sbw270.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw270_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw270_th.jpg,,
sbw271,,Guides Scouting Ham Rapid,Guides Scouting Ham Rapid,,Ray Kimball,,2011-08-17,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.09663501,-114.8966954,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,GuidesScoutingHamRapid,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/271,271,image,sbw271.jpg,https://objects.lib.uidaho.edu/sbw/sbw271.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw271_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw271_th.jpg,,
sbw272,,Sawmill at Freeman Place 2012,Sawmill at Freeman Place 2012,,Ray Kimball,,2012-06-28,,Wilderness Portraits,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.13829427,-114.9174426,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,https://sbw.lib.uidaho.edu/portraits.html,,,Sawmill@FreemanPlace'12,"Ray Kimball. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,Original digital photograph,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/272,272,image,sbw272.jpg,https://objects.lib.uidaho.edu/sbw/sbw272.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw272_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw272_th.jpg,,
