objectid,title,creator,date,date_is_approximate,description,subject,subject_lcsh,subject_lctgm,location_depicted,idaho_county,location,latitude,longitude,identifier,source,rights,rightsstatement,findingaid,digital_collection,holding_institution,format_original,type,format,digital_identifier,date_digital,language,web site,digital_specifications,original reference url,original contentdm number,date created,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb
barstock3406,Fourth of July Parade [63],"Barnard Studio (Wallace, Idaho)",1922-07-04,,"A float, with a table and a group of people sitting around it, being driven in the Fourth of July Parade in Wallace, Idaho.",floats (vehicles); parades,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.471466,-115.920772,B268-8,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8_B268-16,2016-03-22,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3406,3406,image,barstock3406.jpg,https://objects.lib.uidaho.edu/barstock/barstock3406.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3406_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3406_th.jpg
barstock3407,"House in Wallace, Idaho [12]","Barnard Studio (Wallace, Idaho)",1947,yes,"A real estate photograph of a home near Wallace, Idaho, taken for Idaho First National Bank.",real estate; architecture; clapboard siding,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B327-5,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B327-5,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3407,3407,image,barstock3407.jpg,https://objects.lib.uidaho.edu/barstock/barstock3407.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3407_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3407_th.jpg
barstock3408,1946 Mullan 49'er Parade [18],"Barnard Studio (Wallace, Idaho)",1946,yes,"Children dressed up for the children's parade during Mullan 49'er parade in Mullan, Idaho.",children; parades,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.469057,-115.79795,B363-9,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8-B363-9,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3408,3408,image,barstock3408.jpg,https://objects.lib.uidaho.edu/barstock/barstock3408.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3408_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3408_th.jpg
barstock3409,Slippery Gulch Parade [47],"Barnard Studio (Wallace, Idaho)",1905-04-30,,"Children in costume during the Slippery Gulch parade in Wallace, Idaho.",children; parades,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.471621,-115.926959,B273-10,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B273-18,2016-03-24,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3409,3409,image,barstock3409.jpg,https://objects.lib.uidaho.edu/barstock/barstock3409.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3409_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3409_th.jpg
barstock3410,1950 Mullan 49'er Parade [08],"Barnard Studio (Wallace, Idaho)",1950-07-27,,"Two small children posing in costume next to a baby carriage during the 49'er Parade in Mullan, Idaho.",parades; celebrations; costumes; strollers; carriages,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.469057,-115.79795,B395-8,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8-B395-8,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3410,3410,image,barstock3410.jpg,https://objects.lib.uidaho.edu/barstock/barstock3410.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3410_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3410_th.jpg
barstock3411,1946 Mullan 49'er Parade [19],"Barnard Studio (Wallace, Idaho)",1946,yes,"Children dressed up for the children's parade during Mullan 49'er parade in Mullan, Idaho.",children; parades,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.469057,-115.79795,B363-10,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8-B363-10,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3411,3411,image,barstock3411.jpg,https://objects.lib.uidaho.edu/barstock/barstock3411.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3411_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3411_th.jpg
barstock3412,Residential Area [03],"Barnard Studio (Wallace, Idaho)",1951,yes,"Residential houses covered in snow in Wallace, Idaho.",houses; snow (precipitation),,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.47224,-115.927036,B405-3,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8-B405-3,2019-03-22,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3412,3412,image,barstock3412.jpg,https://objects.lib.uidaho.edu/barstock/barstock3412.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3412_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3412_th.jpg
barstock3413,Slippery Gulch Parade [48],"Barnard Studio (Wallace, Idaho)",1905-04-30,,"The band, Wallace Elks 331, playing in the Slippery Gulch parade in Wallace, Idaho.",bands (ensembles); parades,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.471583,-115.931443,B273-17,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B273-24,2016-03-24,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3413,3413,image,barstock3413.jpg,https://objects.lib.uidaho.edu/barstock/barstock3413.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3413_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3413_th.jpg
barstock3414,Talent contestants at the Grand Theatre [04],"Barnard Studio (Wallace, Idaho)",1940-06,,"A group portrait of contestants in a talent show at the Grand Theatre in Wallace, Idaho.",contests; competitions; theaters,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B231-4,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",5x7 black and white film negative,Image;StillImage,image/jpeg,PG8_B231-4,2016-04-14,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3414,3414,image,barstock3414.jpg,https://objects.lib.uidaho.edu/barstock/barstock3414.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3414_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3414_th.jpg
barstock3415,"Snow Slide in historical Yellow Dog, Idaho [23]","Barnard Studio (Wallace, Idaho)",1949-02-10,,"View of the snow slide in Yellow Dog, Idaho. People can be seen standing in the snow.",snow (precipitation),,,United States--Idaho--Latah County--Yellow Dog,Latah County,"Yellow Dog, Idaho",47.517765,-115.841949,B370-3,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8-B370-3,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3415,3415,image,barstock3415.jpg,https://objects.lib.uidaho.edu/barstock/barstock3415.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3415_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3415_th.jpg
barstock3416,Wallace High School Band [14],"Barnard Studio (Wallace, Idaho)",1941-06-19,,"The Wallace High School Band playing at the Standard Station in Wallace, Idaho. This was taken at the time of the fireman's convention.",bands (ensembles),,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472323,-115.925852,B237-2,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",5x7 black and white film negative,Image;StillImage,image/jpeg,PG8_B237-2,2019-03-04,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3416,3416,image,barstock3416.jpg,https://objects.lib.uidaho.edu/barstock/barstock3416.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3416_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3416_th.jpg
barstock3417,Lotteridge House [05],"Barnard Studio (Wallace, Idaho)",,,"Exterior view of the Lotteridge house in Wallace, Idaho. Trees are growing in front of the house.",houses,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472219,-115.930712,B307-1,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B307-1,2016-04-05,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3417,3417,image,barstock3417.jpg,https://objects.lib.uidaho.edu/barstock/barstock3417.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3417_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3417_th.jpg
barstock3418,Jaycee's Picnic [17],"Barnard Studio (Wallace, Idaho)",1947-08-14,,"A few men sitting on a log and eating ice cream during Wallace Jaycee's picnic in Pottsville, Idaho.",ice cream; picnics; social gatherings,,,United States--Idaho--Shoshone County--Pottsville,Shoshone County,"Pottsville, Idaho",47.466988,-115.706102,B289-4,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B289-4,2016-03-29,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3418,3418,image,barstock3418.jpg,https://objects.lib.uidaho.edu/barstock/barstock3418.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3418_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3418_th.jpg
barstock3419,"House in Wallace, Idaho [13]","Barnard Studio (Wallace, Idaho)",1947,yes,"A real estate photograph of a home near Wallace, Idaho, taken for Idaho First National Bank.",real estate; architecture; brick,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B327-6,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B327-6,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3419,3419,image,barstock3419.jpg,https://objects.lib.uidaho.edu/barstock/barstock3419.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3419_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3419_th.jpg
barstock3420,Elks Parade [54],"Barnard Studio (Wallace, Idaho)",1925-06-06,,"The band playing in the Elks parade in Wallace, Idaho, while people stand along the side watching.",bands (ensembles); parades,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472516,-115.923796,B266-5,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8_B266-5,2016-03-22,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3420,3420,image,barstock3420.jpg,https://objects.lib.uidaho.edu/barstock/barstock3420.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3420_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3420_th.jpg
barstock3421,Deer [03],"Barnard Studio (Wallace, Idaho)",,,Deer grazing in the snow around a small cabin in the woods.,deer; snow (precipitation); trees; animals; nature; cabins (houses),,,,,,47.519209,-115.817473,B422c,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8-B422c,2019-03-27,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3421,3421,image,barstock3421.jpg,https://objects.lib.uidaho.edu/barstock/barstock3421.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3421_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3421_th.jpg
barstock3422,Blessed Virgin procession at Our Lady of Lourdes Academy [16],"Barnard Studio (Wallace, Idaho)",1949-05-08,,"A girl posing with a flower outside of Our Lady of Lourdes Academy during the Blessed Virgin Procession in Wallace, Idaho.",processions; churches (buildings); rituals; religion; flowers,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.473586,-115.928133,B391-16,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8-B391-16,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3422,3422,image,barstock3422.jpg,https://objects.lib.uidaho.edu/barstock/barstock3422.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3422_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3422_th.jpg
barstock3423,1946 Eagles Parade [34],"Barnard Studio (Wallace, Idaho)",1946,yes,"Men riding horses in the Eagles parade in Wallace, Idaho.",men; horses; parades,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.473586,-115.928133,B364-11,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8-B364-11,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3423,3423,image,barstock3423.jpg,https://objects.lib.uidaho.edu/barstock/barstock3423.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3423_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3423_th.jpg
barstock3424,Coeur d'Alene Mining District,"Barnard Studio (Wallace, Idaho)",,,"A sign hanging from a log frame reading: ""Coeur d'Alene Mining District / Total dividends paid 1886-1940 $182,914,821.00 / Yearly average net profit 1937-1940 $8,745,801.00 / Home of the Worlds Largest Silver Producer. Second Largest Lead Producing district in the United States. Home of the only Electrolytic Zinc Plant Producing 99.99 pure Zinc exclusively. District also highly productive of Zinc, Cadmium, Gold, etc. / Idaho Dept. Public Works""",signs; mines (extracting complexes); zinc; cadmium; gold; silver; dividends; electrolysis,,,United States--Idaho--Kootenai County--Coeur d'Alene,Kootenai County,"Coeur d'Alene, Idaho",47.547883,-116.158032,B441,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",5x7 black and white film copy negative,Image;StillImage,image/jpeg,PG8-B441,2019-03-27,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3424,3424,image,barstock3424.jpg,https://objects.lib.uidaho.edu/barstock/barstock3424.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3424_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3424_th.jpg
barstock3425,Blessed Virgin procession at Our Lady of Lourdes Academy [15],"Barnard Studio (Wallace, Idaho)",1949-05-08,,"Children lined up in pairs on the sidewalk outside of Our Lady of Lourdes Academy during the Blessed Virgin Procession in Wallace, Idaho.",processions; churches (buildings); rituals; religion,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.473586,-115.928133,B391-15,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",3.5x6 black and white film negative,Image;StillImage,image/jpeg,PG8-B391-15,2019-03-15,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-09,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/3425,3425,image,barstock3425.jpg,https://objects.lib.uidaho.edu/barstock/barstock3425.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock3425_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock3425_th.jpg
