objectid,title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,rightsstatement,format original,type,format,cdmid,contentdm file name,display_template,filename,object_location,image_small,image_thumb,errors
stonebraker436,Hunting in the forest,A hunter wearing a cap leans against a downed tree.,1903,yes,hunters; guns; rifles; forests;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 347",PG26-S3-038,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,436,437.jp2,image,stonebraker436.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker436.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker436_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker436_th.jpg,""
stonebraker437,Stonebraker pack train [24],Pack horses waiting to be loaded near a fence in a forested area.,1928,yes,corrals; horses; forests;,44.962611,-115.134777,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 348",PG26-S3-039,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,437,438.jp2,image,stonebraker437.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker437.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker437_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker437_th.jpg,""
stonebraker438,Pack train on hillside [06],A pack train of horses and men follow the trail on a hill.,1903,yes,horses; trails (recreation areas); mountains; forests;,45.362412,-115.183724,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 349",PG26-S3-040,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,438,439.jp2,image,stonebraker438.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker438.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker438_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker438_th.jpg,""
stonebraker439,Jack the dog,"The Stonebraker's family dog, Jack, stands near their property in Stites, Idaho.",1903,yes,dogs;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 253",PG26-S2-025,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,439,440.jp2,image,stonebraker439.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker439.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker439_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker439_th.jpg,""
stonebraker440,Camping near Thunder Mountain [04],Men near a tent and a clothesline with laundry on the Juno Group of Claims property near Thunder Mountain.,1903,yes,camp sites; tents; forests; laundry;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 350",PG26-S3-041,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,440,441.jp2,image,stonebraker440.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker440.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker440_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker440_th.jpg,""
stonebraker441,Stonebraker pack train [25],Two men load supply packs onto a horse.,1928,yes,horses; pack baskets;,44.962611,-115.134777,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 351",PG26-S3-042,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,441,442.jp2,image,stonebraker441.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker441.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker441_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker441_th.jpg,""
stonebraker442,Hunting near Thunder Mountain [08],A man smokes a pipe while processing a deer.,1926,yes,forests; hunting; carcasses;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 352",PG26-S3-043,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,442,443.jp2,image,stonebraker442.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker442.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker442_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker442_th.jpg,""
stonebraker443,Smith Homestead at Elk Creek,Sylvester 'Three-fingered' Smith homestead at Elk Creek. Looking south on the South Fork of the Salmon River over the river canyon.,1905,yes,rivers; mountains; homesteads;,45.155152,-115.584968,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 353",PG26-S3-044,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,443,444.jp2,image,stonebraker443.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker443.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker443_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker443_th.jpg,""
stonebraker444,Horses near Log Cabin,Horses walk near a log cabin with men working in the background.,1928,yes,log cabins; horses;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 354",PG26-S3-045,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,444,445.jp2,image,stonebraker444.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker444.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker444_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker444_th.jpg,""
stonebraker445,Hunting near Fish Lake,Two hunters load bull elk antlers on a horse in a campsite with Fish Lake in the background.,1905,yes,camp sites; tents; forests; horses; hunting; antler;,45.385821,-115.337951,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 356",PG26-S3-047,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,445,446.jp2,image,stonebraker445.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker445.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker445_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker445_th.jpg,""
stonebraker446,Horse corral on a hill,Birds eye view of a horse corral on a hill surrounded by forest.,1903,yes,mountains; horses; corrals;,45.391583,-115.199856,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 357",PG26-S3-048,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,446,447.jp2,image,stonebraker446.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker446.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker446_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker446_th.jpg,""
stonebraker447,Scenic river view,A view of the Clearwater River and surrounding area.,1903,yes,mountains; rivers; railroad bridges; houses;,46.098639,-115.977534,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 358",PG26-S3-049,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,447,448.jp2,image,stonebraker447.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker447.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker447_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker447_th.jpg,""
stonebraker448,Stonebraker pack train [26],A pack of horses walks through a grassy area on a hill.,1905,yes,horses; mules;,45.487436,-115.333635,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 355",PG26-S3-046,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,448,449.jp2,image,stonebraker448.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker448.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker448_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker448_th.jpg,""
stonebraker449,View across Payette Lake,Looking west from Legacy Park on Payette Lake in McCall. Mountains loom in the background.,1905,yes,lakes; mountains;,44.911944,-116.098331,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 359",PG26-S3-050,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,449,450.jp2,image,stonebraker449.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker449.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker449_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker449_th.jpg,""
stonebraker450,"Stonebraker women near Stites, Idaho","Minnie, Daisy, Rita, Momma stand in front of a wooden building.",1902,yes,women; wooden buildings; exterior views;,46.091577,-115.976277,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 254",PG26-S2-026,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2.75x2.75 black and white print,Image;StillImage,image/jpeg,450,451.jp2,image,stonebraker450.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker450.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker450_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker450_th.jpg,""
stonebraker451,Hunting near Thunder Mountain [09],A man poses with a dog in a forested area. A horse can be seen in the background.,1926,yes,forests; horses; dogs; hunting;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 360",PG26-S3-051,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,451,452.jp2,image,stonebraker451.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker451.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker451_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker451_th.jpg,""
stonebraker452,Clotheslines near log cabin,A man dressed in a hat walks by a clothesline filled with laundry in front of a log cabin.,1903,yes,log cabins; forests; laundry;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 361",PG26-S3-052,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,452,453.jp2,image,stonebraker452.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker452.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker452_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker452_th.jpg,""
stonebraker453,Scenic view near Stonebraker Ranch,Overlook view of forests near the Stonebraker Ranch.,1905,yes,mountains; forests;,45.401972,-115.254846,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 362",PG26-S3-053,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,453,454.jp2,image,stonebraker453.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker453.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker453_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker453_th.jpg,""
stonebraker454,Scenic view of mountains [05],Overlook view of mountains and forests near the Stonebraker Ranch.,1905,yes,mountains; forests;,45.401972,-115.254846,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 363",PG26-S3-054,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,454,455.jp2,image,stonebraker454.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker454.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker454_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker454_th.jpg,""
stonebraker455,Stonebraker pack train [27],A pack of horses walks across a grassy hill.,1905,yes,mules; horses;,45.487436,-115.333635,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 364",PG26-S3-055,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,455,456.jp2,image,stonebraker455.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker455.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker455_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker455_th.jpg,""
stonebraker456,Platform on the riverbank,Platform for cable tram across river,1905,yes,rivers; mountains,45.486202,-115.33422,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 365",PG26-S3-056,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,456,457.jp2,image,stonebraker456.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker456.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker456_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker456_th.jpg,""
stonebraker457,Hunting trap,Close-up of a metal animal trap attached to a horse pack.,1905,yes,traps (trapping equipment); horses;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 366",PG26-S3-057,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,457,458.jp2,image,stonebraker457.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker457.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker457_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker457_th.jpg,""
stonebraker458,Scenic view of mountains [06],A view of mountains in the distance from an overlook.,1905,yes,forests; mountains; overlooks;,46.138371,-115.963691,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 367",PG26-S3-058,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,458,459.jp2,image,stonebraker458.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker458.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker458_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker458_th.jpg,""
stonebraker459,Camping at Juno group of claims,Supplies unloaded to the ground and a group of men rest in a forested area.,1903,yes,camp sites; forests; pack baskets;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 368",PG26-S3-059,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,459,460.jp2,image,stonebraker459.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker459.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker459_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker459_th.jpg,""
stonebraker460,Juno Group of Claims cabin,A log cabin is surrounded by tents and laundry hanging on a clothesline at the Stonebraker's Juno Group of Claims property near Thunder Mountain.,1903,yes,log cabins; tents; forests; laundry;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 369",PG26-S3-060,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,460,461.jp2,image,stonebraker460.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker460.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker460_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker460_th.jpg,""
