objectid,parentid,title,creator,location,latitude,longitude,date,recipient,recipient_location,description,subject,source,type,format,language,rights,rightsstatement,identifier,display_template,filename,object_location,image_small,image_thumb,image_alt_text,object_transcript
mosher112,,"Raycide Mosher to Clarissa Mosher, 1864-08-04","Mosher, Raycide","Bridgeport, Alabama",34.9476221,-85.71250855,1864-08-04,"Mosher, Clarissa","Albion, Michigan","Letter from Raycide Mosher to his sister, Clarissa Mosher; includes Raycide's advice about selling wheat from the family farm and the food items he would like his family to send him. ",soldiers; civil wars; farming (activity or system),"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder19_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder19_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder19_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder19_01_th.jpg,,/objects/mosher019.md
mosher113,mosher112,,,,,,,,,,,,,application/pdf,,,,mg118_folder19_01,pdf,mg118_folder19_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder19_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder19_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder19_01_th.jpg,,/objects/mosher019-01.md
mosher114,mosher112,,,,,,,,,,,,,application/pdf,,,,mg118_folder19_02,pdf,mg118_folder19_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder19_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder19_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder19_02_th.jpg,,/objects/mosher019-02.md
mosher115,mosher112,,,,,,,,,,,,,application/pdf,,,,mg118_folder19_03,pdf,mg118_folder19_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder19_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder19_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder19_03_th.jpg,,
mosher116,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-08-16","Mosher, Raycide","Bridgeport, Alabama",34.9476221,-85.71250855,1864-08-16,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of Raycide's ill health and his reflections on political matters.",soldiers; civil wars; elections,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder20_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder20_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder20_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder20_01_th.jpg,,/objects/mosher020.md
mosher117,mosher116,,,,,,,,,,,,,application/pdf,,,,mg118_folder20_01,pdf,mg118_folder20_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder20_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder20_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder20_01_th.jpg,,/objects/mosher020-01.md
mosher118,mosher116,,,,,,,,,,,,,application/pdf,,,,mg118_folder20_02,pdf,mg118_folder20_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder20_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder20_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder20_02_th.jpg,,/objects/mosher020-02.md
mosher119,mosher116,,,,,,,,,,,,,application/pdf,,,,mg118_folder20_03,pdf,mg118_folder20_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder20_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder20_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder20_03_th.jpg,,
mosher120,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-08-27","Mosher, Raycide","Chattanooga, Alabama",35.04792335,-85.32158358,1864-08-27,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of Raycide's camp in Chattanooga, his pay, and his hope that the war might end soon.",soldiers; civil wars; military camps,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder21_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder21_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder21_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder21_01_th.jpg,,/objects/mosher021.md
mosher121,mosher120,,,,,,,,,,,,,application/pdf,,,,mg118_folder21_01,pdf,mg118_folder21_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder21_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder21_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder21_01_th.jpg,,/objects/mosher021-01.md
mosher122,mosher120,,,,,,,,,,,,,application/pdf,,,,mg118_folder21_02,pdf,mg118_folder21_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder21_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder21_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder21_02_th.jpg,,/objects/mosher021-02.md
mosher123,mosher120,,,,,,,,,,,,,application/pdf,,,,mg118_folder21_03,pdf,mg118_folder21_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder21_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder21_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder21_03_th.jpg,,/objects/mosher021-03.md
mosher124,mosher120,,,,,,,,,,,,,application/pdf,,,,mg118_folder21_04,pdf,mg118_folder21_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder21_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder21_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder21_04_th.jpg,,/objects/mosher021-04.md
mosher125,mosher120,,,,,,,,,,,,,application/pdf,,,,mg118_folder21_05,pdf,mg118_folder21_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder21_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder21_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder21_05_th.jpg,,
mosher126,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-08-30","Mosher, Raycide","Danville, Georgia",32.60562061,-83.24480319,1864-08-30,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of his unit's encounter with Confederate soldiers and his unit's other activities.",soldiers; civil wars; battles,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder22_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder22_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder22_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder22_01_th.jpg,,/objects/mosher022.md
mosher127,mosher126,,,,,,,,,,,,,application/pdf,,,,mg118_folder22_01,pdf,mg118_folder22_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder22_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder22_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder22_01_th.jpg,,/objects/mosher022-01.md
mosher128,mosher126,,,,,,,,,,,,,application/pdf,,,,mg118_folder22_02,pdf,mg118_folder22_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder22_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder22_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder22_02_th.jpg,,/objects/mosher022-02.md
mosher129,mosher126,,,,,,,,,,,,,application/pdf,,,,mg118_folder22_03,pdf,mg118_folder22_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder22_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder22_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder22_03_th.jpg,,
mosher130,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-09-18","Mosher, Raycide","Danville, Georgia",32.60562061,-83.24480319,1864-09-18,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes discussion of the family's wheat and plans for Raycide's unit to march toward Atlanta.",soldiers; civil wars; farming (activity or system),"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder23_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder23_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder23_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder23_01_th.jpg,,/objects/mosher023.md
mosher131,mosher130,,,,,,,,,,,,,application/pdf,,,,mg118_folder23_01,pdf,mg118_folder23_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder23_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder23_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder23_01_th.jpg,,/objects/mosher023-01.md
mosher132,mosher130,,,,,,,,,,,,,application/pdf,,,,mg118_folder23_02,pdf,mg118_folder23_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder23_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder23_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder23_02_th.jpg,,/objects/mosher023-02.md
mosher133,mosher130,,,,,,,,,,,,,application/pdf,,,,mg118_folder23_03,pdf,mg118_folder23_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder23_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder23_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder23_03_th.jpg,,/objects/mosher023-03.md
mosher134,mosher130,,,,,,,,,,,,,application/pdf,,,,mg118_folder23_04,pdf,mg118_folder23_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder23_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder23_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder23_04_th.jpg,,/objects/mosher023-04.md
mosher135,mosher130,,,,,,,,,,,,,application/pdf,,,,mg118_folder23_05,pdf,mg118_folder23_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder23_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder23_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder23_05_th.jpg,,
mosher136,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-09-28","Mosher, Raycide","Cartersville, Georgia",34.16566849,-84.8033339,1864-09-28,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes discussion of Raycide's movement toward Atlanta, food available, how to deal with the family's wheat, and food and other items that Raycide would like sent to him.",soldiers; civil wars; farming (activity or system),"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder24_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder24_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder24_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder24_01_th.jpg,,/objects/mosher024.md
mosher137,mosher136,,,,,,,,,,,,,application/pdf,,,,mg118_folder24_01,pdf,mg118_folder24_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder24_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder24_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder24_01_th.jpg,,/objects/mosher024-01.md
mosher138,mosher136,,,,,,,,,,,,,application/pdf,,,,mg118_folder24_02,pdf,mg118_folder24_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder24_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder24_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder24_02_th.jpg,,/objects/mosher024-02.md
mosher139,mosher136,,,,,,,,,,,,,application/pdf,,,,mg118_folder24_03,pdf,mg118_folder24_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder24_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder24_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder24_03_th.jpg,,/objects/mosher024-03.md
mosher140,mosher136,,,,,,,,,,,,,application/pdf,,,,mg118_folder24_04,pdf,mg118_folder24_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder24_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder24_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder24_04_th.jpg,,/objects/mosher024-04.md
mosher141,mosher136,,,,,,,,,,,,,application/pdf,,,,mg118_folder24_05,pdf,mg118_folder24_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder24_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder24_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder24_05_th.jpg,,
mosher142,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-10-02","Mosher, Raycide","Atlanta, Georgia",33.75186173,-84.38725722,1864-10-02,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes discussion of Raycide's march toward Atlanta, as well as food and other items that Raycide would like sent to him.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder25_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder25_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder25_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder25_01_th.jpg,,/objects/mosher025.md
mosher143,mosher142,,,,,,,,,,,,,application/pdf,,,,mg118_folder25_01,pdf,mg118_folder25_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder25_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder25_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder25_01_th.jpg,,/objects/mosher025-01.md
mosher144,mosher142,,,,,,,,,,,,,application/pdf,,,,mg118_folder25_02,pdf,mg118_folder25_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder25_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder25_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder25_02_th.jpg,,/objects/mosher025-02.md
mosher145,mosher142,,,,,,,,,,,,,application/pdf,,,,mg118_folder25_03,pdf,mg118_folder25_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder25_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder25_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder25_03_th.jpg,,/objects/mosher025-03.md
mosher146,mosher142,,,,,,,,,,,,,application/pdf,,,,mg118_folder25_04,pdf,mg118_folder25_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder25_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder25_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder25_04_th.jpg,,/objects/mosher025-04.md
mosher147,mosher142,,,,,,,,,,,,,application/pdf,,,,mg118_folder25_05,pdf,mg118_folder25_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder25_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder25_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder25_05_th.jpg,,
mosher148,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-10-14","Mosher, Raycide","Atlanta, Georgia",33.75186173,-84.38725722,1864-10-14,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of General Sherman's march on Atlanta, Raycide's experiences in camp, and two of the men Raycide met in camp.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder26_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder26_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder26_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder26_01_th.jpg,,/objects/mosher026.md
mosher149,mosher148,,,,,,,,,,,,,application/pdf,,,,mg118_folder26_01,pdf,mg118_folder26_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder26_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder26_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder26_01_th.jpg,,/objects/mosher026-01.md
mosher150,mosher148,,,,,,,,,,,,,application/pdf,,,,mg118_folder26_02,pdf,mg118_folder26_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder26_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder26_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder26_02_th.jpg,,/objects/mosher026-02.md
mosher151,mosher148,,,,,,,,,,,,,application/pdf,,,,mg118_folder26_03,pdf,mg118_folder26_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder26_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder26_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder26_03_th.jpg,,/objects/mosher026-03.md
mosher152,mosher148,,,,,,,,,,,,,application/pdf,,,,mg118_folder26_04,pdf,mg118_folder26_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder26_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder26_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder26_04_th.jpg,,/objects/mosher026-04.md
mosher153,mosher148,,,,,,,,,,,,,application/pdf,,,,mg118_folder26_05,pdf,mg118_folder26_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder26_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder26_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder26_05_th.jpg,,
mosher154,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-11-01","Mosher, Raycide","Atlanta, Georgia",33.75186173,-84.38725722,1864-11-01,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes discussion of Raycide's unit's move toward the Atlantic coast, soldiers he met who were from Michigan, and medicine that Raycide would like sent to him.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder27_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder27_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder27_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder27_01_th.jpg,,/objects/mosher027.md
mosher155,mosher154,,,,,,,,,,,,,application/pdf,,,,mg118_folder27_01,pdf,mg118_folder27_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder27_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder27_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder27_01_th.jpg,,/objects/mosher027-01.md
mosher156,mosher154,,,,,,,,,,,,,application/pdf,,,,mg118_folder27_02,pdf,mg118_folder27_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder27_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder27_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder27_02_th.jpg,,/objects/mosher027-02.md
mosher157,mosher154,,,,,,,,,,,,,application/pdf,,,,mg118_folder27_03,pdf,mg118_folder27_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder27_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder27_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder27_03_th.jpg,,/objects/mosher027-03.md
mosher158,mosher154,,,,,,,,,,,,,application/pdf,,,,mg118_folder27_04,pdf,mg118_folder27_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder27_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder27_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder27_04_th.jpg,,
mosher159,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-11-07","Mosher, Raycide","Atlanta, Georgia",33.75186173,-84.38725722,1864-11-07,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of Raycide's progress toward the Atlantic coast and the items he carried with him.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder28_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder28_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder28_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder28_01_th.jpg,,/objects/mosher028
mosher160,mosher159,,,,,,,,,,,,,application/pdf,,,,mg118_folder28_01,pdf,mg118_folder28_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder28_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder28_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder28_01_th.jpg,,/objects/mosher028-01.md
mosher161,mosher159,,,,,,,,,,,,,application/pdf,,,,mg118_folder28_02,pdf,mg118_folder28_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder28_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder28_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder28_02_th.jpg,,/objects/mosher028-02.md
mosher162,mosher159,,,,,,,,,,,,,application/pdf,,,,mg118_folder28_03,pdf,mg118_folder28_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder28_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder28_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder28_03_th.jpg,,/objects/mosher028-03.md
mosher163,mosher159,,,,,,,,,,,,,application/pdf,,,,mg118_folder28_04,pdf,mg118_folder28_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder28_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder28_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder28_04_th.jpg,,
mosher164,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-12-18","Mosher, Raycide","Savannah, Georgia",32.0840395,-81.09000581,1864-12-18,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of Raycide's experience marching toward Savannah and items that he would like sent to him.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder29_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder29_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder29_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder29_01_th.jpg,,/objects/mosher029.md
