objectid,title,creator,client_sponsor,faculty_advisor,date,archival_date,description,image_alt_text,subject,location,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename_original,filename,display_template,object_location,image_small,image_thumb
expo149,Oreana Dam Replacement,Brenden Jack; Jacob Smith; Mitchell Langland; Jacob Wisshack,"Luke Landriana, Geotek;Hattie Zobott, TO Engineers","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Oreana Dam Replacement,"" created by Brenden Jack, Jacob Smith, Mitchell Langland, Jacob Wisshack. University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, data graphs, and images of a dam and the area where it should be installed.",civil engineering; engineering; instructional posters; dams (hydraulic structures),"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-009,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - Oreanna Dam Replacement.pdf,expo2023-009.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-009.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-009_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-009_th.jpg
expo150,SH-3 Potlatch River Bridge Replacement,Anthony Davis; Peter Osterberg; Matt Thompson; Zixiang Yu,"Shanon Murgoitio, Idaho Transportation Department","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""SH-3 Potlatch River Bridge Replacement,"" created by Anthony Davis, Peter Osterberg, Matt Thompson, Zixiang Yu. University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, data graphs, and images of the state of Idaho and of bridges.",civil engineering; engineering; instructional posters; bridges (built works),"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-010,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - SH-3 Potlatch River Bridge Replacement.pdf,expo2023-010.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-010.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-010_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-010_th.jpg
expo151,Post Falls Apartment Complex,Aliyana Avalos; Noah George; Parker Schwers,"Joanna Litalien, TO Engineers","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Post Falls Apartment Complex,"" created by Aliyana Avalos, Noah George, Parker Schwers. University of Idaho College of Engineering, Department of Civil and Environmental Engineering.",Digital poster with text blocks and images of a proposed apartment complex.,civil engineering; engineering; instructional posters; apartment buildings,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-011,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - Post Falls Apartments.pdf,expo2023-011.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-011.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-011_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-011_th.jpg
expo152,Nezperce Sewer Reuse System,Sarah Cordier; Kenneth Madsen; Nathyn Maller; Luke Rutherford,"Braxton Klas, J-U-B Engineers; City of Nezperce","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Nezperce Sewer Reuse System,"" created by Sarah Cordier, Kenneth Madsen, Nathyn Maller, Luke Rutherford. University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, engineering schematics, and images of a cuboid reservoir.",civil engineering; engineering; instructional posters; sewers (drainage structures),"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-012,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - Nezperce Sewer Reuse System.pdf,expo2023-012.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-012.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-012_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-012_th.jpg
expo153,New Office Building Project,Austin Emerick; John Taylor; Devin Steed; Parker Watson,"Garrett Davis, Tamarack Grove Engineering; Derek Peck, Tamarack Grove Engineering","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""New Office Building Project,"" created by Sarah Cordier, Kenneth Madsen, Nathyn Maller, Luke Rutherford. In the 2023 Program Guide, project is entitled ""New Office Building for General Contractor - Kapolei, Hawaii."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.",Digital poster with text blocks and drawings of a building.,civil engineering; engineering; instructional posters; office buildings,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-013,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - New Office Building for General Contractor.pdf,expo2023-013.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-013.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-013_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-013_th.jpg
expo154,Kootenai County Integrated Clinic,Anna Young; Clinton Ponozzo; Philip Lohman; Xinyi Li,"Lucas Coutinho, KPFF Consulting Engineers; Chaney Wood, KPFF Consulting Engineers","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Kootenai County Integrated Clinic,"" created by Anna Young, Clinton Ponozzo, Philip Lohman, Xinyi Li. University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, data tables, and computer generated images of a building.","civil engineering; engineering; instructional posters; clinics (buildings, medical)","Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-014,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - Kootenai County Integrated Clinic.pdf,expo2023-014.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-014.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-014_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-014_th.jpg
expo155,Lacrosse Avenue Extension,Shaunita Cable; Joel Gradin; Ethan Hardt; Jarod Shannon,"Melissa Cleveland, Welch Comer & Associates;Jack Griffing, Welch Comer Engineers","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Lacrosse Avenue Extension,"" created by Shaunita Cable, Joel Gradin, Ethan Hardt, Jarod Shannon. In the 2023 Program Guide, project is entitled ""Lacrosse Ave Intersection and Expansion."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.",Digital poster with text blocks and drawings of a tree-lined road from above.,civil engineering; engineering; instructional posters; roads,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-015,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - Lacrosse Avenue Intersection and Expansion.pdf,expo2023-015.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-015.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-015_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-015_th.jpg
expo156,Lower Monumental Dam Fish Ladder Temperature Control System,Lauren Moore; Theodore Ertel; Madelynn Gregoire; Jayr Ayala,"Jarrod Milligan, US Army Corps of Engineers;Ryan Laughery, US Army Corps of Engineers","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Lower Monumental Dam Fish Ladder Temperature Control System,"" created by Lauren Moore, Theodore Ertel, Madelynn Gregoire, Jayr Ayala. In the 2023 Program Guide, project is entitled ""USACE Fish Ladder Temperature Control Design."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.",Digital poster with text blocks and drawings of a gray block with a vertical shaft running through it.,civil engineering; engineering; instructional posters; fishways; dams (hydraulic structures),"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-016,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - USACE Fish Ladder Temperature Control.pdf,expo2023-016.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-016.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-016_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-016_th.jpg
expo157,"Solids Management Improvement Project Trinity River Authority, Dallas, TX",Edward Black; Brandon Boyd; Harrison Bashaw; Noah Throm,"Kiersten Lee, MWH Constructors;Em Minner, MWH Constructors","Richard Nielsen, University of Idaho Department of Civil and Environmental Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Solids Management Improvement Project Trinity River Authority, Dallas, TX,"" created by Edward Black, Brandon Boyd, Harrison Bashaw, Noah Throm. In the 2023 Program Guide, project is entitled ""Solids Management Improvement Project - Anaerobic Digester Seeding with Hydrolyzed Sludge."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, data tables, and images of a river and cylinders.",civil engineering; engineering; instructional posters; rivers,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-017,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Civil Engineering - Solids Management Improvement Project.pdf,expo2023-017.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-017.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-017_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-017_th.jpg
expo158,Virtual Computer Team,Kaleb Browning; Feichi Han; Trevor McGeary,"Daniel Conte de Leon, University of Idaho Department of Computer Science","Bruce Bolden, University of Idaho Department of Computer Science",2023,2023,"2023 Engineering Design EXPO poster entitled ""Virtual Computer Team,"" created by Kaleb Browning, Feichi Han, Trevor McGeary. In the 2023 Program Guide, project is entitled ""Gamified Virtual Worlds and Computer Simulation."" University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, a screenshot of a computer program, and computer generated images of a virtual office.",computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-018,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Computer Science- Gamified Virtual Worlds and Computer Simulation.pdf,expo2023-018.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-018.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-018_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-018_th.jpg
expo159,Big Data Analysis Approach for Elliptical Pattern Identification,Riley Doyle; Rodney McCoy; Louis Lopez,"Matthew Bernards, University of Idaho Department of Chemical and Biological Engineering","Bruce Bolden, University of Idaho Department of Computer Science",2023,2023,"2023 Engineering Design EXPO poster entitled ""Big Data Analysis Approach for Elliptical Pattern Identification,"" created by Riley Doyle, Rodney McCoy, Louis Lopez. University of Idaho College of Engineering, Department of Computer Science.",Digital poster with text blocks and data graphs.,computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-019,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Computer Science - Big Data Analysis For Elliptical Pattern Identification.pdf,expo2023-019.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-019.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-019_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-019_th.jpg
expo160,Automated Visio Construction,Morgan Brockman; Ross Prestwich; Sophia Sivula; Creed Thie,"Jason Dearien, Schweitzer Engineering Laboratories","Bruce Bolden, University of Idaho Department of Computer Science",2023,2023,"2023 Engineering Design EXPO poster entitled ""Automated Visio Construction,"" created by Morgan Brockman, Ross Prestwich, Sophia Sivula, Creed Thie. University of Idaho College of Engineering, Department of Computer Science.",Digital poster with text blocks and engineering schematics.,computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-020,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Computer Science - Automated Visio Construction.pdf,expo2023-020.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-020.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-020_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-020_th.jpg
expo161,Keynetics Assembler,Austin Kugler; Taylor Martin; John Myers; Zach Preston,"Levi Gallegos, Schweitzer Engineering Laboratories;Tyler Marines, Schweitzer Engineering Laboratories","John Shovic, University of Idaho Coeur d'Alene",2023,2023,"2023 Engineering Design EXPO poster entitled ""Keynetics Assembler,"" created by Austin Kugler, Taylor Martin, John Myers, Zach Preston. In the 2023 Program Guide, project is entitled ""Automated Installation of Keys."" University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, engineering schematics, and images of a robotic arm next to a tray of green items.",computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-021,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Computer Science - Automated Insertion of Keys.pdf,expo2023-021.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-021.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-021_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-021_th.jpg
expo162,Optical Device Arm Alignment,Ethan Corgatelli; Donald Hammer; Hunter Leppek; Joseph Miller,"JP Hansen, Hansen Phototonics, Inc.","Bruce Bolden, University of Idaho Department of Computer Science",2023,2023,"2023 Engineering Design EXPO poster entitled ""Optical Device Arm Alignment,"" created by Ethan Corgatelli, Donald Hammer, Hunter Leppek, Joseph Miller. In the 2023 Program Guide, project is entitled ""Autocalibration Software for Optical Receiver Arm Alignment."" University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, engineering schematics, and photographs of electronic devices.",computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-022,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Computer Science - Autocalibration Software for Optical Receiver Arm Alignment.pdf,expo2023-022.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-022.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-022_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-022_th.jpg
expo163,Idaho Scientific's Secure Helios Demonstration,Macallyster Edmondson; Robert Walko; Kyle LeDoux; Chadwick Goodall; Jackie Lee,"Rick Hoover, Idaho Scientific;Andrew Weiler, Idaho Scientific","Yacine Chakhchoukh, University of Idaho Department of Electrical and Computer Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Idaho Scientific's Secure Helios Demonstration,"" created by Macallyster Edmondson, Robert Walko, Kyle LeDoux, Chadwick Goodall, Jackie Lee. In the 2023 Program Guide, project is entitled ""Secure Helios Processor Demonstration."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.",Digital poster with text blocks and engineering schematics.,electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-023,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Electrical and Computer Engineering - Secure Helios Processor Demonstration.pdf,expo2023-023.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-023.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-023_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-023_th.jpg
expo164,Spear of Ares: Tube Deployed Reentry Vehicle for Mars Weather Station,Kyle Rast; Owen Blair; Michael Myers; Jonathan Kopf; Steven Rougeux; Shujaea Aldousari; Tao Wang,"Marcus Murbach, NASA Ames Research Center;Malachi Mooney-Rivkin, NASA Ames Research Center","Yacine Chakhchoukh, University of Idaho Department of Electrical and Computer Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Spear of Ares: Tube Deployed Reentry Vehicle for Mars Weather Station,"" created by Kyle Rast, Owen Blair, Michael Myers, Jonathan Kopf, Steven Rougeux, Shujaea Aldousari, Tao Wang. In the 2023 Program Guide, project is entitled ""Mars Javelin."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, data graphs, images of a cylindrical device, and a photograph of a group of people.",electrical engineering; engineering; instructional posters; spacecraft,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-024,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Electrical and Computer Engineering - Mars Javelin.pdf,expo2023-024.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-024.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-024_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-024_th.jpg
expo165,Detecting and Locating Canceling Faults in Shunt Capacitor Banks,Mohammad Al Ebedan; Zesheng Guo; PeiCheng Ji; Zeying Chen,"Satish Samineni, Schweitzer Engineering Laboratories;Jada Hawaz, Schweitzer Engineering Laboratories","Yacine Chakhchoukh, University of Idaho Department of Electrical and Computer Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Detecting and Locating Canceling Faults in Shunt Capacitor Banks,"" created by Mohammad Al Ebedan, Zesheng Guo, PeiCheng Ji, Zeying Chen. University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, engineering schematics, data graphs, and photographs of an elaborate electrical device.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-025,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Electrical and Computer Engineering - Detecting and Locating Canceling Faults in Shu.pdf,expo2023-025.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-025.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-025_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-025_th.jpg
expo166,Infrasonic Wildfire Detection and Reporting,Kurian Georly Kunnathushery; Abdalrahman Alhajri; Meshari Alhajeri; Jiaqi Shi; Mairen Chard; Jack Lewis; Christian Vega,"Joe Stanley, Stanley Solutions","Herbert Hess, University of Idaho Department of Electrical and Computer Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""Infrasonic Wildfire Detection and Reporting,"" created by Kurian Georly Kunnathushery, Abdalrahman Alhajri, Meshari Alhajeri, Jiaqi Shi, Mairen Chard, Jack Lewis, Christian Vega. University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, engineering schematics, and images of a winglike object.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-026,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Electrical and Computer Engineering - Infrasonic Wildfire Detection and Reporting De.pdf,expo2023-026.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-026.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-026_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-026_th.jpg
expo167,AI/ML Based Natural Language Interfaces to Databases,Seth Cram; Khoi Nguyen,"Hasan Jamil, University of Idaho Department of Computer Science","Yacine Chakhchoukh, University of Idaho Department of Electrical and Computer Engineering",2023,2023,"2023 Engineering Design EXPO poster entitled ""AI/ML Based Natural Language Interfaces to Databases,"" created by Seth Cram, Khoi Nguyen. University of Idaho College of Engineering, Department of Electrical and Computer Engineering.",Digital poster with text blocks and engineering schematics.,electrical engineering; engineering; instructional posters; artificial intelligence,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2023-027,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Electrical and Computer Engineering - AI or ML based Natural Language Interfaces to .pdf,expo2023-027.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2023-027.pdf,https://objects.lib.uidaho.edu/expo/small/expo2023-027_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2023-027_th.jpg
