objectid,parentid,title,creator,date,archival_date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
mg5792_012-028,,Old Galena Road,Sheldon Zadok Thayer; Vernice Thayer,,,"An automobile is on a road going down a mountain. ""Old Galena Road"" is written on the back of the photograph.",automobiles; mountains (landforms); roads,,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-028,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-028.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-028,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-028_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-028_th.jpg
mg5792_012-029,,"Bridal Wreath, one of the 1,000 Springs",Sheldon Zadok Thayer; Vernice Thayer,,,"A waterfall flows from beneath a rocky structure. The back of the photograph is stamped with 'S.Z. Thayer Hagerman, Idaho.' Written on the back of the photograph is: ""For Le Moyne Article,"" ""Bridal Wreath, One of the '1000 Spring' -- from the waterfall"" and ""23-A, 29 height, 22 wide.""",waterfalls (natural bodies of water); scrub pine (plants),"Hagerman, Idaho",42.74728027,-114.8433027,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-029,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-029.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-029,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-029_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-029_th.jpg
mg5792_013-001,,North Fork Lost River Photos [1],Sheldon Zadok Thayer; Vernice Thayer,,,"Three men sit with a horse next to four deer carcasses, which are hanging upside down from a log. ""North Fork Lost River and Pass Creek"" is written on the front of the photograph. ""Sheldon Z. Thayer in middle"" is written on the back.",carcasses (animal bodies); hunting; Odocoileus (genus); men,"Custer County, Idaho",43.95039461,-114.2873581,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_013-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_013-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_013-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_013-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_013-001_th.jpg
mg5792_013-002,,North Fork Lost River Photos [2],Sheldon Zadok Thayer; Vernice Thayer,,,"Three men and two horses stand in in a snowy clearing. ""A cold camp at head of Trail Creek, Bill Madden Averill Sheldon"" is written on the front of the photograph. ""Averill S. Thayer on right."" is written on the back of the photograph, which is also stamped with the number 00.",Equus Caballus (species); recreation; men,"Blaine County, Idaho",43.7660016,-114.2839429,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_013-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_013-002.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_013-002,https://objects.lib.uidaho.edu/thayer/small/mg5792_013-002_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_013-002_th.jpg
mg5792_013-003,,North Fork Lost River Photos [3],Sheldon Zadok Thayer; Vernice Thayer,,,"Two automobiles are parked next to a small structure in a forested area. A man tends to some equipment next to a trailer pulled by one of the automobiles. ""Hunting - North Fork Lost River - Pass Creek"" is written on the front of the photograph.",hunting; men; automobiles,"Custer County, Idaho",43.95039461,-114.2873581,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_013-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_013-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_013-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_013-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_013-003_th.jpg
mg5792_014-001,,Perkins Lake Photos [1],Sheldon Zadok Thayer; Vernice Thayer,,,"Two people stand on rocks in a lake. ""Perkins Lake"" is written on the front of the photograph.",lakes (bodies of water); recreation; people (agents),"Blaine County, Idaho",48.75838939,-116.093789,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-001_th.jpg
mg5792_014-002,,Perkins Lake Photos [2],Sheldon Zadok Thayer; Vernice Thayer,,,"Two people stand on either side of a trail sign reading 'overlook trail.' ""Cougar Point"" is written on the front of the photo. Vernice Thayer L, Sheldon Z. Thayer R"" is written on the back of the photograph.",trails (recreation areas); hiking; signs (declaratory and advertising objects),"Salmon, Idaho",45.08220104,-114.05454,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-002.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-002,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-002_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-002_th.jpg
mg5792_014-003,,Perkins Lake Photos [3],Sheldon Zadok Thayer; Vernice Thayer,,,"A woman cooks at a campfire near a sign reading ""Overlook Trail."" ""Cougar Point"" is written on the front of photograph. ""Vernice Thayer"" is written on the back of the photograph.",camp chairs; camp sites (recreation spaces); cooking; signs (declaratory and advertising objects),"Salmon, Idaho",45.08220104,-114.05454,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-003_th.jpg
mg5792_014-004,,Perkins Lake Photos [4],Sheldon Zadok Thayer; Vernice Thayer,,,"A woman prepares food at a picnic table in a forest campsite. ""Cougar Point"" is written on the front of the photograph. ""Vernice Thayer"" is written on the back of the photograph.",cooking; picnic tables; camp sites (recreation spaces),"Salmon, Idaho",45.08220104,-114.05454,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-004,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-004.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-004,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-004_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-004_th.jpg
mg5792_014-005,,Perkins Lake Photos [5],Sheldon Zadok Thayer; Vernice Thayer,,,"Two people stand and sit at a picnic table in a forest campsite. ""Cougar Point"" is written on the front of the photograph. ""Vernice Thayer, Sheldon Z. Thayer"" is written on the back of the photograph.",picnic tables; camp sites (recreation spaces),"Salmon, Idaho",45.08220104,-114.05454,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-005,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-005.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-005,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-005_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-005_th.jpg
mg5792_014-006,,Perkins Lake Photos [6],Sheldon Zadok Thayer; Vernice Thayer,,,"A group of boys walks through a rocky wilderness area. A mountain peak is visible in the background. ""Boy Scouts above Mascott [sic] Mine"" is written on the front of the photograph.",boys; hiking; clubs (associations),"Blaine County, Idaho",43.69543066,-114.0985026,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-006,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-006.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-006,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-006_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-006_th.jpg
mg5792_014-007,,Perkins Lake Photos [7],Sheldon Zadok Thayer; Vernice Thayer,,,"A person stands between a tent and a campfire in a forest area. ""Camp near Dead Horse Pass"" is written on the front of the photograph.",camp sites (recreation spaces); forests (plant communities); camping tents,,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-007,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-007.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-007,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-007_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-007_th.jpg
mg5792_014-008,,Perkins Lake Photos [8],Sheldon Zadok Thayer; Vernice Thayer,,,"A view from above of a road next to a river. ""Salmon River and Middle Fork"" is written on the front of the photograph.",rivers; roads,"Valley County, Idaho",44.9913539,-114.6660214,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-008,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-008.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-008,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-008_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-008_th.jpg
mg5792_014-009,,Perkins Lake Photos [9],Sheldon Zadok Thayer; Vernice Thayer,,,"A group of people ride horses in a forest area. ""Trail to Perkins Lake"" is written on the front of the photograph.",Equus Caballus (species); recreation,"Blaine County, Idaho",43.93054139,-114.8389144,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-009,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-009.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-009,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-009_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-009_th.jpg
mg5792_014-010,,Perkins Lake Photos [10],Sheldon Zadok Thayer; Vernice Thayer,,,"A group of people pose with horses in a forest area. ""Headed for Perkins Lake"" is written on the front of the photograph.",Equus Caballus (species); recreation,"Blaine County, Idaho",43.93054139,-114.8389144,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_014-010,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_014-010.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_014-010,https://objects.lib.uidaho.edu/thayer/small/mg5792_014-010_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_014-010_th.jpg
mg5792_015-001,,Dog Mushing Photos [1],Sheldon Zadok Thayer; Vernice Thayer,,,"A team of dogs pulls two people in a basket sled. A mountain range is visible in the distance. ""George Cutler"" is written on the back of the photograph.",dogsleds; Canis familiaris (species); snow (precipitation),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-001_th.jpg
mg5792_015-002,,Dog Mushing Photos [2],Sheldon Zadok Thayer; Vernice Thayer,,,"A man poses with two teams of dogs pulling sleds in a snowy field. A mountain range is visible in the distance. ""Work Trip"" is written on the back of the photograph.",dogsleds; Canis familiaris (species); snow (precipitation),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-002.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-002,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-002_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-002_th.jpg
mg5792_015-003,,Dog Mushing Photos [3],Sheldon Zadok Thayer; Vernice Thayer,,,"A team of dogs pulls a man in a sled through a snowy wilderness area. Mountains are visible in the background. ""George Cutler"" is written on the back of the photograph, which is stamped with the number 4.",dogsleds; Canis familiaris (species); snow (precipitation); recreation,,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-003_th.jpg
mg5792_015-004,,Dog Mushing Photos [4],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,April 17,"Two people and their supplies are pulled in a sled by a team of dogs. The photograph is taken from behind the sled. ""Sheldon & I"" is written on the front of the photograph. ""Sheldon Z. Thayer, Vernice Thayer in sled"" is written on the back of the photograph.",dogsleds; Canis familiaris (species); snow (precipitation); snowshoes (drags),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-004,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-004.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-004,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-004_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-004_th.jpg
mg5792_015-005,,Dog Mushing Photos [5],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","A team of dogs pulling a sled stand and lie down in the snow. ""Short rest at Paymaster Gulch Apr-17-38"" and ""Easter Sunday on the way to Mascot Mine"" are written on the back of the photograph.",dogsleds; Canis familiaris (species); snow (precipitation); recreation,,47.48292708,-115.7960983,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-005,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-005.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-005,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-005_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-005_th.jpg
mg5792_015-006,,Dog Mushing Photos [6],Sheldon Zadok Thayer; Vernice Thayer,,,"A team of dogs pulls a person through a snowy downtown street. The building behind the team has signs reading(l-r), ""Post Office,"" ""Shoe Shop,"" ""H.L. Molony Shoe Repairing,"" ""Baker"" and ""Sweet's Chocolates."" A sign sticking out of the snow reads ""Oil plating done here, germ processed oil."" The back of the photograph is stamped with the number 2.",dogsleds; Canis familiaris (species); snow (precipitation); recreation; downtowns,,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-006,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-006.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-006,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-006_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-006_th.jpg
mg5792_015-007,,Dog Mushing Photos [7],Sheldon Zadok Thayer; Vernice Thayer,,,A person stands next to a sled which is attached to a team of four dogs in a snowy mountain landscape. The back of the photograph is stamped with the number 11.,dogsleds; Canis familiaris (species); snow (precipitation); recreation,,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-007,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-007.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-007,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-007_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-007_th.jpg
mg5792_015-008,,Dog Mushing Photos [8],Sheldon Zadok Thayer; Vernice Thayer,,,"A person stands on a basket sled attached to a team of dogs in front of a house. ""George"" is written on the front of the photo. The back of the photograph is stamped with the number 16.",dogsleds; Canis familiaris (species); snow (precipitation); recreation; houses,,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-008,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-008.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-008,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-008_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-008_th.jpg
mg5792_015-009,,Dog Mushing Photos [9],Sheldon Zadok Thayer; Vernice Thayer,,,"Two people ride in a basket sled being pulled by dogs. ""George - mother"" is written on the front of the photo. ""George and Effie Crosno Thayer"" is written on the back of the photograph.",dogsleds; Canis familiaris (species); snow (precipitation),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_015-009,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_015-009.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_015-009,https://objects.lib.uidaho.edu/thayer/small/mg5792_015-009_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_015-009_th.jpg
