title,date,date is approximate?,description,idaho_county,location,latitude,longitude,subject,source,identifier,donor,collection,format original,type,format,language,rights,rightsstatement,cdm_url,collectionid,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"Panoramic view of Priory of St. Gertrude. Cottonwood, Idaho.",1982-08-01,,,Idaho County,"Cottonwood, Idaho",46.033366,-116.391295,panoramas; convents (nunneries),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-017-3b,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/542,cities,542,cities542,image,cities542.jpg,https://objects.lib.uidaho.edu/cities/cities542.jpg,https://objects.lib.uidaho.edu/cities/small/cities542_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities542_th.jpg,
"Cottonwood Public School [under construction?]. Cottonwood, Idaho.",1912,,Twelve men posed outside building,Idaho County,"Cottonwood, Idaho",46.051699,-116.351969,schools,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-017-4a,Mike Fritz,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/543,cities,543,cities543,image,cities543.jpg,https://objects.lib.uidaho.edu/cities/cities543.jpg,https://objects.lib.uidaho.edu/cities/small/cities543_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities543_th.jpg,
"Exterior view of Priory of St. Gertrude. Cottonwood, Idaho.",1982-08-01,,,Idaho County,"Cottonwood, Idaho",46.033355,-116.391255,exteriors; convents (nunneries),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-017-4c,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/544,cities,544,cities544,image,cities544.jpg,https://objects.lib.uidaho.edu/cities/cities544.jpg,https://objects.lib.uidaho.edu/cities/small/cities544_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities544_th.jpg,
"Balloon launching. Grangeville, Idaho.",1900,,,Idaho County,"Grangeville, Idaho",45.929374,-116.116806,hot-air balloons,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-08e,Verna McGrane,Idaho Cities & Towns Collection,4.5x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/545,cities,545,cities545,image,cities545.jpg,https://objects.lib.uidaho.edu/cities/cities545.jpg,https://objects.lib.uidaho.edu/cities/small/cities545_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities545_th.jpg,
"Center portion, front exterior of Priory of St. Gertrude. Cottonwood, Idaho.",1982-08-01,,,Idaho County,"Cottonwood, Idaho",46.033344,-116.391244,exteriors; convents (nunneries),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-017-4d,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/546,cities,546,cities546,image,cities546.jpg,https://objects.lib.uidaho.edu/cities/cities546.jpg,https://objects.lib.uidaho.edu/cities/small/cities546_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities546_th.jpg,
"Reproduction of a painting of Fort Hall, Idaho.",1890,y,,Bingham County,"Fort Hall, Idaho",43.032658,-112.438781,drawings,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-018-1,,Idaho Cities & Towns Collection,4x7.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/547,cities,547,cities547,image,cities547.jpg,https://objects.lib.uidaho.edu/cities/cities547.jpg,https://objects.lib.uidaho.edu/cities/small/cities547_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities547_th.jpg,
"Site of Fort Hall, Idaho.",1920-06-13,,Bare streak to right shows ruins of east wall of old fort. Grove to left is where Jason Lee preached first sermon west of the Rocky Mtns.,Bingham County,"Fort Hall, Idaho",43.032677,-112.438777,automobiles; roads; rivers,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-018-1b,,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/548,cities,548,cities548,image,cities548.jpg,https://objects.lib.uidaho.edu/cities/cities548.jpg,https://objects.lib.uidaho.edu/cities/small/cities548_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities548_th.jpg,
"Exterior view of Priory of St. Gertrude. Cottonwood, Idaho.",1982-08-01,,,Idaho County,"Cottonwood, Idaho",46.033333,-116.391233,exteriors; convents (nunneries),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-017-4e,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/549,cities,549,cities549,image,cities549.jpg,https://objects.lib.uidaho.edu/cities/cities549.jpg,https://objects.lib.uidaho.edu/cities/small/cities549_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities549_th.jpg,
"Creamery. Ucon, Idaho.",1930,y,,Bonneville County,"Ucon, Idaho",43.596302,-111.963858,main streets; stores,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-019-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/550,cities,550,cities550,image,cities550.jpg,https://objects.lib.uidaho.edu/cities/cities550.jpg,https://objects.lib.uidaho.edu/cities/small/cities550_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities550_th.jpg,
"Idaho Creamery Co. and Garlson Tire & Battery Co. Rupert, Idaho.",1935,y,,Minidoka County,"Rupert, Idaho",42.619076,-113.677235,main streets; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-020-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/551,cities,551,cities551,image,cities551.jpg,https://objects.lib.uidaho.edu/cities/cities551.jpg,https://objects.lib.uidaho.edu/cities/small/cities551_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities551_th.jpg,
"Nelson-Ricks Creamery Co. Hagerman, Idaho.",1940,y,Sign also says 'Cheese Factory No. 3',Gooding County,"Hagerman, Idaho",42.812124,-114.898669,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-021-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/552,cities,552,cities552,image,cities552.jpg,https://objects.lib.uidaho.edu/cities/cities552.jpg,https://objects.lib.uidaho.edu/cities/small/cities552_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities552_th.jpg,
"Jensma Creamery Co. Wilder, Idaho.",1935,y,Sign also says 'Wilder Cheese Factory',Canyon County,"Wilder, Idaho",43.676549,-116.911816,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-022-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/553,cities,553,cities553,image,cities553.jpg,https://objects.lib.uidaho.edu/cities/cities553.jpg,https://objects.lib.uidaho.edu/cities/small/cities553_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities553_th.jpg,
"Creamery. Ashton, Idaho.",1933,y,Sign says 'Cream Station',Fremont County,"Ashton, Idaho",44.071581,-111.448288,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-023-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/554,cities,554,cities554,image,cities554.jpg,https://objects.lib.uidaho.edu/cities/cities554.jpg,https://objects.lib.uidaho.edu/cities/small/cities554_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities554_th.jpg,
"Snake River Dairy Products Co. Ashton, Idaho.",1933,y,Sign also says 'Valley Brand Cheese',Fremont County,"Ashton, Idaho",44.071581,-111.448288,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-024-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/555,cities,555,cities555,image,cities555.jpg,https://objects.lib.uidaho.edu/cities/cities555.jpg,https://objects.lib.uidaho.edu/cities/small/cities555_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities555_th.jpg,
"Street scene with horses, men and cars lined up [parade?]. Nez Perce, Idaho.",1932,y,,Lewis County,"Nez Perce, Idaho",46.234981,-116.242079,main streets; parades; horses,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-101-1b,Nez Perce Historical Club,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/556,cities,556,cities556,image,cities556.jpg,https://objects.lib.uidaho.edu/cities/cities556.jpg,https://objects.lib.uidaho.edu/cities/small/cities556_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities556_th.jpg,
"Ed Vincent making a war talk for Red Cross Drive. Grangeville, Idaho.",1918,,,Idaho County,"Grangeville, Idaho",45.929802,-116.119925,speeches,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-08h,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/557,cities,557,cities557,image,cities557.jpg,https://objects.lib.uidaho.edu/cities/cities557.jpg,https://objects.lib.uidaho.edu/cities/small/cities557_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities557_th.jpg,
"Blackfoot Creamery. Blackfoot, Idaho.",1930,y,,Bingham County,"Blackfoot, Idaho",43.190471,-112.344977,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-025-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/558,cities,558,cities558,image,cities558.jpg,https://objects.lib.uidaho.edu/cities/cities558.jpg,https://objects.lib.uidaho.edu/cities/small/cities558_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities558_th.jpg,
"Team of horses and wagon loaded with cream cans. Creamery. Blackfoot, Idaho.",1930,y,,Bingham County,"Blackfoot, Idaho",43.190466,-112.344966,exteriors; business enterprises; wagons; horses,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-025-2,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/559,cities,559,cities559,image,cities559.jpg,https://objects.lib.uidaho.edu/cities/cities559.jpg,https://objects.lib.uidaho.edu/cities/small/cities559_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities559_th.jpg,
"Nelson-Ricks Creamery Co. St. Anthony, Idaho.",1930,y,Sign also says 'Cheese Factory No. 5',Fremont County,"Anthony, Idaho",43.963893,-111.678386,exteriors; business enterprises; wagons; horses,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-026-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/560,cities,560,cities560,image,cities560.jpg,https://objects.lib.uidaho.edu/cities/cities560.jpg,https://objects.lib.uidaho.edu/cities/small/cities560_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities560_th.jpg,
"Cloverleaf Creamery Co. Caldwell, Idaho.",1930,y,,Canyon County,"Caldwell, Idaho",43.697553,-116.719673,main streets; automobiles; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-027-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/561,cities,561,cities561,image,cities561.jpg,https://objects.lib.uidaho.edu/cities/cities561.jpg,https://objects.lib.uidaho.edu/cities/small/cities561_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities561_th.jpg,
"Cloverleaf Creamery Co. Caldwell, Idaho.",1928,y,,Canyon County,"Caldwell, Idaho",43.697553,-116.719673,main streets; automobiles; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-027-2,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/562,cities,562,cities562,image,cities562.jpg,https://objects.lib.uidaho.edu/cities/cities562.jpg,https://objects.lib.uidaho.edu/cities/small/cities562_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities562_th.jpg,
"Barrels of powdered milk in Powdered Milk Warehouse. Caldwell, Idaho.",1945,y,,Canyon County,"Caldwell, Idaho",43.697553,-116.719673,warehouses,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-027-3,Harry H. Caldwell,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/563,cities,563,cities563,image,cities563.jpg,https://objects.lib.uidaho.edu/cities/cities563.jpg,https://objects.lib.uidaho.edu/cities/small/cities563_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities563_th.jpg,
"Overland Hotel (1863-1903) on corner of 8th and Main Streets. Boise, Idaho.",1889,,,Ada County,"Boise, Idaho",43.615626,-116.203358,hotels (public accommodations),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-02,,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/564,cities,564,cities564,image,cities564.jpg,https://objects.lib.uidaho.edu/cities/cities564.jpg,https://objects.lib.uidaho.edu/cities/small/cities564_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities564_th.jpg,
"Paul Butter and Cheese Co. Paul, Idaho.",1947,y,,Minidoka County,"Paul, Idaho",42.647876,-114.011307,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-029-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/565,cities,565,cities565,image,cities565.jpg,https://objects.lib.uidaho.edu/cities/cities565.jpg,https://objects.lib.uidaho.edu/cities/small/cities565_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities565_th.jpg,
"Nelson-Ricks Creamery Co. Victor, Idaho.",1936,y,Sign also says 'Cheese Factory No. 4',Teton County,"Victor, Idaho",43.845619,-111.737942,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-028-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/566,cities,566,cities566,image,cities566.jpg,https://objects.lib.uidaho.edu/cities/cities566.jpg,https://objects.lib.uidaho.edu/cities/small/cities566_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities566_th.jpg,
"Anderes Bros. Cheese Factory. Idaho Falls, Idaho.",1942,y,,Bonneville County,"Idaho Falls, Idaho",43.498211,-112.084622,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-030-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/567,cities,567,cities567,image,cities567.jpg,https://objects.lib.uidaho.edu/cities/cities567.jpg,https://objects.lib.uidaho.edu/cities/small/cities567_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities567_th.jpg,
"Bull Moose Party float being pulled by horses. Grangeville, Idaho.",1912,,"Sign on float reads, 'Vote for Roosevelt and Martin.'",Idaho County,"Grangeville, Idaho",45.929802,-116.119925,floats,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-08i,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/568,cities,568,cities568,image,cities568.jpg,https://objects.lib.uidaho.edu/cities/cities568.jpg,https://objects.lib.uidaho.edu/cities/small/cities568_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities568_th.jpg,
"Interior of creamery. Bonners Ferry, Idaho.",1920,y,,Boundary County,"Bonners Ferry, Idaho",48.689492,-116.316172,interiors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-031-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/569,cities,569,cities569,image,cities569.jpg,https://objects.lib.uidaho.edu/cities/cities569.jpg,https://objects.lib.uidaho.edu/cities/small/cities569_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities569_th.jpg,
"Creamery. Bonners Ferry, Idaho.",1920,y,,Boundary County,"Bonners Ferry, Idaho",48.689492,-116.316172,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-031-1b,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/570,cities,570,cities570,image,cities570.jpg,https://objects.lib.uidaho.edu/cities/cities570.jpg,https://objects.lib.uidaho.edu/cities/small/cities570_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities570_th.jpg,
"Back and side of creamery. Bonners Ferry, Idaho.",1920,y,,Boundary County,"Bonners Ferry, Idaho",48.689492,-116.316172,exteriors; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-031-1c,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/571,cities,571,cities571,image,cities571.jpg,https://objects.lib.uidaho.edu/cities/cities571.jpg,https://objects.lib.uidaho.edu/cities/small/cities571_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities571_th.jpg,
