objectid,title,description,original_description,image_alt_text,organizations,subject,original_subject,creator,date,archival_date,location,latitude,longitude,identifier,format_original,format,filename_old,filename,source,type,accession_number,donor,digital_collection,contributing_institution,language,rights,rightsstatement,book,physical_location,display_template,object_location,image_small,image_thumb
priestriver0285,Beardmore Boom,"Rows of wooden pilings extend across a body of water, with hills and trees in the background with ""Beardmore Boom"" inscribed at lower right.",,"Rows of wooden pilings extend across a body of water, with hills and trees in the background. A structure made of wooden planks is partially submerged in the water. Label near bottom right reads ""Beardmore Boom.""",C.W. Beardmore Company,logging; log drives; sorting booms,logging; log drives; splash dams; sorting booms; bateau,,,1910-1940,Bonner County,48.17747331,-116.9241867,log4-30,black and white photograph,image/jpeg,log4-030,log4-030.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,226,Vivienne Beardmore McAlexander,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0285.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0285_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0285_th.jpg
priestriver0286,Crew in Bateau,"A group of people sitting in a canoe on a river, with one person standing on a log nearby.","The bateau is headed out from shore carrying the crew. Wallace Doolittle is the 2nd man, facing the camera, in a dark hat. Sievert Flaten is no. 5, and Henry Lund is standing on shore.","A group of people sitting in a canoe on a river, with one person standing on a log nearby. The surrounding area is wooded and the water is flowing gently.",,logging; log drives; bateau,logging; log drives; splash dams; sorting booms; bateau,,,1910-1940,Bonner County,,,log4-32,black and white photograph,image/jpeg,log4-032,log4-032.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,256,Barney Stone,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0286.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0286_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0286_th.jpg
priestriver0287,"Splash Dam, Lower West Branch, Torrelle Falls","The splash dam in the background, a full head of water surging through it, and a board across the front of the picture that is probably the old flume.",,"A wooden structure with rushing water flowing beneath it, surrounded by rocky terrain and dense trees in the background. A person stands on the structure above the water.",,logging; log drives; splash dams,logging; log drives; splash dams; sorting booms; bateau,,,1910-1940,Bonner County,48.28441753,-116.958851,log4-33,black and white photograph,image/jpeg,log4-033,log4-033.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,249,Barney Stone,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0287.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0287_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0287_th.jpg
priestriver0288,Dam at Torrelle Falls,"""Splash dam"" at Torrelle Falls on the Lower West Branch.","Mike found this picture of the log splash dam at Torrelle Falls on the Lower West Branch (where the Falls Inn now is), at a flea market in Spokane. It was ID'd on the back.","A canal structure made from logs, converging into a covered wooden section. The surrounding area is wooded, with tall trees and rolling hills in the background.",,logging; log drives; splash dams,logging; log drives; splash dams; sorting booms; bateau,,,1910-1940,Bonner County,48.28441753,-116.958851,log4-34,black and white photograph,image/jpeg,log4-034,log4-034.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,241,Mike Denuty,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0288.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0288_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0288_th.jpg
priestriver0289,"Splash Dam, Camp 19, Humbird","""Splash dam"" on the Lower West Branch.",This picture of the splash dam on the Lower West Branch is almost identical to Log 4-31. Pictures combined in album as to Log 35.,"A log structure next to a flowing body of water, with trees lining the background.",Humbird Lumber Co,logging; log drives; splash dams,logging; log drives; splash dams; sorting booms; bateau,,,1920-1940,Bonner County,48.28441753,-116.958851,log4-35,black and white photograph,image/jpeg,log4-035,log4-035.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,266,Clarence Baker,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0289.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0289_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0289_th.jpg
priestriver0290,"Lower West Branch Dam, Beardmore","""Splash dam"" of Beardmore's on the Lower West Branch north of Camp 19, (Humbird's).",,"A river flowing in the foreground with a wooden bridge structure spanning across it. Snow is visible on the banks, and tall trees stand in the background.",C.W. Beardmore Company,logging; log drives; splash dams,logging; log drives; splash dams; sorting booms; bateau,,,1920-1940,Bonner County,48.29919712,-116.9794451,log4-36,black and white photograph,image/jpeg,log4-036,log4-036.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,268,Clarence Baker,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0290.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0290_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0290_th.jpg
priestriver0291,Mouth of Priest River,"The picture shows the river full of jumbled logs, bank to bank, at log drive time.",,A large number of logs are scattered across the ground in a clearing surrounded by trees.,,logging; log drives; splash dams,logging; log drives; splash dams; sorting booms; bateau,,,1920-1940,Bonner County,48.49159233,-116.8989392,log4-37,black and white photograph,image/jpeg,log4-037,log4-037.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,265,Clarence Baker,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0291.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0291_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0291_th.jpg
priestriver0292,Lunchtime on the Drive,Timber workers Henry Lund and Billy Kennedy eating lunch on a log.,"Picture shows two ""jacks"" eating lunch side-by-side on a log at the edge of the river. Man on the left is Henry Lund, the other is Billy Kennedy.","Two people sit side by side on a large log. They are both wearing hats and boots. The person on the left is pouring a drink from a thermos into a cup, while the person on the right holds a can. The background shows a natural setting with trees and rocks.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,Ross Hall,1948,1920-1950,Bonner County,,,log4-38,black and white photograph,image/jpeg,log4-038,log4-038.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,276,Lyle Neil,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0292.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0292_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0292_th.jpg
priestriver0293,Working the Drive,Red Rouse and unknown workers on a log drive.,"Photo is much like Log 4-40. Men are working logs, white water beyond. Again, Red Rouse is in this picture.","A group of people standing on and around a large pile of logs in a river, involved in log driving. The water appears to be flowing swiftly nearby.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1940-1950,Bonner County,,,log4-39,black and white photograph,image/jpeg,log4-039,log4-039.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,280,JoAnn England,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0293.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0293_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0293_th.jpg
priestriver0294,More Working the Drive,Red Rouse and unknown workers on a log drive.,"Men are working logs jammed on the fore bank, lots of white water beyond. Donor says her father, Red Rouse, is in this picture.","Several people standing on and around logs floating in a river, working to manage the logs as they move through the water. Trees line the riverbank in the background.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1940-1950,Bonner County,,,log4-40,black and white photograph,image/jpeg,log4-040,log4-040.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,281,JoAnn England,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0294.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0294_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0294_th.jpg
priestriver0295,At the Mouth of the Priest,"A river covered in numerous floating logs, with a bridge spanning across in the background and wooded hills surrounding the area.",,"A river covered in numerous floating logs, with a bridge spanning across in the background and wooded hills surrounding the area.",,logging; log drives; bridges,logging; log drives; splash dams; sorting booms; bateau,,,1940-1950,Bonner County,48.49159233,-116.8989392,log4-41,black and white photograph,image/jpeg,log4-041,log4-041.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,282,JoAnn England,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0295.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0295_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0295_th.jpg
priestriver0296,Driving Crew,"A group of eleven men standing and kneeling outdoors, each holding cant hooks","Left to right with their cant hooks are, back row, Bill Whetsler, Norman Doolittle, Bud Bryant, Phil Prince, Art Larson, Guy Hensley and Chet Bates. Kneeling in front are Pete Golden, Ellis Fry, Clarence Pingle and Mart Gumaer","A group of eleven men standing and kneeling outdoors, each holding a long-handled tool. They are wearing hats and work clothes, and there are trees in the background.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1940,Bonner County,,,log4-42,black and white photograph,image/jpeg,log4-042,log4-042.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,313,"Dave Bryant, St.",Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0296.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0296_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0296_th.jpg
priestriver0297,1944 Log Drive Crew,"A group of men wearing hats and plaid shirts, standing and sitting in a wooded area.","Back Row, left to right: John Salesky, Chet Bates, Eldon Gregory, Cliff Damschen, George Lohnes, Clarence Pingle, George Naccarato. Front Row, left to right: Ralph Salesky, Bill McKee, Mart Gumaer, Bill Whetsler, Joe Gumaer.","A group of men wearing hats and plaid shirts, standing and sitting in a wooded area. There are several trees and branches in the background. Some of the men are seated on the ground while others stand behind them.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,1944,,Bonner County,,,log4-43,black and white photograph,image/jpeg,log4-043,log4-043.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,355,Rowenna Gumaer,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0297.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0297_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0297_th.jpg
priestriver0298,Log Jam,"Log jam on the Priest River taken from a postcard. Text reads ""Priest River, IDA""",,"Logs are piled up along a riverbank, with several men standing on the logs. The river appears to be flowing rapidly, and there are trees and foliage in the background. Text reads ""Priest River, IDA""",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1940,Bonner County,48.47334643,-116.9169511,log4-44,black and white photograph,image/jpeg,log4-044,log4-044.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,404,Jim Crunk Jr.,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0298.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0298_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0298_th.jpg
priestriver0299,Boss of the Drive,Bill Whetsler standing alongside the Priest River with his hands behind his back.,,"A man wearing a hat and overalls stands on a log next to a river, surrounded by a forest of tall trees.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,48.47334643,-116.9169511,log4-45,black and white photograph,image/jpeg,log4-045,log4-045.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,427,Ralph Salesky,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0299.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0299_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0299_th.jpg
priestriver0300,Showing Off,Bill Whetsler lying down on a log in the river balancing himself with the aid of a pike pole held horizontally above his chest.,,"A person lying on a log in water, holding a long pole and wearing a hat. They are dressed in rugged clothing and boots with a spiked sole.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,48.47334643,-116.9169511,log4-46,black and white photograph,image/jpeg,log4-046,log4-046.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,428,Ralph Salesky,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0300.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0300_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0300_th.jpg
priestriver0301,River Pigs,Driving crew posed on logs in the river.,"Bill Whetsler is standing at the very left end. Clarence Pingel and Eldon Gregory are also standing in the back, with Phil Prince in between them, his head at their shoulder level. To Prince's immediate right is Sievert Flaten with Henry Lund next to him on the right end. Red Rouse is kneeling on the left in front of them, in the light shirt and suspenders. Curly Golden is in front of Rouse in the dark hat, with Bud Jacobs to Golden's right, then Mart Gumaer, then two unidentified and Chet Bates on end. Others are unknown.",A group of men wearing hats and outdoor clothing standing and sitting on logs by a river. The background shows trees and a hillside.,,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,48.47334643,-116.9169511,log4-47,black and white photograph,image/jpeg,log4-047,log4-047.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,429,Ralph Salesky,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0301.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0301_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0301_th.jpg
priestriver0302,A River Full of Logs,"Priest River filled with numerous floating logs, surrounded by snow-covered banks and trees, with mountains visible in the background.",,"A river filled with numerous floating logs, surrounded by snow-covered banks and trees, with mountains visible in the background.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1940,Bonner County,48.47334643,-116.9169511,log4-48,black and white photograph,image/jpeg,log4-048,log4-048.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,432,Ralph Salesky,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0302.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0302_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0302_th.jpg
priestriver0303,Log Drive Scene 1,"Two people standing at Chipmunk Rapids during the log drive, with a steep, rocky embankment in the background.",This 3x5 horizontal was taken at Chipmunk Rapids during the log drive. Log 4-50 is almost like it. Salesky tells a story of Mart Gumaer falling off a log here while showing off for the assembled bigwigs of Diamond Match. Salesky fished him out by running his peavey under Mat's suspenders. He says Mart would rather have drowned. He characterized Mart as a show-off who was always out front garnering attention.,"Two people standing on logs in a river, with a steep, rocky embankment in the background.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,48.4229028,-116.9086769,log4-49,black and white photograph,image/jpeg,log4-049,log4-049.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,434,Ralph Salesky,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0303.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0303_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0303_th.jpg
priestriver0304,Log Drive Scene 2,"Two people standing at Chipmunk Rapids during the log drive, with a steep, rocky embankment in the background.",,"Three people wade through a river, with a dog nearby, while navigating around a large fallen log. The background shows a rocky embankment.",,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,48.4229028,-116.9086769,log4-50,black and white photograph,image/jpeg,log4-050,log4-050.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,435,Ralph Salesky,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0304.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0304_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0304_th.jpg
priestriver0305,Two Men in Bateau,"Bill Whestler, on the left, and Chet Bates standing in a rowboat on a river, each holding a long pole. Riverbank with trees in the background.","Donor says the men in the bateau in this 3x5 vertical are Bill Whestler, on the left, and Chet Bates.","Two people standing in a rowboat on a river, each holding a long pole. Riverbank with trees in the background.",,logging; log drives; bateau,logging; log drives; splash dams; sorting booms; bateau,,,1930-1940,Bonner County,,,log4-51,black and white photograph,image/jpeg,log4-051,log4-051.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,436,Ralph Salesky,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0305.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0305_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0305_th.jpg
priestriver0306,Bateau in rapids,"Five people in a boat navigating through whitewater rapids, with a forested riverbank in the background.",This 3x5 horizontal shows 5 men in a bateau going down rapids.,"Five people in a boat navigating through whitewater rapids, with a forested riverbank in the background.",,logging; log drives; bateau,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,,,log4-52,black and white photograph,image/jpeg,log4-052,log4-052.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,473,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0306.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0306_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0306_th.jpg
priestriver0307,Bateau in Log Jam,"A group of people navigating a boat through rough waters, with logs floating nearby and a forested hillside in the background.",This 3x5 horizontal shows 5 man in a bateau navigating rapids next to a log jam.,"A group of people navigating a boat through rough waters, with logs floating nearby and a forested hillside in the background.",,logging; log drives; bateau,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,,,log4-53,black and white photograph,image/jpeg,log4-053,log4-053.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,475,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0307.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0307_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0307_th.jpg
priestriver0308,Long Center Jam,A river winding through a forested area with numerous logs floating on the water.,Photo shows log jam in the center of a river.,A river winding through a forested area with numerous logs floating on the water. Tall trees line both sides of the river.,,logging; log drives,logging; log drives; splash dams; sorting booms; bateau,,,1930-1950,Bonner County,,,log4-54,black and white photograph,image/jpeg,log4-054,log4-054.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,418,Jim Crunk Jr. and Chuck Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 4,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0308.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0308_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0308_th.jpg
