title,description,creator,date,archival_date,date is approximate?,subject,subject (lcsh),location,location (lcsh),latitude,longitude,digital collection,publisher digital,source,identifier,rights,rightsstatement,ordering information,format original,type,format,language,digitization specifications,date digital,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
University of Idaho six horse team at fairgrounds,Earl Sawyer driving six University of Idaho horses at the Fairgrounds north of Sixth Street and west of the railroad tracks. 1930s.,,1930,,yes,horses; fairgrounds,Agricultural exhibitions--Idaho--Moscow; Horses--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.724361,-117.008568,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-049,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1163,1163,ott1163,image,ott1163.jpg,https://objects.lib.uidaho.edu/ott/ott1163.jpg,https://objects.lib.uidaho.edu/ott/small/ott1163_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1163_th.jpg,
University of Idaho Administration Building [08],"Administration Building. University of Idaho was located at Moscow by a legislative act of a territorial convention held in Boise in 1889. It opened for classes October 3, 1892.",,1892-10-03,,yes,buildings; campus,School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-050,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1164,1164,ott1164,image,ott1164.jpg,https://objects.lib.uidaho.edu/ott/ott1164.jpg,https://objects.lib.uidaho.edu/ott/small/ott1164_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1164_th.jpg,
University of Idaho campus,"Campus. Ridenbaugh Hall, School of Mines, and Administration Building. Pictures early 1900s.",,1900,,yes,buildings; campus,College campuses--Idaho--Moscow; Mining schools and education--Idaho--Moscow; School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.724519,-117.00919,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-051,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1165,1165,ott1165,image,ott1165.jpg,https://objects.lib.uidaho.edu/ott/ott1165.jpg,https://objects.lib.uidaho.edu/ott/small/ott1165_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1165_th.jpg,
University of Idaho [04],"Class of 1901 and friends. 1- Marguerite David, 2- Gainford Mix, 3- George Snow, 4- Carroll Smith, 5- Burton French, 6- Mrs.  Fred Shields, 7- Lucy Fisher Sinclair, 8- Myra Moody (1904), 9- Permeal French (Dean), 10- Homer David, 11- Fred Shields, 12- Carrie Tomer, 13- Tom Burke, 14- Minnie Marcy, 15- Ethel Moody Byrns (1920).",,1901,,yes,people,University of Idaho--Alumni and alumnae,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-052,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1166,1166,ott1166,image,ott1166.jpg,https://objects.lib.uidaho.edu/ott/ott1166.jpg,https://objects.lib.uidaho.edu/ott/small/ott1166_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1166_th.jpg,
University of Idaho [01],"George Snow, Gainford Mix, Carrie Tomer, Carroll  Smith, Homer David, Mrs. Marcy, Lucy Fisher Sinclair, Tom Burke, Permeal French, Burton French. (Class of 1901)",,1901,,yes,people,University of Idaho--Alumni and alumnae,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-053,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1167,1167,ott1167,image,ott1167.jpg,https://objects.lib.uidaho.edu/ott/ott1167.jpg,https://objects.lib.uidaho.edu/ott/small/ott1167_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1167_th.jpg,
Idaho National Harvester Company buildings [02],Idaho National Harvester buildings were used as barracks for Section B while stationed at Moscow in 1918.,,1918,,yes,buildings,Barracks--Idaho--Moscow; Harvesting machinery--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.737989,-117.002313,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-011,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1168,1168,ott1168,image,ott1168.jpg,https://objects.lib.uidaho.edu/ott/ott1168.jpg,https://objects.lib.uidaho.edu/ott/small/ott1168_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1168_th.jpg,
University of Idaho [06],"Tom Burke, Mrs. Marcy, Dr. Carroll Smith, Homer David, Carrie Tomer, Carroll Smith, Lucy Fisher Sinclair, Gainford Mix, Permeal French, Burton French (Class of 1901).",,1901,,yes,people,University of Idaho--Alumni and alumnae,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-053a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1169,1169,ott1169,image,ott1169.jpg,https://objects.lib.uidaho.edu/ott/ott1169.jpg,https://objects.lib.uidaho.edu/ott/small/ott1169_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1169_th.jpg,
Administration Building being demolished after fire,Administration Building being demolished after fire.,,1905,,yes,buildings; campus; demolition;,School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings; Wrecking--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-053z,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1170,1170,ott1170,image,ott1170.jpg,https://objects.lib.uidaho.edu/ott/ott1170.jpg,https://objects.lib.uidaho.edu/ott/small/ott1170_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1170_th.jpg,
University of Idaho [03],"[Photo of correspondence or advertisement?] Veatch Realty Company [regarding original Administration Building fire]: 'Fire!  The Destroyer! | | Fire Insurance Companies paid the state of Idaho $105,000 for the loss sustained when the old administration building at the university, pictured above, was destroyed by fire in 1906.",,1906,,yes,campus; clippings,Insurance--Idaho--Moscow; Real estate business--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-054,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1171,1171,ott1171,image,ott1171.jpg,https://objects.lib.uidaho.edu/ott/ott1171.jpg,https://objects.lib.uidaho.edu/ott/small/ott1171_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1171_th.jpg,
University of Idaho campus in 1912,"University of Idaho campus in 1913. 1- School of Mines, 1902; 2- Administration Building, 1907-08; 3- Mines Building; 4- Morrill Hall, 1906; 5- Geology Building.",,1913,,yes,buildings; campus,College campuses--Idaho--Moscow; School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings; University of Idaho--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-055,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1172,1172,ott1172,image,ott1172.jpg,https://objects.lib.uidaho.edu/ott/ott1172.jpg,https://objects.lib.uidaho.edu/ott/small/ott1172_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1172_th.jpg,
University of Idaho School of Mines,"School of Mines, University of Idaho, completed in 1902, picture 1915.",,1915,,yes,buildings; campus,Mining schools and education--Idaho--Moscow; University of Idaho--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.724747,-117.010006,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-056,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1173,1173,ott1173,image,ott1173.jpg,https://objects.lib.uidaho.edu/ott/ott1173.jpg,https://objects.lib.uidaho.edu/ott/small/ott1173_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1173_th.jpg,
University of Idaho Gymnasium,"Gymnasium, University of Idaho, completed 1904, picture about 1915.",,1915,,yes,campus; buildings;,Gymnasiums--Idaho--Moscow; University of Idaho--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.726453,-117.012184,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-057,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1174,1174,ott1174,image,ott1174.jpg,https://objects.lib.uidaho.edu/ott/ott1174.jpg,https://objects.lib.uidaho.edu/ott/small/ott1174_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1174_th.jpg,
University of Idaho Administration Building [07],"Administration Building. University of Idaho, burned in 1906. Picture from a glass negative by M.L. Romig about 1905.",,1905,,yes,buildings; campus,School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-058,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1175,1175,ott1175,image,ott1175.jpg,https://objects.lib.uidaho.edu/ott/ott1175.jpg,https://objects.lib.uidaho.edu/ott/small/ott1175_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1175_th.jpg,
Idaho National Harvester Company,Idaho National Harvester building used as mess hall for Section B while stationed at Moscow in 1918.,,1918,,,buildings,Armies--Commissariat; Harvesting machinery--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.737989,-117.002313,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-012,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1176,1176,ott1176,image,ott1176.jpg,https://objects.lib.uidaho.edu/ott/ott1176.jpg,https://objects.lib.uidaho.edu/ott/small/ott1176_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1176_th.jpg,
University of Idaho [02],"School of Mines, University of Idaho, later Engineering Building. Picture from a glass negative by M.L. Romig about 1905.",,1905,,yes,buildings; campus,Mining schools and education--Idaho--Moscow; University of Idaho--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.724747,-117.010006,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-059,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1177,1177,ott1177,image,ott1177.jpg,https://objects.lib.uidaho.edu/ott/ott1177.jpg,https://objects.lib.uidaho.edu/ott/small/ott1177_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1177_th.jpg,
University of Idaho Administration Building [10],"Administration Building, University of Idaho, burned in 1906. Picture from the University of Idaho Library.",,1906,,yes,buildings; campus,School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-060,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1178,1178,ott1178,image,ott1178.jpg,https://objects.lib.uidaho.edu/ott/ott1178.jpg,https://objects.lib.uidaho.edu/ott/small/ott1178_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1178_th.jpg,
"University of Idaho, looking northeast toward athletic field","Looking northeast at University of Idaho buildings and athletic field. 1- Morrill Hall, 2- gymnasium, 3- Administration Building, 4- athletic field with football game in progress. About 1920.",,1920,,yes,buildings; campus; football; football fields,College campuses--Idaho--Moscow; Football--Moscow--Idaho; Football fields--Idaho--Moscow; University of Idaho--Buildings; University of Idaho--Football,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.728005,-117.01095,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-061,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1179,1179,ott1179,image,ott1179.jpg,https://objects.lib.uidaho.edu/ott/ott1179.jpg,https://objects.lib.uidaho.edu/ott/small/ott1179_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1179_th.jpg,
University of Idaho Music Hall,"Music Hall, University of Idaho. Located west of Blake Avenue and north of tennis courts. Ridenbaugh Hall at right. Picture taken about 1907 on a glass transparency.",,1907,,yes,campus; buildings;,Conservatories of music--Idaho--Moscow; University of Idaho--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.725365,-117.008858,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-062,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1180,1180,ott1180,image,ott1180.jpg,https://objects.lib.uidaho.edu/ott/ott1180.jpg,https://objects.lib.uidaho.edu/ott/small/ott1180_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1180_th.jpg,
Ridenbaugh Hall  at University of Idaho,Ridenbaugh Hall from a panoramic taken about 1912.,,1912,,yes,campus; buildings;,University of Idaho--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.724453,-117.00875,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-064,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1181,1181,ott1181,image,ott1181.jpg,https://objects.lib.uidaho.edu/ott/ott1181.jpg,https://objects.lib.uidaho.edu/ott/small/ott1181_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1181_th.jpg,
School of Mines at University of Idaho,School of Mines from a panoramic taken about 1912.,,1912,,yes,buildings; campus,College campuses--Idaho--Moscow; Mining schools and education--Idaho--Moscow; University of Idaho--Buildings,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.724747,-117.010006,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-065,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1182,1182,ott1182,image,ott1182.jpg,https://objects.lib.uidaho.edu/ott/ott1182.jpg,https://objects.lib.uidaho.edu/ott/small/ott1182_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1182_th.jpg,
University of Idaho [05],"Student's room in Ridenbaugh Hall, a girls' dormitory built in 1903. Picture from a glass transparency about 1907.",,1907,,yes,campus; buildings; interiors,Dormitories--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.724453,-117.00875,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-063,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1183,1183,ott1183,image,ott1183.jpg,https://objects.lib.uidaho.edu/ott/ott1183.jpg,https://objects.lib.uidaho.edu/ott/small/ott1183_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1183_th.jpg,
