objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug135-scrapbook1-page84,WAMI Students Discuss Medical Program 02,Unknown,1973-12-20,Continuation of previous press release on the experiences and opinions of WAMI medical students on the rural medical program.,WAMI Program; University of Idaho; Medical Education; Rural Medicine,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page84,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_084.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_084_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_084_th.jpg"
ug135-scrapbook1-page85,Season’s Greeting from WAMI Office,Unknown,1973-12,"A season’s greeting scrapbook page from the WAMI Office, featuring festive drawings and cutouts of staff members.",WAMI Program; University of Idaho; Christmas; Celebration; Students; Staff; Party; Group Photos,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page85,Image;StillImage,Scrapbook Page,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_085.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_085_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_085_th.jpg"
ug135-scrapbook1-page86,Final Night Party,Unknown,1973-12-21,"Photographs from the final night party of the WAMI program, showing various participants and notable figures.",WAMI Program; University of Idaho; Christmas; Celebration; Students; Staff; Party; Group Photos,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page86,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_086.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_086_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_086_th.jpg"
ug135-scrapbook1-page87,Christmas Celebration,Unknown,1973-12-21,Photographs of a final night party including social interactions among participants.,WAMI Program; University of Idaho; Christmas; Celebration; Students; Staff; Party; Group Photos,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page87,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_087.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_087_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_087_th.jpg"
ug135-scrapbook1-page88,Personal note,Unknown,1974-06-18,A personal note witnessing an incident involving Dr. Guy Anderson into a swimming pool at Rosario Resort Hotel.,WAMI Program; University of Idaho; Student,"Eastsound, Washington",48.6515,-122.8836,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page88,Image;StillImage,Handwritten Note,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_088.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_088_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_088_th.jpg"
ug135-scrapbook1-page89,Out-of-State Tuition Raised and Telegram,Unknown,1974-4,A newspaper clipping discussing the increase in out-of-state tuition and the new budget allocations and accompanied by a congratulatory telegram.,WAMI Program; University of Idaho; Tuition; Budget; Telegram,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page89,Image;StillImage,Newspaper Clipping; Telegram,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_089.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_089_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_089_th.jpg"
ug135-scrapbook1-page90,Letter from Robert M. McFarland,Unknown,1974-01-18,A handwritten letter from Robert M. McFarland expressing gratitude and reflecting on his experiences in the WAMI program.,WAMI Program; University of Idaho; Correspondence; Gratitude,"Coeur d'Alene, Idaho",47.6777,-116.7805,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page90,Image;StillImage,Handwritten Letter,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_090.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_090_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_090_th.jpg"
ug135-scrapbook1-page91,"Clerkship, Alaska Votes Funding, and Dr. Anderson",Unknown,1974-6,"Various clippings and photograph depicting Dr. Anderson's activities, including completing a medical clerkship, participating in a retreat, and receiving news about Alaska funding for the WAMI program.",WAMI Program; University of Idaho; Medical Clerkship; Retreat; Funding,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page91,Image;StillImage,Newspaper Clipping; Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_091.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_091_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_091_th.jpg"
ug135-scrapbook1-page92,Memo Regarding WAMI Concerns,Unknown,1974-07-09,"A memo discussing various concerns and suggestions for the WAMI program, addressed to Guy Anderson from Garth Sasser",WAMI Program; University of Idaho; Concerns; Suggestions,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page92,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_092.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_092_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_092_th.jpg"
ug135-scrapbook1-page93,Medical Clerk Takes Obstetrics Training,Unknown,1974-05-08,"A newspaper clipping showing Linda Backup, a medical clerk, completing four weeks of obstetrics training. She is helping a patient, Mrs. Sally Brown, with Dr. David Barton supervising.",WAMI Program; University of Idaho; Medical Training; Obstetrics; Education,"Boise, Idaho",43.615,-116.2023,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page93,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_093.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_093_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_093_th.jpg"
ug135-scrapbook1-page94,Accreditation Advisory Group Formation,Unknown,1974-07-01,"A memo to the WAMI Accreditation Committee from Guy R. Anderson, listing faculty members for the advisory group to establish grounds for Idaho WAMI Program accreditation.",WAMI Program; University of Idaho; Accreditation; Education,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page94,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_094.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_094_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_094_th.jpg"
ug135-scrapbook1-page95,The Big Town Docs - Orofino Feature,Unknown,1974-07-14,A newspaper clipping discussing how to attract doctors to small towns like Orofino. Includes a photo of General Practitioner Robert Hill with a baby.,WAMI Program; University of Idaho; Rural Healthcare; Doctor Recruitment; Small Towns,"Orofino, Idaho",46.4846,-116.2626,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page95,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_095.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_095_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_095_th.jpg"
ug135-scrapbook1-page96,Idaho Support for WAMI,Unknown,1974-07-31,A press release from University of Idaho endorsing WAMI program. Details cost per student and benefits of program.,WAMI Program; University of Idaho; Medical Education; Idaho Support,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page96,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_096.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_096_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_096_th.jpg"
ug135-scrapbook1-page97,Televised Communication Launching and First WAMI Student Assigned,Unknown,1974-07-21,"Newspaper clippings featuring televised satellite launching to help med school, and first WAMI student assigned to Spokane.",WAMI Program; University of Idaho; Medical Education; Student Admissions,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page97,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_097.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_097_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_097_th.jpg"
ug135-scrapbook1-page98,Idaho Support and Physician Training Lauded,Unknown,1974,"A press release endorsing WWAMI program, a newspaper clipping lauding physician training in the region, and another clipping stating Idaho Medical Association's endorsement for WAMI",WAMI Program; University of Idaho; Medical Education; Idaho Support; Physician Training,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page98,Image;StillImage,Press Release; Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_098.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_098_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_098_th.jpg"
ug135-scrapbook1-page99,IMA Endorsement and New Computer Major Aid,Unknown,1974-8,"Newspaper clippings featuring the Idaho Medical Association endorsing the WAMI project, and another about the new computers to aid WAMI faculty and students.",WAMI Program; University of Idaho; Medical Education,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page99,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_099.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_099_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_099_th.jpg"
ug135-scrapbook1-page100,Controversy Marks Medical School Class,Unknown,1974-08-12,A newspaper clipping from Seattle Times discussing the controversy surrounding the medical school class admissions and selection process.,WAMI Program; University of Idaho; Medical School; Admissions,"Seattle, Washington",47.6062,-122.3321,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page100,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_100.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_100_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_100_th.jpg"
ug135-scrapbook1-page101,Medical Admissions and WAMI Meeting at MSU,Unknown,1974-04-23,"Newspaper clippings discussing the high-stakes nature of medical admissions, and another about WAMI coordinators meeting at Montana State University",WAMI Program; University of Idaho; Medical Admissions; MSU Meeting,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page101,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_101.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_101_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_101_th.jpg"
ug135-scrapbook1-page102,Letter of Recommendation for Continued Support,Unknown,1974-09-04,Letter of recommendation for continued support for WAMI program and program benefits.,WAMI Program; University of Idaho; Support; Recommendation,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page102,Image;StillImage,Letter,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_102.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_102_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_102_th.jpg"
ug135-scrapbook1-page103,1974 WAMI Logo,Unknown,1974,A graphic logo of the WAMI program at Idaho in 1974.,WAMI Program; University of Idaho; Logo,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page103,Image;StillImage,Graphic,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_103.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_103_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_103_th.jpg"
ug135-scrapbook1-page104,List of 1974-75 WAMI Students,Unknown,1974,A list of WAMI students for the academic year 1974-75 from the University of Idaho and Washington State University.,WAMI Program; University of Idaho; Washington State University; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page104,Image;StillImage,List,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_104.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_104_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_104_th.jpg"
ug135-scrapbook1-page105,Group Photos of WAMI Students,Unknown,1974,Group photographs of WAMI students from the University of Idaho and Washington State University.,WAMI Program; University of Idaho; Washington State University; Students; Group Photo,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page105,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_105.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_105_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_105_th.jpg"
ug135-scrapbook1-page106,Registration Photo,Unknown,1974-09-09,A photograph of WAMI students registering for the program with names of students.,WAMI Program; University of Idaho; Registration,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page106,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_106.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_106_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_106_th.jpg"
ug135-scrapbook1-page107,Preceptors and Preceptees Evening Cook-Out,Unknown,1974-09-11,Photographs from the Preceptors and Preceptees Evening Cook-Out event with names of faculty members who attended.,WAMI Program; University of Idaho; Preceptor; Preceptee; Event,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page107,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_107.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_107_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_107_th.jpg"
ug135-scrapbook1-page108,WAMI Students' Orientation 01,Unknown,1974-09-12,A photograph of WAMI students during orientation at Washington State University.,WAMI Program; University of Idaho; Washington State University; Orientation,"Pullman, Washington",46.7298,-117.1817,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page108,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_108.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_108_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_108_th.jpg"
ug135-scrapbook1-page109,WAMI Students' Orientation 02,Unknown,1974-09-12,Photographs of WAMI students during orientation at Washington State University.,WAMI Program; University of Idaho; Washington State University; Orientation,"Pullman, Washington",46.7298,-117.1817,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page109,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_109.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_109_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_109_th.jpg"
ug135-scrapbook1-page110,Goals of WAMI Experimental Phase Achieved,Unknown,1974-09-14,A newspaper clipping discussing the achievements of the WAMI program's experimental phase.,WAMI Program; University of Idaho; Achievements,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page110,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_110.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_110_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_110_th.jpg"
