objectid,parentid,title,date,archival_date,description,relation_is_part_of,image_alt_text,subject,location,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
kooskia869,,Men playing table tennis at Kooskia,1944,1943-1945,Interior image of two men playing a game of table tennis at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","A black and white photo of two men playing table tennis, also known as ping pong, in a building. One man has his back to the camera. ","Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 22, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page22_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page22_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page22_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page22_c_th.jpg
kooskia863,,"Full scrapbook page, page 23: outdoor group picture in Kooskia",1944,1943-1945,A group photograph of the workers of the Kooskia Internment Camp beside the Lochsa River. Sandbags can be seen in the foreground alongside the river. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes one black and white photo in the center.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 23, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page23.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page23.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page23_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page23_th.jpg
kooskia092,,Group photograph of men at work site,1944,1943-1945,A group photograph of the workers of the Kooskia Internment Camp beside the Lochsa River. Sandbags can be seen in the foreground alongside the river. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A group photograph of men at a worksite. There are many sandbags in front of the men who are sitting on the hill side. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 23, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page23_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page23_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page23_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page23_a_th.jpg
kooskia864,,"Full scrapbook page, page 24: staged performances in Kooskia",1944,1943-1945,Photographs of stage performances put on by men from the camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page in the scrapbook. The page is lightly tinted from age and includes three black and white photographs at various angles. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 24, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page24.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page24.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page24_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page24_th.jpg
kooskia865,,Staged performance in Kooskia,1944,1943-1945,Interior shot of a staged performance with men wearing traditional clothing at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a performance on a stage. The men are dressed in traditional Japanese clothing.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 24, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page24_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page24_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page24_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page24_a_th.jpg
kooskia867,,Performance by man in traditional dress at Kooskia,1944,1943-1945,Interior image of a stage performance by a man in traditional clothing at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a stage production held indoors. The actors are dressed in traditional Japanese clothing. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 24, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page24_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page24_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page24_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page24_b_th.jpg
kooskia866,,Performance in traditional costume at Kooskia,1944,1943-1945,Interior shot of a group of men sitting on stage during a performance in traditional costume  at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of an indoor stage production. Men on the stage are dressed in traditional Japanese clothing.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 24, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page24_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page24_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page24_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page24_c_th.jpg
kooskia868,,Full Scrapbook Page 25: anniversary picnic Kooskia,1944,1943-1945,"Anniversary picnic page of the scrapbook, with a group photograph and a picture of the start of the footrace. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes two black and white photographs at slanted angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 25, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page25.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page25.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page25_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page25_th.jpg
kooskia875,,Anniversary picnic in Kooskia,1944,1943-1945,"Image of large group of men by a stream; type on photo reads, ""Anniversary Japanese Internees, Camp Kooskia, Kooskia Idaho, May 28, 1944"". Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","A black and white image of a large group of men next to a creek holding a sign that reads: ""Anniversary Japanese Internees, Camp Kooskia, Kooskia Idaho, May 28, 1944"". ","Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 25, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page25_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page25_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page25_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page25_a_th.jpg
kooskia870,,Foot race at Kooskia Internment Camp,1944,1943-1945,Image of men lined up for a foot race at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a footrace. Seven men stand in a line preparing to run.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 25, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page25_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page25_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page25_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page25_b_th.jpg
kooskia871,,"Full scrapbook page, page 26: pigs and digging in Kooskia",1944,1943-1945,"A grouping of photographs portraying what some aspects of life around the Kooskia Internment Camp looked like, from raising pigs to building new structures and prepping the camp for construction projects. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes two black and white photographs at slanted angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 26, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page26.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page26.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page26_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page26_th.jpg
kooskia873,,Man feeding pigs in Kooskia,1944,1943-1945,Image of man with buckets preparing food for twelve pigs at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a man feeding pigs that are lined up at a trough.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 26, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page26_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page26_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page26_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page26_a_th.jpg
kooskia872,,Digging in Kooskia,1944,1943-1945,Image of men at Kooskia Internment Camp digging with shovels and pickaxes; an officer (?) is standing in background. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of five men digging with shovels and pickaxes in front of buildings. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 26, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page26_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page26_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page26_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page26_b_th.jpg
kooskia874,,"Full scrapbook page, page 27: hand drawing of building at Kooskia",1944,1943-1945,This item is a drawing of building and bridge at Kooskia Internment Camp signed by Toshio Sumida. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes a colored drawing by an internee. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 27, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page27.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page27.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page27_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page27_th.jpg
kooskia104,,Drawing of building and bridge at Kooskia,1944,1943-1945,"This is a hand drawn picture of buildings and a bridge at Kooskia, signed y Toshio Sumida. ","A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A hand drawn picture of a building and bridge at Kooskia. The roof of the building is red and there is a bridge on the left.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 27, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page27_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page27_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page27_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page27_a_th.jpg
kooskia876,,"Full scrapbook page, page 28: working in Kooskia",1944,1943-1945,"This collection of photographs from the scrapbook depict some of the aspects of work around the camp. The grouping includes an image of the bulletin board, a barber at work, a mechanic, a man pressing clothes, and another sitting at his desk in an office. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes five black and white photographs at various angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 28, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page28.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page28.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page28_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page28_th.jpg
kooskia881,,Billboard in Kooskia,1944,1943-1945,Image of bulletin board. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a billboard. There are four papers pinned to the board and a calendar at the top right.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 28, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page28_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page28_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page28_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page28_a_th.jpg
kooskia880,,Working on vehicle at Kooskia,1944,1943-1945,Interior image of a man working on a vehicle at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a man wearing protective goggles working on a car. The hood of the car is open and he is holding a tool toward the car.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 28, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page28_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page28_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page28_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page28_b_th.jpg
kooskia878,,Clothes press in Kooskia,1944,1943-1945,Interior shot of man pressing clothes at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a man using a clothing press. The cloth in the press has a narrow striped pattern.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 28, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page28_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page28_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page28_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page28_c_th.jpg
kooskia879,,Barber at Kooskia,1944,1943-1945,Interior image of two men: one is  sitting in barber chair at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","A black and white photograph of a man wearing a cape in a barber's chair. A male barber in all white stands behind the chair, to the right.","Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 28, item e",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page28_d.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page28_d.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page28_d_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page28_d_th.jpg
