title,description,creator,recipient,point of origin,date,date is approximate,subject,latitude,longitude,source,identifier,rights,rightsstatement,format original,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,object_transcript
Half Moon Bridge Near Culdesac,"A photograph of Half Moon Bridge near Culdesac, Idaho. The bridge carries no trains in the photograph.","Cash, Earl",,,,,railroad bridges,46.375431,-116.675716,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F15_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/223,223,278.jp2,/riegger/image/278.jp2,riegger223,image,riegger223.jpg,https://objects.lib.uidaho.edu/riegger/riegger223.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger223_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger223_th.jpg,
Ron Nixon And Don Colby With Company Car,"A photograph of either Ron Nixon or Don Colby posing with a nice company car. Excerpt from Ron Nixon: ""It was several days later before 684 was ready to be moved from Craigmont to Lewiston, so this time I had time to make arrangements for a company car beforehand. Also decided to take retired Division Superintendent Don Colby along with me as he was very much of a railfan and one of my best friends. He often went with me on picture-taking trips. When he was superintendent at Missoula he would often take me places in his private car, which was pretty darn nice.""","Nixon, Ron",,,1905-05-03,yes,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_009,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/224,224,498.jp2,/riegger/image/498.jp2,riegger224,image,riegger224.jpg,https://objects.lib.uidaho.edu/riegger/riegger224.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger224_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger224_th.jpg,
Charles Bronson Filming Breakheart Pass,"A photograph taken during the filming of the movie ""Breakheart Pass."" A description from Bill Clem reads: ""Taken from tender of Locomotive #9 as Charles Bronson ""Deakin"" fought with Archie Moore ""Carlos"" atop a snow covered boxcar (also equipped with emergency handrails along either side of top of car) as train was moving very carefully—about 10-12 miles per hour— on descending grade between Summitt and Headquarters, Idaho. ""Carlos"" lost the fight and was thrown over side of car while passing over Bridge 36.""","Clem, Bill",,,1975,yes,color photographs; freight trains; films,46.488083,-116.260967,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F17_001,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/225,225,471.jp2,/riegger/image/471.jp2,riegger225,image,riegger225.jpg,https://objects.lib.uidaho.edu/riegger/riegger225.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger225_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger225_th.jpg,
Freight Train in the Snow,"A color photograph of a freight train going around a bend in an open snowy landscape, taken from the caboose of the train.",Don Wayt,,,,,snows; freight trains; railroads (infrastructure); cabooses,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F34_019,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/226,226,320.jp2,/riegger/image/320.jp2,riegger226,image,riegger226.jpg,https://objects.lib.uidaho.edu/riegger/riegger226.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger226_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger226_th.jpg,
NezPerce & Idaho Depot,"A photograph of the Nez Perce & Idaho depot, where the general offices and headquarters for the railroad are held.","Nixon, Ron",,,1950-05-06,,freight trains; railroads (infrastructure),46.242196,-116.472788,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/227,227,504.jp2,/riegger/image/504.jp2,riegger227,image,riegger227.jpg,https://objects.lib.uidaho.edu/riegger/riegger227.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger227_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger227_th.jpg,
Culvert Outlet Protection,"A photograph of culvert outlet protection from the southeast in Walla Walla. The photo features the river in the background, as well as some sort of damn or water resource management plant along the river.","Hermann, Dick",,,1968-09-24,,black-and-white photographs,46.066069,-118.345743,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F20_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/228,228,87.jp2,/riegger/image/87.jp2,riegger228,image,riegger228.jpg,https://objects.lib.uidaho.edu/riegger/riegger228.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger228_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger228_th.jpg,
"Tunnel No. 3, Lapwai Branch",A photograph of Tunnel No.3 on the Lapwai Branch of the Camas Prairie Railroad. The picture captures two men standing at the mouth of the tunnel.,"Leiterman, Ray",,,1949-08-24,,freight trains,46.405064,-116.805835,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_022,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/229,229,220.jp2,/riegger/image/220.jp2,riegger229,image,riegger229.jpg,https://objects.lib.uidaho.edu/riegger/riegger229.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger229_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger229_th.jpg,
"Al Bennett on 684 at Hope, Idaho","Train engineer Al Bennett on Northern Pacific Train Engine 684 at Hope, Idaho. On July 5, 1974 with a GP9 seat from Missoula, engineer Al Bennett ran up to Algoma, Idaho seeing where the Coeur d'Alene local had taken the 684. There was an R2 refrigerator car before and after 684 to act as buffers, the train make up was the GP9, a refrigerator car, 684, another refrigerator car, and a caboose. There was a 15 miles per hour speed limit because 684's cowcatcher and noise rods were off. On the first day the train made it 314.3 miles to Arlee, MT where they tied up accrued hours of service. On July 6 they finished the 27 miles to Missoula.","Rikerd, Maynard",,,1974-07-05,,freight trains; railroads (infrastructure),48.249738,-116.30639,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/230,230,493.jp2,/riegger/image/493.jp2,riegger230,image,riegger230.jpg,https://objects.lib.uidaho.edu/riegger/riegger230.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger230_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger230_th.jpg,
Canadian Pacific Freight Train,Winchester spur of Canadian Pacific railroad at Winchester.,Winchester Museum,,,,,freight trains; locomotives; train stations; spurs; trees; railroads (infrastructure); engineers,46.23958325,-116.6234488,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F33_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/231,231,135.jp2,/riegger/image/135.jp2,riegger231,image,riegger231.jpg,https://objects.lib.uidaho.edu/riegger/riegger231.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger231_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger231_th.jpg,
Train Stops In Lapwai Creek Canyon for Check-Up,A photograph of Extra 1521 West Train fulfilling timetable obligation to stop 10 minutes to cool wheels and inspect train on the downgrade through Lapwai Creek Canyon.,"Hastings, Phil",,,1951-05-28,,freight trains,46.323338,-116.542361,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_017,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/232,232,285.jp2,/riegger/image/285.jp2,riegger232,image,riegger232.jpg,https://objects.lib.uidaho.edu/riegger/riegger232.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger232_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger232_th.jpg,
Historical Background of Scenic Camas Prairie Railroad,"A historical souvenir documenting an excursion of the Camas Prairie Railroad moving from Lewiston to Grangeville and back. Sponsored by the Grangeville Lewiston Lions Club, Ann Adams writes on the history of the Camas Prairie Railroad, as well providing information about the excursion at hand.","Adams, Ann",,United States; Idaho;,1960-05-15,,railroads (infrastructure); local histories,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F08_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/233,233,321.pdf,/riegger/image/321.pdf,riegger233,pdf,riegger233.pdf,https://objects.lib.uidaho.edu/riegger/riegger233.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger233_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger233_th.jpg,
Letter from Lara Feucht to Hal Riegger,"A note from Lara Feucht, registrar at the Nez Perce County Historical Society, to Hal Riegger regarding the correct ways of writing 'Nez Perce' in different applications.","Feucht, Lara","Riegger, Hal",United States; Idaho; Nez Perce County; Lewiston;,1985,yes,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_045,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/234,234,377.pdf,/riegger/image/377.pdf,riegger234,pdf,riegger234.pdf,https://objects.lib.uidaho.edu/riegger/riegger234.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger234_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger234_th.jpg,
Construction Of Railroad In Potlatch,A photograph of the construction of a railroad in Potlatch.,Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure),46.642283,-115.804161,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_001,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/235,235,397.jp2,/riegger/image/397.jp2,riegger235,image,riegger235.jpg,https://objects.lib.uidaho.edu/riegger/riegger235.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger235_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger235_th.jpg,
Paper Copy of Photograph of Loading At Camp 4,"A paper copy of a photograph of the loading of lumber onto a freight train at camp 4 in Headquarters, Idaho. Logs are decked for loading the same way that, at a river's edge, there is waiting for high water to be pushed into the water.","Butler, Al","Riegger, Hal",United States; Idaho; Clearwater County; Headquarters;,1905-04-09,yes,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_028,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/236,236,361.jp2,/riegger/image/361.jp2,riegger236,image,riegger236.jpg,https://objects.lib.uidaho.edu/riegger/riegger236.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger236_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger236_th.jpg,
"Letter from Todd Sullivan to Hal Riegger, July 17, 1984",Todd Sullivan expresses his relief that they were able to work out the photo situation between them and let Riegger know that he has not worked with an author and publisher before with deadlines. Additionally Sullivan provides Riegger the final price for his services and photographs totaling $66 (minus the $30 down payment).,"Sullivan, Todd","Riegger, Hal",United States; New York; Poughkeepsie;,1984-07-17,,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_029,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/237,237,137.pdf,/riegger/image/137.pdf,riegger237,pdf,riegger237.pdf,https://objects.lib.uidaho.edu/riegger/riegger237.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger237_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger237_th.jpg,
Northern Pacific Train Engine 782,"A photograph of Northern Pacific Train Engine 782. Picture taken at Stuart, Idaho in about 1902 (Stuart renamed Kooskia).","Banks, Herb",,,1905-03-16,,freight trains,46.144943,-115.977761,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F09_008,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/238,238,448.jp2,/riegger/image/448.jp2,riegger238,image,riegger238.jpg,https://objects.lib.uidaho.edu/riegger/riegger238.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger238_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger238_th.jpg,
Schultz Bar Rock Removal,Photograph of men scaling the bank of steep rock fixtures in preparation for rock removal at Purringron-Schultz Bar in Wawawai.,"Hermann, Dick",,,1969-09-12,,construction (assembling),46.066069,-118.345743,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F20_008,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/239,239,159.jp2,/riegger/image/159.jp2,riegger239,image,riegger239.jpg,https://objects.lib.uidaho.edu/riegger/riegger239.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger239_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger239_th.jpg,
Little Kettle On Display For Celebration,"A 'little kettle', which is privately owned but normally on display at the Sacramento State Railroad Museum, on display for the Northern Pacific 100th Anniversary Celebration.","Rikerd, Maynard",,,1983-08-28,,freight trains; railroads (infrastructure),46.399238,-112.739597,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_009,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/240,240,301.jp2,/riegger/image/301.jp2,riegger240,image,riegger240.jpg,https://objects.lib.uidaho.edu/riegger/riegger240.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger240_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger240_th.jpg,
Train Entering Tunnel 22 to Grangeville,"A photograph of a freight train exiting a bridge into tunnel 22 to Grangeville. This picture is taken with the train approaching the camera headon, with the line of cars seen stretching through the background.. The tunnel is not seen at all from this angle.","Cash, Earl",,,1905,yes,freight trains; railroads (infrastructure),46.405064,-116.805835,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_020,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/241,241,324.jp2,/riegger/image/324.jp2,riegger241,image,riegger241.jpg,https://objects.lib.uidaho.edu/riegger/riegger241.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger241_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger241_th.jpg,
Northern Pacific Train Engine B-12,A photograph of Northern Pacific Gas/Electric Train Engine 09,"Banks, Herb",,,,,freight trains,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F09_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/242,242,288.jp2,/riegger/image/288.jp2,riegger242,image,riegger242.jpg,https://objects.lib.uidaho.edu/riegger/riegger242.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger242_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger242_th.jpg,
"Bridge 50.1, Kamiah Mine Fire [6]","A photograph of Bridge 50.1 on the Camas Prairie Railroad next to the Kamiah Mine. Lens flare obscures most of the photo, but smoke can be seen billowing from a fire on the railroad bridge.","Leiterman, Ray",,,1905-05-25,,freight trains,46.22694,-116.029859,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_019,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/243,243,489.jp2,/riegger/image/489.jp2,riegger243,image,riegger243.jpg,https://objects.lib.uidaho.edu/riegger/riegger243.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger243_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger243_th.jpg,
NP 1359 Takes Engine 4 Out of Roundhouse,Northern Pacific Engine 1359 taking NP&I Engine 4 out of the Parkwater roundhouse after renovation.,"Nixon, Ron",,,1952-11-30,,freight trains; railroads (infrastructure),46.242196,-116.472788,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_028,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/244,244,8.jp2,/riegger/image/8.jp2,riegger244,image,riegger244.jpg,https://objects.lib.uidaho.edu/riegger/riegger244.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger244_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger244_th.jpg,
Union Pacific Train Engine 2881,A photograph of derailed Union Pacific Train Engine 2881. 'Passenger service between Lewiston and Ayer Junction. Equipped with acknowledging devices and primitive automatic Traincontrol used on Union Pacific mainline.' - Bill Clem,"Banks, Herb",,,1948-02-01,,freight trains,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F09_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/245,245,79.jp2,/riegger/image/79.jp2,riegger245,image,riegger245.jpg,https://objects.lib.uidaho.edu/riegger/riegger245.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger245_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger245_th.jpg,
"Letter from Hal Riegger to Todd Sullivan, June 23, 1982","Hal Riegger confirms Todd Sullivans collection status and explains that he would like to look at them after he completes his own photograph development from the summer. He then confirms his ""agreement"" with Todd Sullivan.","Riegger, Hal","Sullivan, Todd",United States; California; Nevada County; Penn Valley;,1982-06-23,,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_019,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/246,246,445.pdf,/riegger/image/445.pdf,riegger246,pdf,riegger246.pdf,https://objects.lib.uidaho.edu/riegger/riegger246.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger246_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger246_th.jpg,
Camas Prairie Railroad Company Interview Synopsis,Correspondence between Hal Riegger and L.L. Carter providing a brief synopsis of an interview carried out on behalf of Camas Prairie Railroad Company.,L.L. Carter,"Riegger, Hal",United States; Idaho; Nez Perce County; Lewiston;,1985-08-09,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_050,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/247,247,452.pdf,/riegger/image/452.pdf,riegger247,pdf,riegger247.pdf,https://objects.lib.uidaho.edu/riegger/riegger247.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger247_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger247_th.jpg,
NP 684 And The Elk Kill At Gardiner,"Northern Pacific Train Engine 684 and the elk kill at Gardiner, Montana, in 1911. The depot is from Cinnabar, end of the Yellowstone Park Line, where it was in use until about 1902 when it was moved to Gardiner, 3 miles south. Ron Nixon learned to telegraph in this depot in 1924.","Nixon, Ron",,,1905-03-25,,freight trains; railroads (infrastructure),45.032363,-110.709665,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_048,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/248,248,88.jp2,/riegger/image/88.jp2,riegger248,image,riegger248.jpg,https://objects.lib.uidaho.edu/riegger/riegger248.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger248_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger248_th.jpg,
Aerial View Of Parkwater Roundhouse,"A photograph of the Parkwater Roundhouse as see from the window of an airplane. An excerpt from Ron Nixon: 'Remember my remark about Joe Lux suing us. So maybe some of these remarks may be unacceptable. Anyway I knew Joe pretty well as I was the go-between with him and NP during negotiations to retrieve 684. So after the deal was closed I asked him to be sure to let me know when the engine was to be moved Nez Perce to Craigmont so as to get pictures. Time went by and I heard nothing from him. He lived in Spokane so it would have been a simple city phone call. I called him a couple of times and he said 'not yet' or words to that effect. Then late one night when I was working with the CP operator at Lewiston he mentioned that CP men were going to Nez Perce to get the 684 moving. So I called Joe and he said, 'Oh yes. They plan on moving it at eight in the morning.' !!!! I had no automobile at the time but had access to NP company cars. NP said I could use one but would have to get it back the same night, which of course was impossible. I checked with the bus companies and there was no bus I could get to Lewiston before the next morning. So as a last resort I called the airport and found that there was a plan for Lewiston at six in the morning. After some hectic getting-ready, I was on the plane and took this picture of the Parkwater roundhouse as we went over it. A little dull as I shot it through the window and it was real early in the morning. Got to Lewiston in time to catch the CP going to Craigmont. Then I had to bum a ride to Nez Perce on the Nez Perce truck. They were already working on 684 when I got there. You already have my first pictures.'","Nixon, Ron",,,1905-05-04,yes,freight trains; railroads (infrastructure),46.242196,-116.472788,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_014,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/249,249,244.jp2,/riegger/image/244.jp2,riegger249,image,riegger249.jpg,https://objects.lib.uidaho.edu/riegger/riegger249.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger249_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger249_th.jpg,
Freight Train,A color photograph of a freight train going around a bend in the woods.,Don Wayt,,,,,freight trains; railroads (infrastructure); trees,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F34_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/250,250,304.jp2,/riegger/image/304.jp2,riegger250,image,riegger250.jpg,https://objects.lib.uidaho.edu/riegger/riegger250.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger250_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger250_th.jpg,
